,,Wavelength (µm),"Reflectance, P-Pol. (%)","Reflectance, S-Pol. (%)","Reflectance, Unpol. (%)"
,,18.951,96.49217,97.34963,96.9209
,,18.940,96.49711,97.35371,96.92541
,,18.930,96.50198,97.35783,96.92991
,,18.921,96.50733,97.36094,96.93414
,,18.911,96.51166,97.36512,96.93839
,,18.900,96.5167,97.36933,96.94301
,,18.892,96.52163,97.3725,96.94707
,,18.881,96.52696,97.37676,96.95186
,,18.870,96.53155,97.38104,96.9563
,,18.862,96.53592,97.38427,96.9601
,,18.851,96.54083,97.3886,96.96472
,,18.840,96.54629,97.39296,96.96962
,,18.832,96.55122,97.39624,96.97373
,,18.821,96.55641,97.40064,96.97852
,,18.810,96.56167,97.40505,96.98336
,,18.799,96.56655,97.4095,96.98802
,,18.791,96.57104,97.41284,96.99194
,,18.780,96.57622,97.41732,96.99677
,,18.770,96.58141,97.42181,97.00161
,,18.761,96.58612,97.4252,97.00566
,,18.751,96.59172,97.42972,97.01072
,,18.740,96.59744,97.43427,97.01585
,,18.732,96.60266,97.43768,97.02017
,,18.721,96.6077,97.44226,97.02498
,,18.710,96.6123,97.44684,97.02957
,,18.702,96.61755,97.45029,97.03392
,,18.691,96.62324,97.4549,97.03907
,,18.680,96.62865,97.45952,97.04408
,,18.672,96.63439,97.46299,97.04869
,,18.661,96.64036,97.46763,97.05399
,,18.650,96.64505,97.47228,97.05866
,,18.642,96.65057,97.47577,97.06317
,,18.631,96.65556,97.48043,97.068
,,18.620,96.66026,97.48511,97.07268
,,18.612,96.66488,97.48862,97.07675
,,18.601,96.66979,97.4933,97.08154
,,18.590,96.67444,97.49799,97.08621
,,18.580,96.67937,97.50268,97.09103
,,18.571,96.6854,97.5062,97.0958
,,18.561,96.69015,97.5109,97.10053
,,18.550,96.69531,97.5156,97.10546
,,18.542,96.70038,97.51913,97.10976
,,18.531,96.70547,97.52384,97.11466
,,18.520,96.71056,97.52854,97.11955
,,18.512,96.71578,97.53207,97.12393
,,18.501,96.72147,97.53678,97.12912
,,18.490,96.72636,97.54148,97.13392
,,18.482,96.73189,97.545,97.13845
,,18.471,96.73712,97.5497,97.14341
,,18.460,96.74312,97.5544,97.14876
,,18.452,96.74817,97.55792,97.15304
,,18.441,96.75413,97.56261,97.15837
,,18.430,96.75939,97.56729,97.16334
,,18.422,96.76436,97.5708,97.16758
,,18.411,96.76949,97.57547,97.17248
,,18.400,96.77587,97.58013,97.178
,,18.392,96.78129,97.58363,97.18246
,,18.381,96.78688,97.58828,97.18758
,,18.370,96.79272,97.59292,97.19282
,,18.360,96.79789,97.59755,97.19772
,,18.351,96.80323,97.60102,97.20212
,,18.341,96.80864,97.60563,97.20714
,,18.330,96.81408,97.61023,97.21216
,,18.322,96.82053,97.61368,97.2171
,,18.311,96.82619,97.61826,97.22222
,,18.300,96.83172,97.62283,97.22728
,,18.292,96.83824,97.62625,97.23225
,,18.281,96.84479,97.63079,97.23779
,,18.270,96.85023,97.63532,97.24278
,,18.262,96.85652,97.63871,97.24761
,,18.251,96.86217,97.64321,97.25269
,,18.240,96.86876,97.6477,97.25823
,,18.232,96.87443,97.65105,97.26274
,,18.221,96.88104,97.65551,97.26827
,,18.210,96.88756,97.65995,97.27375
,,18.202,96.89369,97.66327,97.27848
,,18.191,96.89927,97.66768,97.28347
,,18.180,96.90521,97.67206,97.28864
,,18.172,96.91089,97.67534,97.29311
,,18.161,96.91653,97.67969,97.29811
,,18.150,96.92284,97.68403,97.30343
,,18.142,96.92853,97.68726,97.30789
,,18.131,96.93531,97.69156,97.31344
,,18.120,96.94198,97.69583,97.31891
,,18.112,96.94857,97.69902,97.32379
,,18.101,96.95462,97.70325,97.32894
,,18.091,96.96083,97.70746,97.33415
,,18.082,96.96736,97.71061,97.33898
,,18.072,96.97333,97.71477,97.34405
,,18.061,96.97903,97.71892,97.34898
,,18.050,96.98489,97.72303,97.35396
,,18.042,96.99097,97.72611,97.35854
,,18.031,96.99774,97.73018,97.36396
,,18.020,97.00366,97.73422,97.36894
,,18.012,97.00931,97.73724,97.37328
,,18.001,97.01629,97.74124,97.37877
,,17.990,97.02294,97.74521,97.38408
,,17.982,97.02982,97.74817,97.389
,,17.971,97.03684,97.75209,97.39447
,,17.960,97.04314,97.75599,97.39956
,,17.952,97.04964,97.75889,97.40426
,,17.941,97.05597,97.76273,97.40935
,,17.930,97.06254,97.76654,97.41454
,,17.922,97.06852,97.76938,97.41895
,,17.911,97.07517,97.77313,97.42415
,,17.900,97.08146,97.77686,97.42916
,,17.892,97.08828,97.77963,97.43396
,,17.881,97.09433,97.7833,97.43882
,,17.870,97.10103,97.78694,97.44399
,,17.862,97.10795,97.78965,97.4488
,,17.851,97.11455,97.79323,97.45389
,,17.840,97.12205,97.79678,97.45941
,,17.832,97.12877,97.79942,97.4641
,,17.821,97.13485,97.80291,97.46888
,,17.810,97.14171,97.80636,97.47404
,,17.802,97.14929,97.80893,97.47911
,,17.791,97.1561,97.81233,97.48421
,,17.780,97.16267,97.81569,97.48918
,,17.772,97.16974,97.81818,97.49396
,,17.761,97.17666,97.82148,97.49907
,,17.751,97.18324,97.82474,97.50399
,,17.742,97.19097,97.82716,97.50906
,,17.731,97.19763,97.83036,97.514
,,17.721,97.20533,97.83352,97.51942
,,17.712,97.21309,97.83586,97.52448
,,17.702,97.21978,97.83896,97.52937
,,17.691,97.22706,97.84201,97.53454
,,17.682,97.23466,97.84428,97.53947
,,17.672,97.24247,97.84727,97.54487
,,17.661,97.24959,97.85022,97.54991
,,17.653,97.2566,97.85241,97.55451
,,17.642,97.26416,97.8553,97.55973
,,17.631,97.27071,97.85814,97.56443
,,17.623,97.27852,97.86025,97.56938
,,17.612,97.28526,97.86302,97.57414
,,17.601,97.29222,97.86575,97.57898
,,17.593,97.29883,97.86778,97.5833
,,17.582,97.30617,97.87044,97.5883
,,17.571,97.31275,97.87307,97.59291
,,17.563,97.31947,97.87501,97.59724
,,17.552,97.32726,97.87756,97.60241
,,17.541,97.33527,97.88007,97.60767
,,17.533,97.34301,97.88192,97.61246
,,17.522,97.35037,97.88436,97.61736
,,17.511,97.35707,97.88675,97.62191
,,17.500,97.36395,97.8891,97.62653
,,17.492,97.37116,97.89084,97.631
,,17.481,97.37873,97.89312,97.63592
,,17.470,97.38576,97.89535,97.64056
,,17.462,97.39322,97.897,97.64511
,,17.451,97.40061,97.89916,97.64989
,,17.440,97.40793,97.90128,97.6546
,,17.432,97.41593,97.90284,97.65938
,,17.421,97.42363,97.90487,97.66425
,,17.410,97.43115,97.90687,97.66901
,,17.402,97.43925,97.90834,97.6738
,,17.391,97.44739,97.91026,97.67882
,,17.380,97.45502,97.91213,97.68357
,,17.372,97.4629,97.91351,97.6882
,,17.361,97.47141,97.9153,97.69336
,,17.350,97.47906,97.91705,97.69806
,,17.342,97.48792,97.91834,97.70313
,,17.331,97.49538,97.92001,97.7077
,,17.320,97.50392,97.92164,97.71278
,,17.312,97.51235,97.92283,97.71759
,,17.301,97.52111,97.92438,97.72274
,,17.290,97.52919,97.92588,97.72753
,,17.282,97.5365,97.92697,97.73174
,,17.271,97.54425,97.9284,97.73632
,,17.260,97.55208,97.92977,97.74093
,,17.252,97.56117,97.93077,97.74597
,,17.241,97.57036,97.93207,97.75121
,,17.230,97.57914,97.93332,97.75623
,,17.222,97.58763,97.93422,97.76093
,,17.211,97.59586,97.93539,97.76562
,,17.200,97.60439,97.93651,97.77045
,,17.192,97.61374,97.93732,97.77553
,,17.181,97.62244,97.93836,97.7804
,,17.170,97.63142,97.93935,97.78539
,,17.162,97.64032,97.94006,97.79019
,,17.151,97.64907,97.94097,97.79502
,,17.140,97.65708,97.94184,97.79946
,,17.132,97.66627,97.94245,97.80436
,,17.121,97.67419,97.94323,97.80871
,,17.110,97.68243,97.94396,97.81319
,,17.102,97.69142,97.94448,97.81795
,,17.091,97.70025,97.94513,97.82269
,,17.080,97.70832,97.94573,97.82703
,,17.072,97.71704,97.94615,97.8316
,,17.061,97.72605,97.94667,97.83636
,,17.050,97.73581,97.94714,97.84147
,,17.042,97.74539,97.94746,97.84643
,,17.031,97.75449,97.94785,97.85117
,,17.020,97.76416,97.94819,97.85618
,,17.012,97.77302,97.94841,97.86072
,,17.001,97.78213,97.94867,97.8654
,,16.990,97.79049,97.94888,97.86968
,,16.982,97.79975,97.949,97.87437
,,16.971,97.8081,97.94912,97.87861
,,16.960,97.81722,97.9492,97.88321
,,16.952,97.82594,97.94922,97.88758
,,16.941,97.83437,97.94921,97.89179
,,16.930,97.84299,97.94916,97.89607
,,16.922,97.85285,97.94908,97.90097
,,16.911,97.86251,97.94894,97.90572
,,16.900,97.87218,97.94875,97.91046
,,16.892,97.88131,97.94858,97.91494
,,16.881,97.89047,97.94831,97.91939
,,16.873,97.90092,97.94807,97.9245
,,16.862,97.91078,97.94771,97.92925
,,16.851,97.92117,97.94731,97.93424
,,16.843,97.93165,97.94697,97.93931
,,16.832,97.94199,97.94648,97.94424
,,16.821,97.95142,97.94594,97.94868
,,16.813,97.96204,97.94551,97.95377
,,16.802,97.97152,97.94489,97.9582
,,16.791,97.98098,97.94422,97.9626
,,16.783,97.99063,97.94368,97.96716
,,16.772,98.00027,97.94293,97.9716
,,16.761,98.0101,97.94213,97.97611
,,16.753,98.01966,97.94149,97.98058
,,16.742,98.02905,97.94061,97.98483
,,16.731,98.04002,97.93967,97.98985
,,16.723,98.05093,97.93894,97.99494
,,16.712,98.06161,97.93792,97.99977
,,16.701,98.07128,97.93686,98.00407
,,16.693,98.08179,97.93603,98.00891
,,16.682,98.09112,97.93488,98.013
,,16.671,98.10173,97.93369,98.01771
,,16.662,98.11151,97.93264,98.02207
,,16.652,98.12248,97.93144,98.02696
,,16.642,98.13239,97.93025,98.03132
,,16.632,98.14366,97.92896,98.03631
,,16.622,98.15329,97.9277,98.0405
,,16.612,98.16486,97.9264,98.04563
,,16.602,98.17637,97.92499,98.05068
,,16.592,98.1878,97.92361,98.0557
,,16.582,98.19916,97.92211,98.06063
,,16.572,98.21044,97.92065,98.06554
,,16.562,98.22165,97.91915,98.0704
,,16.552,98.2328,97.91753,98.07516
,,16.542,98.24387,97.91595,98.07991
,,16.532,98.25486,97.91433,98.0846
,,16.522,98.26578,97.91258,98.08918
,,16.512,98.27663,97.91089,98.09376
,,16.502,98.2874,97.90915,98.09827
,,16.492,98.2981,97.90737,98.10274
,,16.482,98.30872,97.90546,98.10709
,,16.472,98.31927,97.9036,98.11144
,,16.462,98.32974,97.90171,98.11572
,,16.452,98.34013,97.89978,98.11995
,,16.442,98.35045,97.8978,98.12413
,,16.432,98.3607,97.89568,98.12819
,,16.422,98.37086,97.89363,98.13224
,,16.412,98.38094,97.89154,98.13624
,,16.402,98.39095,97.88941,98.14018
,,16.392,98.40088,97.88724,98.14406
,,16.382,98.41073,97.88503,98.14788
,,16.372,98.4205,97.88278,98.15164
,,16.362,98.4302,97.8805,98.15535
,,16.352,98.43981,97.87817,98.15899
,,16.342,98.44935,97.87581,98.16258
,,16.332,98.4588,97.87328,98.16604
,,16.322,98.46817,97.87084,98.1695
,,16.312,98.47746,97.86835,98.17291
,,16.302,98.48667,97.86583,98.17625
,,16.292,98.49579,97.86341,98.1796
,,16.282,98.50484,97.86081,98.18283
,,16.272,98.51381,97.85818,98.18599
,,16.262,98.52269,97.85551,98.1891
,,16.252,98.53149,97.8528,98.19214
,,16.242,98.5402,97.85005,98.19513
,,16.232,98.54884,97.84726,98.19805
,,16.222,98.55738,97.84443,98.20091
,,16.212,98.56585,97.84157,98.20371
,,16.202,98.57423,97.83867,98.20645
,,16.192,98.58252,97.83588,98.2092
,,16.182,98.59073,97.83291,98.21182
,,16.172,98.59886,97.82989,98.21437
,,16.162,98.6069,97.82684,98.21687
,,16.152,98.61485,97.82375,98.2193
,,16.142,98.62272,97.82078,98.22175
,,16.132,98.6305,97.81762,98.22406
,,16.122,98.6382,97.81442,98.22631
,,16.112,98.6458,97.81118,98.22849
,,16.102,98.65332,97.80807,98.2307
,,16.092,98.66076,97.80476,98.23276
,,16.082,98.66811,97.80141,98.23476
,,16.072,98.67536,97.79802,98.23669
,,16.062,98.68253,97.79478,98.23865
,,16.052,98.68961,97.79132,98.24047
,,16.042,98.6966,97.78801,98.24231
,,16.032,98.70351,97.78448,98.24399
,,16.022,98.71033,97.78091,98.24562
,,16.012,98.71705,97.77749,98.24727
,,16.002,98.72369,97.77385,98.24877
,,15.992,98.73023,97.77017,98.2502
,,15.982,98.73669,97.76665,98.25167
,,15.972,98.74305,97.76291,98.25298
,,15.962,98.74933,97.75932,98.25432
,,15.952,98.75551,97.7555,98.25551
,,15.942,98.7616,97.75185,98.25673
,,15.932,98.76761,97.74796,98.25778
,,15.922,98.77352,97.74424,98.25888
,,15.912,98.77934,97.74028,98.25981
,,15.902,98.78506,97.7365,98.26078
,,15.892,98.7907,97.73247,98.26158
,,15.882,98.79624,97.72862,98.26243
,,15.872,98.80169,97.72452,98.2631
,,15.862,98.80704,97.72061,98.26382
,,15.853,98.8123,97.71666,98.26448
,,15.842,98.81748,97.71246,98.26497
,,15.832,98.82255,97.70845,98.2655
,,15.822,98.82754,97.70418,98.26586
,,15.812,98.83242,97.70011,98.26626
,,15.802,98.83722,97.696,98.26661
,,15.792,98.84192,97.69163,98.26678
,,15.782,98.84653,97.68746,98.26699
,,15.772,98.85104,97.68326,98.26715
,,15.762,98.85546,97.6788,98.26713
,,15.752,98.85977,97.67453,98.26715
,,15.742,98.864,97.67024,98.26712
,,15.733,98.86813,97.66592,98.26702
,,15.722,98.87217,97.66132,98.26675
,,15.712,98.87611,97.65693,98.26652
,,15.702,98.87995,97.65252,98.26624
,,15.693,98.8837,97.64807,98.26589
,,15.682,98.88735,97.64335,98.26535
,,15.672,98.89091,97.63885,98.26488
,,15.662,98.89436,97.63431,98.26434
,,15.652,98.89772,97.62975,98.26374
,,15.643,98.90099,97.62515,98.26307
,,15.633,98.90416,97.62053,98.26235
,,15.622,98.90723,97.61562,98.26143
,,15.612,98.9102,97.61094,98.26057
,,15.602,98.91307,97.60623,98.25965
,,15.592,98.91585,97.6015,98.25867
,,15.582,98.91852,97.59673,98.25763
,,15.573,98.9211,97.59194,98.25652
,,15.563,98.92359,97.58712,98.25535
,,15.553,98.92597,97.58227,98.25412
,,15.543,98.92826,97.57739,98.25282
,,15.533,98.93044,97.57249,98.25147
,,15.523,98.93253,97.56756,98.25004
,,15.513,98.93452,97.5626,98.24856
,,15.503,98.93641,97.55761,98.24701
,,15.493,98.9382,97.5526,98.2454
,,15.483,98.93989,97.54756,98.24373
,,15.473,98.94149,97.5425,98.24199
,,15.463,98.94298,97.5374,98.24019
,,15.453,98.94437,97.53229,98.23833
,,15.443,98.94566,97.52714,98.2364
,,15.433,98.94685,97.52197,98.23441
,,15.423,98.94794,97.51678,98.23236
,,15.413,98.94893,97.51156,98.23024
,,15.402,98.94981,97.50631,98.22806
,,15.392,98.9506,97.50104,98.22582
,,15.382,98.95128,97.49574,98.22351
,,15.373,98.95186,97.49072,98.22129
,,15.363,98.95235,97.48538,98.21886
,,15.353,98.95273,97.48001,98.21637
,,15.343,98.95301,97.47461,98.21381
,,15.332,98.95319,97.4692,98.21119
,,15.322,98.95326,97.46376,98.20851
,,15.313,98.95323,97.45859,98.20591
,,15.303,98.95311,97.45311,98.20311
,,15.293,98.95288,97.4476,98.20024
,,15.282,98.95255,97.44206,98.1973
,,15.273,98.95211,97.43682,98.19446
,,15.263,98.95157,97.43124,98.19141
,,15.253,98.95094,97.42564,98.18829
,,15.242,98.95019,97.42001,98.1851
,,15.233,98.94934,97.41468,98.18201
,,15.223,98.9484,97.40901,98.17871
,,15.213,98.94735,97.40333,98.17534
,,15.202,98.94619,97.39762,98.1719
,,15.193,98.94493,97.3922,98.16857
,,15.183,98.94357,97.38645,98.16501
,,15.172,98.9421,97.38068,98.16139
,,15.163,98.94053,97.37521,98.15787
,,15.153,98.93885,97.36939,98.15412
,,15.143,98.93708,97.36388,98.15048
,,15.133,98.9352,97.35803,98.14661
,,15.123,98.93321,97.35216,98.14268
,,15.113,98.93112,97.34659,98.13885
,,15.103,98.92893,97.34068,98.1348
,,15.093,98.92663,97.33508,98.13085
,,15.083,98.92422,97.32913,98.12668
,,15.072,98.92172,97.32316,98.12244
,,15.063,98.9191,97.3175,98.1183
,,15.053,98.91638,97.3115,98.11394
,,15.043,98.91356,97.30581,98.10968
,,15.033,98.91063,97.29977,98.1052
,,15.023,98.90759,97.29404,98.10082
,,15.013,98.90446,97.28797,98.09621
,,15.003,98.90121,97.28221,98.09171
,,14.993,98.89786,97.2761,98.08698
,,14.983,98.89686,97.27031,98.08359
,,14.973,98.89526,97.26417,98.07972
,,14.963,98.89416,97.25835,98.07625
,,14.953,98.89162,97.25252,98.07207
,,14.943,98.89061,97.24633,98.06847
,,14.933,98.88951,97.24046,98.06499
,,14.923,98.8869,97.23424,98.06057
,,14.913,98.8838,97.22835,98.05607
,,14.903,98.88128,97.22244,98.05186
,,14.893,98.87811,97.21617,98.04714
,,14.883,98.87683,97.21024,98.04353
,,14.873,98.8738,97.20394,98.03887
,,14.863,98.87044,97.19798,98.03421
,,14.853,98.86727,97.19201,98.02964
,,14.843,98.86392,97.18567,98.02479
,,14.833,98.86166,97.17967,98.02066
,,14.823,98.85835,97.17366,98.016
,,14.813,98.85635,97.16728,98.01182
,,14.803,98.85392,97.16124,98.00758
,,14.793,98.85319,97.15519,98.00419
,,14.783,98.84982,97.14914,97.99948
,,14.773,98.84724,97.14271,97.99497
,,14.763,98.84618,97.13662,97.9914
,,14.753,98.84256,97.13053,97.98654
,,14.743,98.84038,97.12443,97.9824
,,14.733,98.83741,97.11795,97.97768
,,14.723,98.83403,97.11183,97.97293
,,14.713,98.83145,97.10569,97.96857
,,14.703,98.82822,97.09955,97.96389
,,14.693,98.82629,97.09339,97.95984
,,14.683,98.82349,97.08686,97.95518
,,14.673,98.81969,97.08069,97.95019
,,14.663,98.81629,97.07451,97.9454
,,14.653,98.81428,97.06832,97.9413
,,14.643,98.81055,97.06212,97.93633
,,14.633,98.80906,97.05591,97.93249
,,14.623,98.80497,97.04933,97.92715
,,14.613,98.80128,97.0431,97.92219
,,14.603,98.79843,97.03687,97.91765
,,14.593,98.79576,97.03063,97.91319
,,14.583,98.7931,97.02438,97.90874
,,14.573,98.78884,97.01813,97.90348
,,14.563,98.78578,97.01187,97.89882
,,14.553,98.78273,97.0056,97.89417
,,14.543,98.7786,96.99932,97.88896
,,14.533,98.77605,96.99304,97.88455
,,14.523,98.7738,96.98676,97.88028
,,14.513,98.77013,96.98046,97.8753
,,14.503,98.76633,96.97417,97.87025
,,14.493,98.76286,96.96786,97.86536
,,14.483,98.75906,96.96156,97.86031
,,14.473,98.7558,96.95524,97.85552
,,14.463,98.7527,96.94893,97.85081
,,14.453,98.74841,96.9426,97.84551
,,14.443,98.74521,96.93628,97.84074
,,14.433,98.74197,96.92995,97.83596
,,14.423,98.73736,96.92361,97.83049
,,14.413,98.73459,96.91728,97.82593
,,14.403,98.73139,96.91093,97.82116
,,14.393,98.7294,96.90459,97.81699
,,14.383,98.72473,96.89824,97.81149
,,14.373,98.72044,96.89189,97.80617
,,14.363,98.71754,96.88554,97.80154
,,14.353,98.71325,96.87919,97.79622
,,14.343,98.70939,96.87283,97.79111
,,14.333,98.70702,96.86647,97.78674
,,14.323,98.70246,96.86049,97.78147
,,14.313,98.69836,96.85413,97.77624
,,14.303,98.69511,96.84776,97.77144
,,14.293,98.6918,96.8414,97.7666
,,14.283,98.68784,96.83504,97.76144
,,14.273,98.68464,96.82867,97.75666
,,14.263,98.68054,96.82268,97.75161
,,14.253,98.6766,96.81632,97.74646
,,14.243,98.67147,96.80996,97.74071
,,14.233,98.6683,96.80359,97.73595
,,14.223,98.66413,96.79723,97.73068
,,14.213,98.66018,96.79124,97.72571
,,14.203,98.6562,96.78488,97.72054
,,14.193,98.6541,96.77852,97.71631
,,14.183,98.64902,96.77216,97.71059
,,14.174,98.64355,96.76618,97.70487
,,14.163,98.63809,96.75983,97.69896
,,14.153,98.63433,96.75347,97.6939
,,14.143,98.62939,96.74713,97.68826
,,14.133,98.62712,96.74115,97.68414
,,14.123,98.62304,96.73481,97.67892
,,14.113,98.61743,96.72847,97.67295
,,14.104,98.61339,96.7225,97.66795
,,14.093,98.60775,96.71617,97.66196
,,14.083,98.60259,96.70984,97.65622
,,14.074,98.59894,96.70388,97.65141
,,14.063,98.59523,96.69756,97.64639
,,14.053,98.58957,96.69125,97.64041
,,14.044,98.58378,96.6853,97.63454
,,14.033,98.57838,96.679,97.62869
,,14.023,98.5743,96.67269,97.6235
,,14.014,98.56865,96.66677,97.61771
,,14.003,98.56334,96.66047,97.61191
,,13.993,98.55817,96.65419,97.60618
,,13.983,98.55252,96.64828,97.6004
,,13.973,98.54659,96.642,97.5943
,,13.964,98.54092,96.6361,97.58851
,,13.953,98.53722,96.62984,97.58353
,,13.944,98.53098,96.62396,97.57747
,,13.933,98.52603,96.61771,97.57187
,,13.923,98.52061,96.61147,97.56604
,,13.913,98.51531,96.6056,97.56045
,,13.903,98.51072,96.59938,97.55505
,,13.893,98.50565,96.59353,97.54959
,,13.883,98.49901,96.58732,97.54317
,,13.874,98.49309,96.58148,97.53729
,,13.863,98.48901,96.57529,97.53215
,,13.854,98.48267,96.56947,97.52607
,,13.843,98.47674,96.5633,97.52002
,,13.834,98.47115,96.5575,97.51432
,,13.823,98.46409,96.55134,97.50772
,,13.813,98.45827,96.54556,97.50191
,,13.803,98.45263,96.53942,97.49602
,,13.793,98.44554,96.53366,97.4896
,,13.784,98.43995,96.5279,97.48392
,,13.773,98.43604,96.52179,97.47891
,,13.764,98.43056,96.51606,97.47331
,,13.753,98.42356,96.50998,97.46677
,,13.744,98.41568,96.50426,97.45997
,,13.733,98.40869,96.4982,97.45344
,,13.723,98.40293,96.49251,97.44772
,,13.714,98.39715,96.48682,97.44199
,,13.703,98.39054,96.4808,97.43567
,,13.694,98.38409,96.47514,97.42961
,,13.684,98.3793,96.46949,97.42439
,,13.673,98.37328,96.4635,97.41839
,,13.664,98.36748,96.45788,97.41268
,,13.653,98.35931,96.45191,97.40561
,,13.643,98.35206,96.44631,97.39919
,,13.634,98.34432,96.44073,97.39252
,,13.624,98.33584,96.43515,97.3855
,,13.613,98.32781,96.42924,97.37852
,,13.604,98.31986,96.42369,97.37178
,,13.594,98.31557,96.41816,97.36686
,,13.583,98.3094,96.41229,97.36085
,,13.574,98.30143,96.40678,97.3541
,,13.564,98.29253,96.40129,97.34691
,,13.553,98.28525,96.39547,97.34036
,,13.543,98.27853,96.39,97.33427
,,13.534,98.26923,96.38455,97.32689
,,13.524,98.26347,96.37912,97.32129
,,13.513,98.2559,96.37335,97.31463
,,13.504,98.24874,96.36795,97.30835
,,13.494,98.24339,96.36256,97.30297
,,13.484,98.23718,96.35718,97.29718
