Wavelength,QE
298.5790211199114,0.0964580803639965
303.49546272741395,0.11297591189145828
308.44860809450495,0.13717825531151617
314.4203968018573,0.15988272690477168
318.7319649967714,0.18040849467953635
323.5781700022695,0.2048125041676938
328.11937805175677,0.2328453405137424
325.6466272585968,0.2160369765570116
333.04996522177424,0.2598780164412622
338.22186599744333,0.3034618109689966
335.4993220747558,0.2771338205852294
341.4044013785625,0.33098577788943306
343.77757831221317,0.3561971090547901
348.6386914849186,0.40875876652493526
345.7748454429327,0.38057753771860026
346.79435965300564,0.39282241668876494
352.62988253484224,0.43721010295561213
358.3803796859351,0.478865271879911
355.91458295820763,0.45634272634649453
362.11349473875964,0.5070059130855512
363.20425796536875,0.5242635393841271
368.1665730079788,0.5804656205948442
365.6522049002406,0.5452274281567082
367.21330641574195,0.562337459931983
370.97639517149696,0.605959841263195
372.4321558274741,0.6252625324175519
373.40063677559493,0.6434597831093245
377.9035817915217,0.7053196543799167
375.3262246395836,0.6639590224566985
376.67684997692385,0.6849138004562364
381.7803184341437,0.7306280152781848
383.35928122181656,0.7465718681039201
388.72935571805795,0.7890252836608969
385.7177686794168,0.7646075544203919
393.08701503055113,0.8156533936272661
398.89186024210653,0.8445245223241077
395.2773002969111,0.8271329676617956
405.29844626282335,0.8727536452138329
408.05695714357057,0.8862261042221683
416.09937467506904,0.8984106864398284
424.1440178427669,0.9047418454528113
431.8853563530322,0.9071073334356841
439.95583153834673,0.9071662030461175
448.28506999895154,0.905002744862687
456.72854460284447,0.8983946310915284
464.687717798775,0.895181331522034
472.12625868045654,0.8922476626020988
480.009110832008,0.8889040088952159
488.68378615784326,0.8873733990239453
496.85648853359504,0.8846191422500931
504.92830488652373,0.8811507410353869
512.366482030118,0.8791737032849958
520.4370131751382,0.8790853988693454
528.7661437134534,0.8772057763076478
537.0933076678242,0.8804982695197492
545.3658981183135,0.8793208773110794
552.6013705544995,0.8801303344545398
560.9524729808595,0.8821305632635866
568.8432634406067,0.8808136424327857
577.3594736705899,0.8837655328988074
585.3979121908455,0.8835104312535957
593.1397224583877,0.884635197598393
601.0039008319102,0.8845946132457457
609.2341937148822,0.8836611731348573
617.4504602128243,0.8826175754953546
625.6338191818713,0.8817884951484163
633.3765619416008,0.8804608070403823
641.0312310770724,0.8764362663998387
649.4735198439283,0.8729469040359631
657.8046604258036,0.865780866911378
665.5723824111492,0.860423732361931
673.622236953625,0.8530489757094454
681.1661811629813,0.8442345894927228
689.6672215161639,0.8342267557190305
698.088863041152,0.8216118391975695
705.8269127922437,0.8097222803760926
711.6834994160437,0.7987123252793393
719.5666937454492,0.7856593271114058
727.7887042528228,0.769508984667256
733.6452379692645,0.7586381759224365
739.4470283404839,0.743744164482765
747.5576312133319,0.7245994995806576
751.4942054009331,0.7127836551956217
759.3714489036327,0.6944149195090124
766.5969612960104,0.6745531950018404
769.7709288232418,0.6642505671940834
774.2860739610331,0.6539412719569628
778.2667447782969,0.6383832603696105
783.8064384344979,0.6270786131775119
788.3534318780755,0.6084583367883573
794.7929406651526,0.5922268693626284
799.8954844193237,0.5762404995960243
804.0942150074513,0.5643782730936773
808.9135316301362,0.5450661337302384
815.301092173027,0.5271334328927595
818.5985338219638,0.5127566330304678
823.8700756032159,0.5012333272853307
829.299468936922,0.48073327809146393
833.7942224364056,0.4706101969322669
838.4226274737707,0.4510238570438292
841.944967689238,0.43838994806471654
848.4133855711851,0.4168619952551913
853.9006994756388,0.40373347848539387
858.8057801114255,0.38388848854540136
863.8249169779426,0.37292448836224734
869.1349044578585,0.35648782554008007
872.5320246402938,0.3423169291485665
878.5294271284619,0.3210638244886084
884.1493322533295,0.31006319128798143
888.5910794907953,0.29237614388663236
894.7692280620738,0.2773980330034843
900.2612055167338,0.2633218886516209
906.4867973442714,0.24381655181805895
912.914234160667,0.22789684100708818
920.0864277958627,0.20778261617980232
928.4544514440131,0.1881845151116177
933.0926925681127,0.17479554391444285
940.9017186948864,0.1594739844959664
949.0122315234806,0.14056613598128476
957.0091572929235,0.124395851775159
962.5407664528594,0.11297591189145828
970.1250450615107,0.10085858374389944
978.3608028336848,0.08555248503119361
986.290491538963,0.07355111217691279
994.3419333021832,0.06200196496641652
1002.2100422515215,0.05162396621802878
1010.275193803497,0.04101762473826287
1018.6634193899175,0.03171622628977211
1026.5438381179188,0.025963059815590883
1034.5929255037013,0.020605925266143688
1042.3982268054963,0.015080655541443333
1050.462876119113,0.008878496792232404
1058.7393827133853,0.006651533972221957
1067.0315885426835,0.0032184290390964154
1074.8348440932969,0.0030734849224987038
1082.376051364318,0.001457246526961109
1090.616570508026,5.699079307897037e-05
1099.2703208477435,-0.001411665821497321
