,,Wavelength (µm),"Reflectance, P-Pol. (%)","Reflectance, S-Pol. (%)","Reflectance, Unpol. (%)"
,,19.531,94.99579,97.21948,96.10763
,,19.520,94.9993,97.21981,96.10956
,,19.509,95.00282,97.22021,96.11152
,,19.501,95.00636,97.22055,96.11345
,,19.490,95.0099,97.22105,96.11548
,,19.480,95.01345,97.22162,96.11754
,,19.471,95.01702,97.22208,96.11955
,,19.461,95.02059,97.22275,96.12167
,,19.450,95.02418,97.22347,96.12382
,,19.439,95.02777,97.22426,96.12601
,,19.431,95.03137,97.22488,96.12813
,,19.420,95.03499,97.22576,96.13037
,,19.409,95.03861,97.22669,96.13265
,,19.401,95.04225,97.22743,96.13484
,,19.390,95.04589,97.22845,96.13717
,,19.379,95.04954,97.22953,96.13953
,,19.371,95.0532,97.23037,96.14179
,,19.360,95.05687,97.23153,96.1442
,,19.350,95.06055,97.23275,96.14665
,,19.341,95.06424,97.23369,96.14897
,,19.331,95.06794,97.23498,96.15146
,,19.320,95.07165,97.23633,96.15399
,,19.312,95.07537,97.23736,96.15637
,,19.301,95.0791,97.23878,96.15894
,,19.290,95.08283,97.24025,96.16154
,,19.279,95.08658,97.24175,96.16417
,,19.271,95.09033,97.24291,96.16662
,,19.260,95.09409,97.24449,96.16929
,,19.249,95.09786,97.24611,96.17199
,,19.241,95.10164,97.24735,96.1745
,,19.230,95.10543,97.24904,96.17724
,,19.220,95.10923,97.25077,96.18
,,19.211,95.11304,97.25209,96.18256
,,19.201,95.11685,97.25388,96.18536
,,19.190,95.12067,97.2557,96.18819
,,19.182,95.1245,97.25709,96.1908
,,19.171,95.12834,97.25898,96.19366
,,19.160,95.13219,97.2609,96.19654
,,19.149,95.13605,97.26285,96.19945
,,19.141,95.13991,97.26433,96.20212
,,19.130,95.14378,97.26634,96.20506
,,19.119,95.14766,97.26838,96.20802
,,19.111,95.15155,97.26992,96.21074
,,19.100,95.15544,97.27201,96.21373
,,19.090,95.15935,97.27413,96.21674
,,19.081,95.16326,97.27573,96.21949
,,19.071,95.16718,97.27789,96.22254
,,19.060,95.1711,97.28008,96.22559
,,19.052,95.17504,97.28174,96.22839
,,19.041,95.17898,97.28397,96.23148
,,19.030,95.18293,97.28623,96.23458
,,19.022,95.18689,97.28793,96.23741
,,19.011,95.19085,97.29023,96.24054
,,19.000,95.19482,97.29254,96.24368
,,18.989,95.1988,97.29488,96.24684
,,18.981,95.20278,97.29665,96.24972
,,18.970,95.20678,97.29902,96.2529
,,18.959,95.21078,97.30141,96.25609
,,18.951,95.21478,97.30322,96.259
,,18.940,95.2188,97.30564,96.26222
,,18.930,95.22282,97.30808,96.26545
,,18.921,95.22684,97.30992,96.26838
,,18.911,95.23088,97.31239,96.27163
,,18.900,95.23492,97.31487,96.2749
,,18.892,95.23897,97.31674,96.27786
,,18.881,95.24302,97.31925,96.28114
,,18.870,95.24708,97.32177,96.28443
,,18.862,95.25115,97.32367,96.28741
,,18.851,95.25522,97.32621,96.29072
,,18.840,95.2593,97.32877,96.29404
,,18.832,95.26339,97.33069,96.29704
,,18.821,95.26748,97.33326,96.30037
,,18.810,95.27158,97.33584,96.30371
,,18.799,95.27569,97.33844,96.30706
,,18.791,95.2798,97.34039,96.31009
,,18.780,95.28392,97.34299,96.31345
,,18.770,95.28804,97.3456,96.31682
,,18.761,95.29217,97.34757,96.31987
,,18.751,95.29631,97.35019,96.32325
,,18.740,95.30045,97.35282,96.32663
,,18.732,95.30459,97.3548,96.3297
,,18.721,95.30875,97.35744,96.33309
,,18.710,95.31291,97.36008,96.33649
,,18.702,95.31707,97.36206,96.33957
,,18.691,95.32124,97.36471,96.34297
,,18.680,95.32542,97.36736,96.34639
,,18.672,95.3296,97.36935,96.34947
,,18.661,95.33378,97.372,96.35289
,,18.650,95.33798,97.37466,96.35632
,,18.642,95.34217,97.37665,96.35941
,,18.631,95.34637,97.3793,96.36284
,,18.620,95.35058,97.38195,96.36627
,,18.612,95.3548,97.38394,96.36937
,,18.601,95.35901,97.38659,96.3728
,,18.590,95.36324,97.38924,96.37624
,,18.580,95.36747,97.39189,96.37968
,,18.571,95.3717,97.39387,96.38279
,,18.561,95.37594,97.39651,96.38622
,,18.550,95.38018,97.39915,96.38966
,,18.542,95.38443,97.40112,96.39278
,,18.531,95.38868,97.40375,96.39622
,,18.520,95.39294,97.40637,96.39966
,,18.512,95.3972,97.40834,96.40277
,,18.501,95.40147,97.41095,96.40621
,,18.490,95.40574,97.41355,96.40965
,,18.482,95.41001,97.4155,96.41276
,,18.471,95.41429,97.4181,96.41619
,,18.460,95.41858,97.42068,96.41963
,,18.452,95.42287,97.42261,96.42274
,,18.441,95.42716,97.42518,96.42617
,,18.430,95.43146,97.42774,96.4296
,,18.422,95.43576,97.42965,96.43271
,,18.411,95.44007,97.4322,96.43613
,,18.400,95.44438,97.43473,96.43955
,,18.392,95.44869,97.43662,96.44266
,,18.381,95.45301,97.43913,96.44607
,,18.370,95.45733,97.44163,96.44948
,,18.360,95.46166,97.44412,96.45289
,,18.351,95.46599,97.44598,96.45598
,,18.341,95.47033,97.44844,96.45938
,,18.330,95.47466,97.45089,96.46278
,,18.322,95.47901,97.45272,96.46587
,,18.311,95.48335,97.45515,96.46925
,,18.300,95.4877,97.45757,96.47263
,,18.292,95.49205,97.45937,96.47571
,,18.281,95.49641,97.46175,96.47908
,,18.270,95.50077,97.46413,96.48245
,,18.262,95.50513,97.46589,96.48551
,,18.251,95.5095,97.46824,96.48887
,,18.240,95.51387,97.47057,96.49222
,,18.232,95.51825,97.4723,96.49527
,,18.221,95.52262,97.4746,96.49861
,,18.210,95.527,97.47688,96.50194
,,18.202,95.53139,97.47858,96.50498
,,18.191,95.53577,97.48082,96.5083
,,18.180,95.54016,97.48305,96.51161
,,18.172,95.54456,97.48471,96.51464
,,18.161,95.54895,97.48691,96.51793
,,18.150,95.55335,97.48909,96.52122
,,18.142,95.55775,97.49071,96.52423
,,18.131,95.56216,97.49285,96.5275
,,18.120,95.56657,97.49497,96.53077
,,18.112,95.57098,97.49655,96.53376
,,18.101,95.57539,97.49863,96.53701
,,18.091,95.57981,97.5007,96.54025
,,18.082,95.58423,97.50223,96.54323
,,18.072,95.58865,97.50426,96.54645
,,18.061,95.59307,97.50626,96.54967
,,18.050,95.5975,97.50825,96.55287
,,18.042,95.60193,97.50972,96.55582
,,18.031,95.60636,97.51166,96.55901
,,18.020,95.61079,97.51358,96.56219
,,18.012,95.61523,97.515,96.56512
,,18.001,95.61967,97.51688,96.56827
,,17.990,95.62411,97.51873,96.57142
,,17.982,95.62855,97.52011,96.57433
,,17.971,95.633,97.52192,96.57746
,,17.960,95.63745,97.52371,96.58058
,,17.952,95.6419,97.52503,96.58346
,,17.941,95.64635,97.52677,96.58656
,,17.930,95.6508,97.52849,96.58965
,,17.922,95.65526,97.52976,96.59251
,,17.911,95.65972,97.53143,96.59558
,,17.900,95.66418,97.53308,96.59863
,,17.892,95.66864,97.5343,96.60147
,,17.881,95.6731,97.5359,96.6045
,,17.870,95.67757,97.53747,96.60752
,,17.862,95.68204,97.53864,96.61034
,,17.851,95.68651,97.54016,96.61333
,,17.840,95.69098,97.54166,96.61632
,,17.832,95.69545,97.54277,96.61911
,,17.821,95.69992,97.54422,96.62207
,,17.810,95.7044,97.54564,96.62502
,,17.802,95.70887,97.54669,96.62778
,,17.791,95.71335,97.54806,96.63071
,,17.780,95.71783,97.54941,96.63362
,,17.772,95.72231,97.5504,96.63636
,,17.761,95.7268,97.5517,96.63925
,,17.751,95.73128,97.55296,96.64212
,,17.742,95.73577,97.55389,96.64483
,,17.731,95.74025,97.55511,96.64768
,,17.721,95.74474,97.55629,96.65052
,,17.712,95.74923,97.55716,96.6532
,,17.702,95.75372,97.5583,96.65601
,,17.691,95.75821,97.5594,96.65881
,,17.682,95.7627,97.56021,96.66146
,,17.672,95.7672,97.56126,96.66423
,,17.661,95.77169,97.56228,96.66699
,,17.653,95.77619,97.56303,96.66961
,,17.642,95.78068,97.56399,96.67234
,,17.631,95.78518,97.56493,96.67505
,,17.623,95.78968,97.56561,96.67764
,,17.612,95.79418,97.56649,96.68033
,,17.601,95.79867,97.56735,96.68301
,,17.593,95.80317,97.56796,96.68557
,,17.582,95.80768,97.56876,96.68822
,,17.571,95.81218,97.56952,96.69085
,,17.563,95.81668,97.57008,96.69338
,,17.552,95.82118,97.57079,96.69598
,,17.541,95.82568,97.57146,96.69857
,,17.533,95.83019,97.57195,96.70107
,,17.522,95.83469,97.57257,96.70363
,,17.511,95.8392,97.57316,96.70618
,,17.500,95.8437,97.57372,96.70871
,,17.492,95.84821,97.57411,96.71116
,,17.481,95.85271,97.57461,96.71366
,,17.470,95.85722,97.57508,96.71615
,,17.462,95.86172,97.57541,96.71857
,,17.451,95.86623,97.57582,96.72102
,,17.440,95.87074,97.5762,96.72347
,,17.432,95.87524,97.57646,96.72585
,,17.421,95.87975,97.57678,96.72826
,,17.410,95.88426,97.57706,96.73066
,,17.402,95.88876,97.57726,96.73301
,,17.391,95.89327,97.57748,96.73538
,,17.380,95.89778,97.57768,96.73773
,,17.372,95.90228,97.5778,96.74004
,,17.361,95.90679,97.57794,96.74237
,,17.350,95.9113,97.57804,96.74467
,,17.342,95.9158,97.5781,96.74695
,,17.331,95.92031,97.57814,96.74923
,,17.320,95.92482,97.57815,96.75148
,,17.312,95.92932,97.57814,96.75373
,,17.301,95.93383,97.57809,96.75596
,,17.290,95.93833,97.57801,96.75817
,,17.282,95.94284,97.57792,96.76038
,,17.271,95.94734,97.57778,96.76256
,,17.260,95.95184,97.57761,96.76473
,,17.252,95.95635,97.57745,96.7669
,,17.241,95.96085,97.57722,96.76903
,,17.230,95.96535,97.57695,96.77115
,,17.222,95.96985,97.57673,96.77329
,,17.211,95.97435,97.5764,96.77538
,,17.200,95.97886,97.57604,96.77745
,,17.192,95.98335,97.57574,96.77955
,,17.181,95.98785,97.57532,96.78159
,,17.170,95.99235,97.57486,96.78361
,,17.162,95.99685,97.5745,96.78567
,,17.151,96.00135,97.57398,96.78767
,,17.140,96.00584,97.57343,96.78964
,,17.132,96.01034,97.573,96.79167
,,17.121,96.01483,97.57239,96.79361
,,17.110,96.01933,97.57174,96.79553
,,17.102,96.02382,97.57124,96.79753
,,17.091,96.02831,97.57053,96.79942
,,17.080,96.0328,97.5698,96.8013
,,17.072,96.03729,97.56922,96.80325
,,17.061,96.04178,97.56842,96.8051
,,17.050,96.04626,97.56759,96.80693
,,17.042,96.05075,97.56694,96.80885
,,17.031,96.05523,97.56605,96.81064
,,17.020,96.05972,97.56513,96.81242
,,17.012,96.0642,97.56441,96.81431
,,17.001,96.06868,97.56342,96.81605
,,16.990,96.07316,97.5624,96.81778
,,16.982,96.07764,97.56162,96.81963
,,16.971,96.08212,97.56054,96.82133
,,16.960,96.08659,97.55942,96.82301
,,16.952,96.09107,97.55857,96.82482
,,16.941,96.09554,97.55739,96.82647
,,16.930,96.00001,97.55619,96.7781
,,16.922,96.00448,97.55526,96.77987
,,16.911,96.00895,97.554,96.78147
,,16.900,96.01342,97.5527,96.78306
,,16.892,96.01788,97.5517,96.78479
,,16.881,96.02234,97.55034,96.78634
,,16.873,96.02681,97.5493,96.78805
,,16.862,96.03127,97.54788,96.78958
,,16.851,96.03572,97.54643,96.79108
,,16.843,96.04018,97.54532,96.79275
,,16.832,96.04464,97.54381,96.79423
,,16.821,96.04909,97.54227,96.79568
,,16.813,96.05354,97.54109,96.79732
,,16.802,96.05799,97.53949,96.79874
,,16.791,96.06244,97.53786,96.80015
,,16.783,96.06688,97.53661,96.80175
,,16.772,96.07133,97.53492,96.80312
,,16.761,96.07577,97.5332,96.80448
,,16.753,96.08021,97.53188,96.80604
,,16.742,96.08464,97.5301,96.80737
,,16.731,96.08908,97.52828,96.80868
,,16.723,96.09351,97.5269,96.81021
,,16.712,96.09794,97.52503,96.81149
,,16.701,96.00237,97.52312,96.76275
,,16.693,96.0068,97.52167,96.76424
,,16.682,96.01122,97.51971,96.76547
,,16.671,96.01565,97.51772,96.76668
,,16.662,96.02007,97.51601,96.76804
,,16.652,96.02448,97.51408,96.76928
,,16.642,96.0289,97.51223,96.77056
,,16.632,96.03331,97.51024,96.77178
,,16.622,96.03772,97.50833,96.77303
,,16.612,96.04213,97.50639,96.77426
,,16.602,96.04654,97.50431,96.77543
,,16.592,96.05094,97.50232,96.77663
,,16.582,96.05534,97.50019,96.77777
,,16.572,96.05974,97.49814,96.77894
,,16.562,96.06414,97.49606,96.7801
,,16.552,96.06853,97.49384,96.78119
,,16.542,96.07293,97.49171,96.78232
,,16.532,96.07731,97.48955,96.78343
,,16.522,96.0817,97.48725,96.78448
,,16.512,96.08608,97.48504,96.78556
,,16.502,96.09046,97.4828,96.78663
,,16.492,96.09484,97.48053,96.78769
,,16.482,96.09922,97.47812,96.78867
,,16.472,96.00359,97.4758,96.73969
,,16.462,96.00796,97.47345,96.74071
,,16.452,96.01233,97.47108,96.7417
,,16.442,96.01669,97.46868,96.74269
,,16.432,96.02105,97.46612,96.74359
,,16.422,96.02541,97.46367,96.74454
,,16.412,96.02977,97.46119,96.74548
,,16.402,96.03412,97.45869,96.7464
,,16.392,96.03847,97.45615,96.74731
,,16.382,96.04282,97.4536,96.74821
,,16.372,96.04716,97.45101,96.74909
,,16.362,96.05151,97.4484,96.74996
,,16.352,96.05584,97.44577,96.75081
,,16.342,96.06018,97.44311,96.75164
,,16.332,96.06451,97.44028,96.7524
,,16.322,96.06884,97.43757,96.7532
,,16.312,96.07317,97.43483,96.754
,,16.302,96.07749,97.43206,96.75478
,,16.292,96.08181,97.42942,96.75562
,,16.282,96.08612,97.42661,96.75637
,,16.272,96.09044,97.42377,96.7571
,,16.262,96.09475,97.42091,96.75783
,,16.252,96.09905,97.41802,96.75854
,,16.242,96.00336,97.4151,96.70923
,,16.232,96.00766,97.41216,96.70991
,,16.222,96.01195,97.4092,96.71058
,,16.212,96.01625,97.40621,96.71123
,,16.202,96.02054,97.4032,96.71187
,,16.192,96.02483,97.40032,96.71257
,,16.182,96.02911,97.39726,96.71318
,,16.172,96.03339,97.39417,96.71378
,,16.162,96.03767,97.39106,96.71436
,,16.152,96.04194,97.38792,96.71493
,,16.142,96.04621,97.38493,96.71557
,,16.132,96.05048,97.38175,96.71611
,,16.122,96.05474,97.37854,96.71664
,,16.112,96.059,97.37531,96.71716
,,16.102,96.06325,97.37223,96.71774
,,16.092,96.06751,97.36896,96.71823
,,16.082,96.07176,97.36566,96.71871
,,16.072,96.076,97.36233,96.71917
,,16.062,96.08025,97.35916,96.71971
,,16.052,96.0845,97.35579,96.72015
,,16.042,96.08874,97.35258,96.72066
,,16.032,96.09299,97.34917,96.72108
,,16.022,96.09722,97.34573,96.72148
,,16.012,96.00147,97.34245,96.67196
,,16.002,96.00578,97.33897,96.67238
,,15.992,96.04018,97.33547,96.68782
,,15.982,96.07269,97.33213,96.70241
,,15.972,96.10692,97.32858,96.71775
,,15.962,96.13927,97.3252,96.73223
,,15.952,96.17332,97.3216,96.74746
,,15.942,96.2055,97.31818,96.76184
,,15.932,96.23938,97.31455,96.77696
,,15.922,96.27138,97.31108,96.79123
,,15.912,96.30507,97.30741,96.80624
,,15.902,96.3369,97.3039,96.8204
,,15.892,96.37039,97.30018,96.83529
,,15.882,96.40204,97.29664,96.84934
,,15.872,96.43533,97.29288,96.86411
,,15.862,96.46679,97.2893,96.87804
,,15.853,96.49814,97.28569,96.89192
,,15.842,96.53114,97.28187,96.9065
,,15.832,96.5623,97.27823,96.92026
,,15.822,96.59508,97.27437,96.93472
,,15.812,96.62603,97.27069,96.94836
,,15.802,96.65689,97.267,96.96194
,,15.792,96.68935,97.26307,96.97621
,,15.782,96.71999,97.25934,96.98967
,,15.772,96.75053,97.25559,97.00306
,,15.762,96.78265,97.25161,97.01713
,,15.752,96.81297,97.24782,97.0304
,,15.742,96.84318,97.24402,97.0436
,,15.733,96.87328,97.2402,97.05674
,,15.722,96.90494,97.23614,97.07054
,,15.712,96.93481,97.23228,97.08355
,,15.702,96.96457,97.22841,97.09649
,,15.693,96.99422,97.22452,97.10937
,,15.682,97.02538,97.22039,97.12289
,,15.672,97.05479,97.21646,97.13563
,,15.662,97.08408,97.21252,97.1483
,,15.652,97.11325,97.20856,97.16091
,,15.643,97.1423,97.20458,97.17344
,,15.633,97.17123,97.20059,97.18591
,,15.622,97.20164,97.19636,97.199
,,15.612,97.23031,97.19234,97.21133
,,15.602,97.25887,97.1883,97.22358
,,15.592,97.28729,97.18424,97.23577
,,15.582,97.31559,97.18017,97.24788
,,15.573,97.34376,97.17608,97.25992
,,15.563,97.37181,97.17198,97.27189
,,15.553,97.39972,97.16787,97.28379
,,15.543,97.4275,97.16373,97.29562
,,15.533,97.45515,97.15959,97.30737
,,15.523,97.48267,97.15543,97.31905
,,15.513,97.51005,97.15125,97.33065
,,15.503,97.53729,97.14706,97.34218
,,15.493,97.5644,97.14286,97.35363
,,15.483,97.59138,97.13864,97.36501
,,15.473,97.61821,97.13441,97.37631
,,15.463,97.64491,97.13017,97.38754
,,15.453,97.67146,97.12591,97.39869
,,15.443,97.69788,97.12164,97.40976
,,15.433,97.72415,97.11735,97.42075
,,15.423,97.75027,97.11306,97.43167
,,15.413,97.77626,97.10875,97.4425
,,15.402,97.80209,97.10442,97.45326
,,15.392,97.82779,97.10009,97.46394
,,15.382,97.85333,97.09574,97.47453
,,15.373,97.87732,97.09162,97.48447
,,15.363,97.90257,97.08725,97.49491
,,15.353,97.92768,97.08287,97.50527
,,15.343,97.95263,97.07847,97.51555
,,15.332,97.97744,97.07406,97.52575
,,15.322,98.00209,97.06964,97.53587
,,15.313,98.02523,97.06546,97.54534
,,15.303,98.04958,97.06102,97.5553
,,15.293,98.07377,97.05657,97.56517
,,15.282,98.09781,97.05211,97.57496
,,15.273,98.12037,97.04788,97.58413
,,15.263,98.1441,97.0434,97.59375
,,15.253,98.16767,97.03891,97.60329
,,15.242,98.19109,97.03441,97.61275
,,15.233,98.21305,97.03014,97.6216
,,15.223,98.23615,97.02562,97.63089
,,15.213,98.25909,97.02109,97.64009
,,15.202,98.28187,97.01655,97.64921
,,15.193,98.30323,97.01225,97.65774
,,15.183,98.32568,97.00769,97.66669
,,15.172,98.34797,97.00313,97.67555
,,15.163,98.36887,96.99881,97.68384
,,15.153,98.39084,96.99422,97.69253
,,15.143,98.41143,96.98988,97.70066
,,15.133,98.43307,96.98528,97.70918
,,15.123,98.45455,96.98068,97.71761
,,15.113,98.47467,96.97632,97.72549
,,15.103,98.49581,96.97169,97.73375
,,15.093,98.51562,96.96732,97.74147
,,15.083,98.53642,96.96268,97.74955
,,15.072,98.55706,96.95804,97.75755
,,15.063,98.57639,96.95364,97.76501
,,15.053,98.59668,96.94898,97.77283
,,15.043,98.61569,96.94458,97.78013
,,15.033,98.63564,96.93991,97.78778
,,15.023,98.65433,96.93549,97.79491
,,15.013,98.67394,96.93081,97.80237
,,15.003,98.6923,96.92638,97.80934
,,14.993,98.71157,96.92169,97.81663
,,14.983,98.7296,96.91725,97.82342
,,14.973,98.74852,96.91254,97.83053
,,14.963,98.76622,96.90809,97.83716
,,14.953,98.78376,96.90364,97.8437
,,14.943,98.80215,96.89892,97.85054
,,14.933,98.81936,96.89446,97.85691
,,14.923,98.8374,96.88973,97.86357
,,14.913,98.85427,96.88527,97.86977
,,14.903,98.87098,96.88079,97.87589
,,14.893,98.88849,96.87605,97.88227
,,14.883,98.90486,96.87158,97.88822
,,14.873,98.92201,96.86683,97.89442
,,14.863,98.93804,96.86234,97.90019
,,14.853,98.9539,96.85786,97.90588
,,14.843,98.97052,96.8531,97.91181
,,14.833,98.98603,96.84861,97.91732
,,14.823,99.00139,96.84411,97.92275
,,14.813,99.01746,96.83935,97.9284
,,14.803,99.03246,96.83485,97.93366
,,14.793,99.0473,96.83035,97.93882
,,14.783,99.06196,96.82585,97.94391
,,14.773,99.0773,96.82108,97.94919
,,14.763,99.09162,96.81658,97.9541
,,14.753,99.10577,96.81207,97.95892
,,14.743,99.11974,96.80756,97.96365
,,14.733,99.13435,96.80279,97.96857
,,14.723,99.14797,96.79828,97.97313
,,14.713,99.16142,96.79377,97.9776
,,14.703,99.17469,96.78927,97.98198
,,14.693,99.1878,96.78476,97.98628
,,14.683,99.20148,96.77998,97.99073
,,14.673,99.21423,96.77548,97.99485
,,14.663,99.2268,96.77097,97.99888
,,14.653,99.2392,96.76646,98.00283
,,14.643,99.25142,96.76196,98.00669
,,14.633,99.26347,96.75745,98.01046
,,14.623,99.27604,96.75268,98.01436
,,14.613,99.28772,96.74818,98.01795
,,14.603,99.29923,96.74368,98.02146
,,14.593,99.31057,96.73918,98.02487
,,14.583,99.32172,96.73469,98.02821
,,14.573,99.33271,96.73019,98.03145
,,14.563,99.34351,96.7257,98.0346
,,14.553,99.35414,96.72121,98.03767
,,14.543,99.36459,96.71672,98.04065
,,14.533,99.37486,96.71224,98.04355
,,14.523,99.38495,96.70776,98.04635
,,14.513,99.39486,96.70328,98.04907
,,14.503,99.4046,96.6988,98.0517
,,14.493,99.41416,96.69433,98.05424
,,14.483,99.42353,96.68987,98.0567
,,14.473,99.43273,96.6854,98.05907
,,14.463,99.44175,96.68094,98.06135
,,14.453,99.45059,96.67649,98.06354
,,14.443,99.45925,96.67204,98.06564
,,14.433,99.46773,96.66759,98.06766
,,14.423,99.47603,96.66315,98.06959
,,14.413,99.48414,96.65872,98.07143
,,14.403,99.49208,96.65428,98.07318
,,14.393,99.49984,96.64986,98.07485
,,14.383,99.50741,96.64544,98.07643
,,14.373,99.51481,96.64102,98.07792
,,14.363,99.52202,96.63662,98.07932
,,14.353,99.52905,96.63221,98.08063
,,14.343,99.5359,96.62782,98.08186
,,14.333,99.54257,96.62343,98.083
,,14.323,99.54868,96.6193,98.08399
,,14.313,99.555,96.61492,98.08496
,,14.303,99.56113,96.61055,98.08584
,,14.293,99.56708,96.60619,98.08664
,,14.283,99.57285,96.60183,98.08734
,,14.273,99.57843,96.59749,98.08796
,,14.263,99.58352,96.5934,98.08846
,,14.253,99.58876,96.58907,98.08891
,,14.243,99.59381,96.58474,98.08927
,,14.233,99.59867,96.58043,98.08955
,,14.223,99.60336,96.57612,98.08974
,,14.213,99.6076,96.57207,98.08983
,,14.203,99.61193,96.56778,98.08985
,,14.193,99.61607,96.56349,98.08978
,,14.183,99.62004,96.55922,98.08963
,,14.174,99.6236,96.55521,98.0894
,,14.163,99.62721,96.55095,98.08908
,,14.153,99.63063,96.5467,98.08867
,,14.143,99.63387,96.54247,98.08817
,,14.133,99.63676,96.53849,98.08762
,,14.123,99.63964,96.53427,98.08696
,,14.113,99.64235,96.53007,98.08621
,,14.104,99.64473,96.52612,98.08542
,,14.093,99.64707,96.52193,98.0845
,,14.083,99.64924,96.51775,98.0835
,,14.074,99.65111,96.51383,98.08247
,,14.063,99.65292,96.50968,98.0813
,,14.053,99.65455,96.50554,98.08004
,,14.044,99.65592,96.50165,98.07878
,,14.033,99.65719,96.49753,98.07736
,,14.023,99.65828,96.49342,98.07585
,,14.014,99.65914,96.48957,98.07435
,,14.003,99.65988,96.48548,98.07268
,,13.993,99.66043,96.48141,98.07092
,,13.983,99.66079,96.47759,98.06919
,,13.973,99.66099,96.47354,98.06726
,,13.964,99.66101,96.46974,98.06538
,,13.953,99.66086,96.46572,98.06329
,,13.944,99.66055,96.46195,98.06125
,,13.933,99.66004,96.45795,98.059
,,13.923,99.65936,96.45397,98.05666
,,13.913,99.65855,96.45023,98.05439
,,13.903,99.65751,96.44627,98.05189
,,13.893,99.65636,96.44256,98.04946
,,13.883,99.65497,96.43864,98.0468
,,13.874,99.6535,96.43495,98.04422
,,13.863,99.65176,96.43105,98.0414
,,13.854,99.64995,96.42739,98.03867
,,13.843,99.64786,96.42352,98.03569
,,13.834,99.64573,96.41989,98.03281
,,13.823,99.64329,96.41605,98.02967
,,13.813,99.64082,96.41245,98.02664
,,13.803,99.63803,96.40864,98.02334
,,13.793,99.63524,96.40506,98.02015
,,13.784,99.63229,96.40151,98.0169
,,13.773,99.62899,96.39774,98.01336
,,13.764,99.62571,96.39421,98.00996
,,13.753,99.62206,96.39048,98.00627
,,13.744,99.61846,96.38698,98.00272
,,13.733,99.61446,96.38328,97.99887
,,13.723,99.61053,96.37981,97.99517
,,13.714,99.60645,96.37636,97.9914
,,13.703,99.60193,96.3727,97.98732
,,13.694,99.59753,96.36928,97.9834
,,13.684,99.59296,96.36588,97.97942
,,13.673,99.58794,96.36228,97.97511
,,13.664,99.58305,96.3589,97.97098
,,13.653,99.57769,96.35534,97.96651
,,13.643,99.57248,96.352,97.96224
,,13.634,99.56712,96.34867,97.9579
,,13.624,99.5616,96.34537,97.95348
,,13.613,99.55557,96.34187,97.94872
,,13.604,99.54973,96.3386,97.94416
,,13.594,99.54374,96.33534,97.93954
,,13.583,99.5372,96.3319,97.93455
,,13.574,99.53089,96.32868,97.92979
,,13.564,99.52443,96.32548,97.92495
,,13.553,99.51739,96.32209,97.91974
,,13.543,99.51061,96.31893,97.91477
,,13.534,99.50368,96.31578,97.90973
,,13.524,99.4966,96.31265,97.90462
,,13.513,99.48891,96.30934,97.89912
,,13.504,99.48151,96.30624,97.89388
,,13.494,99.47396,96.30317,97.88856
,,13.484,99.46626,96.30011,97.88319
