,,Wavelength (µm),"Reflectance, P-Pol. (%)","Reflectance, S-Pol. (%)","Reflectance, Unpol. (%)"
,,18.561,92.3996413792,97.1697432812,94.7846923302
,,18.550,92.4026860275,97.1696646596,94.7861753435
,,18.542,92.4057417791,97.1695859449,94.787663862
,,18.531,92.4088086969,97.1695071299,94.7891579134
,,18.520,92.4118868444,97.169428204,94.7906575242
,,18.512,92.4149762857,97.1693491573,94.7921627215
,,18.501,92.4180770857,97.1692699898,94.7936735377
,,18.490,92.4211893096,97.1691906851,94.7951899973
,,18.482,92.4243130236,97.1691112341,94.7967121288
,,18.471,92.4274482943,97.1690316435,94.7982399689
,,18.460,92.4305951892,97.1689518916,94.7997735404
,,18.452,92.4337537763,97.1688719702,94.8013128733
,,18.441,92.4369241244,97.1687918921,94.8028580082
,,18.430,92.4401063029,97.1687116307,94.8044089668
,,18.422,92.4433003819,97.1686311787,94.8059657803
,,18.411,92.4465064323,97.1685505544,94.8075284934
,,18.400,92.4497245258,97.1684697272,94.8090971265
,,18.392,92.4529547346,97.1683886903,94.8106717124
,,18.381,92.4561971317,97.1683074672,94.8122522995
,,18.370,92.4594517911,97.1682260235,94.8138389073
,,18.360,92.4627187872,97.1681443533,94.8154315703
,,18.351,92.4659981954,97.168062451,94.8170303232
,,18.341,92.4692900918,97.167980346,94.8186352189
,,18.330,92.4725945534,97.1678979996,94.8202462765
,,18.322,92.4759116579,97.1678154071,94.8218635325
,,18.311,92.4792414837,97.1677326015,94.8234870426
,,18.300,92.4825841103,97.1676495417,94.825116826
,,18.292,92.4859396178,97.1675662237,94.8267529208
,,18.281,92.4893080873,97.1674826838,94.8283953855
,,18.270,92.4926896005,97.167398879,94.8300442398
,,18.262,92.4960842404,97.1673148057,94.831699523
,,18.251,92.4994920905,97.1672305031,94.8333612968
,,18.240,92.5029132352,97.1671459267,94.835029581
,,18.232,92.5063477602,97.1670610737,94.8367044169
,,18.221,92.5097957516,97.1669759854,94.8383858685
,,18.210,92.5132572967,97.1668906163,94.8400739565
,,18.202,92.5167324838,97.1668049643,94.841768724
,,18.191,92.520221402,97.1667190724,94.8434702372
,,18.180,92.5237241414,97.1666328945,94.8451785179
,,18.172,92.527240793,97.1665464293,94.8468936112
,,18.161,92.5307714491,97.1664597211,94.8486155851
,,18.150,92.5343162026,97.1663727235,94.8503444631
,,18.142,92.5378751477,97.166285436,94.8520802918
,,18.131,92.5414483795,97.1661979035,94.8538231415
,,18.120,92.5450359942,97.1661100802,94.8555730372
,,18.112,92.548638089,97.1660219661,94.8573300276
,,18.101,92.5522547624,97.1659336065,94.8590941844
,,18.091,92.5558861135,97.1658449563,94.8608655349
,,18.082,92.5595322431,97.1657560161,94.8626441296
,,18.072,92.5631932527,97.1656668312,94.864430042
,,18.061,92.5668692452,97.1655773576,94.8662233014
,,18.050,92.5705603243,97.1654875966,94.8680239605
,,18.042,92.5742665953,97.1653975495,94.8698320724
,,18.031,92.5779881644,97.1653072607,94.8716477126
,,18.020,92.5817251391,97.1652166887,94.8734709139
,,18.012,92.585477628,97.1651258354,94.8753017317
,,18.001,92.5892457413,97.1650347441,94.8771402427
,,17.990,92.5930295899,97.1649433754,94.8789864826
,,17.982,92.5968292863,97.1648517318,94.8808405091
,,17.971,92.6006449444,97.1647598552,94.8827023998
,,17.960,92.6044766792,97.1646677085,94.8845721939
,,17.952,92.6083246069,97.164575295,94.886449951
,,17.941,92.6121888454,97.1644826545,94.88833575
,,17.930,92.6160695138,97.1643897529,94.8902296333
,,17.922,92.6199667324,97.1642965939,94.8921316632
,,17.911,92.6238806232,97.1642032152,94.8940419192
,,17.900,92.6278113094,97.1641095859,94.8959604477
,,17.892,92.6317589158,97.1640157103,94.8978873131
,,17.881,92.6357235686,97.1639216232,94.8998225959
,,17.870,92.6397053954,97.1638272975,94.9017663465
,,17.862,92.6437045255,97.163732738,94.9037186317
,,17.851,92.6477210895,97.1636379764,94.905679533
,,17.840,92.6517552198,97.1635429897,94.9076491047
,,17.832,92.6558070501,97.163447783,94.9096274166
,,17.821,92.659876716,97.1633523848,94.9116145504
,,17.810,92.6639643545,97.1632567762,94.9136105654
,,17.802,92.6680701043,97.163160963,94.9156155336
,,17.791,92.6721941058,97.1630649698,94.9176295378
,,17.780,92.6763365011,97.1629687824,94.9196526417
,,17.772,92.680497434,97.162872407,94.9216849205
,,17.761,92.68467705,97.1627758642,94.9237264571
,,17.751,92.6888754964,97.1626791448,94.9257773206
,,17.742,92.6930929225,97.1625822553,94.9278375889
,,17.731,92.697329479,97.162485212,94.9299073455
,,17.721,92.701585319,97.1623880108,94.9319866649
,,17.712,92.7058605969,97.1622906589,94.9340756279
,,17.702,92.7101554695,97.1621931678,94.9361743186
,,17.691,92.7144700953,97.1620955388,94.938282817
,,17.682,92.7188046348,97.1619977795,94.9404012072
,,17.672,92.7231592506,97.1618998966,94.9425295736
,,17.661,92.7275341071,97.1618018971,94.9446680021
,,17.653,92.731929371,97.1617037891,94.94681658
,,17.642,92.736345211,97.1616055738,94.9489753924
,,17.631,92.740781798,97.1615072644,94.9511445312
,,17.623,92.745239305,97.1614088695,94.9533240873
,,17.612,92.7497179072,97.1613103846,94.9555141459
,,17.601,92.7542177821,97.1612118293,94.9577148057
,,17.593,92.7587391092,97.1611132125,94.9599261609
,,17.582,92.7632820708,97.1610145239,94.9621482973
,,17.571,92.767846851,97.1609157897,94.9643813204
,,17.563,92.7724336368,97.1608170191,94.9666253279
,,17.552,92.7770426171,97.1607181958,94.9688804064
,,17.541,92.7816739836,97.1606193528,94.9711466682
,,17.533,92.7863279304,97.1605204998,94.9734242151
,,17.522,92.7910046542,97.1604216138,94.975713134
,,17.511,92.7957043541,97.160322735,94.9780135446
,,17.500,92.8004272321,97.1602238736,94.9803255528
,,17.492,92.8051734925,97.1601250396,94.9826492661
,,17.481,92.8099433427,97.1600262011,94.9849847719
,,17.470,92.8147369925,97.1599274082,94.9873322004
,,17.462,92.8195546547,97.1598286715,94.9896916631
,,17.451,92.8243965449,97.1597299521,94.9920632485
,,17.440,92.8292628816,97.1596313075,94.9944470946
,,17.432,92.8341538861,97.1595327488,94.9968433175
,,17.421,92.8390697829,97.1594342298,94.9992520063
,,17.410,92.8440107993,97.159335816,95.0016733076
,,17.402,92.8489771658,97.1592375187,95.0041073422
,,17.391,92.8539691161,97.1591392842,95.0065542002
,,17.380,92.858986887,97.1590411861,95.0090140366
,,17.372,92.8640307185,97.158943236,95.0114869772
,,17.361,92.8691008539,97.1588453727,95.0139731133
,,17.350,92.8741975401,97.1587476779,95.016472609
,,17.342,92.879321027,97.1586501634,95.0189855952
,,17.331,92.8844715682,97.1585527602,95.0215121642
,,17.320,92.8896494209,97.1584555585,95.0240524897
,,17.312,92.8948548457,97.1583585704,95.026606708
,,17.301,92.900088107,97.1582617188,95.0291749129
,,17.290,92.9053494728,97.1581651024,95.0317572876
,,17.282,92.9106392149,97.1580687336,95.0343539743
,,17.271,92.9159576091,97.1579725274,95.0369650682
,,17.260,92.9213049348,97.1578765907,95.0395907628
,,17.252,92.9266814757,97.1577809366,95.0422312061
,,17.241,92.9320875193,97.1576854714,95.0448864953
,,17.230,92.9375233574,97.1575903112,95.0475568343
,,17.222,92.9429892859,97.157495469,95.0502423775
,,17.211,92.948485605,97.1574008429,95.0529432239
,,17.200,92.9540126193,97.1573065577,95.0556595885
,,17.192,92.9595706377,97.1572126269,95.0583916323
,,17.181,92.9651599736,97.1571189398,95.0611394567
,,17.170,92.9707809452,97.1570256304,95.0639032878
,,17.162,92.9764338752,97.1569327124,95.0666832938
,,17.151,92.982119091,97.1568400662,95.0694795786
,,17.140,92.9878369249,97.1567478351,95.07229238
,,17.132,92.9935877143,97.156656033,95.0751218737
,,17.121,92.9993718014,97.1565645315,95.0779681664
,,17.110,93.0051895336,97.1564734832,95.0808315084
,,17.102,93.0110412634,97.1563829021,95.0837120828
,,17.091,93.0169273489,97.1562926507,95.0866099998
,,17.080,93.0228481532,97.1562028913,95.0895255222
,,17.072,93.0288040452,97.1561136379,95.0924588416
,,17.061,93.0347953994,97.156024744,95.0954100717
,,17.050,93.040822596,97.1559363812,95.0983794886
,,17.042,93.0468860208,97.1558485639,95.1013672924
,,17.031,93.0529860658,97.1557611362,95.104373601
,,17.020,93.0591231292,97.1556742795,95.1073987043
,,17.012,93.0652976148,97.1555880082,95.1104428115
,,17.001,93.0715099334,97.1555021571,95.1135060452
,,16.990,93.0777605026,97.1554169173,95.11658871
,,16.982,93.0840497446,97.1553323035,95.119691024
,,16.971,93.0903484471,97.1552481408,95.1227982939
,,16.960,93.0966565541,97.1551646302,95.1259105921
,,16.952,93.1029739718,97.1550817866,95.1290278792
,,16.941,93.1093006064,97.1549994255,95.1321500159
,,16.930,93.1156364009,97.1549177577,95.1352770793
,,16.922,93.1219812611,97.1548367984,95.1384090298
,,16.911,93.1283350931,97.1547563534,95.1415457233
,,16.900,93.1346978389,97.1546766435,95.1446872412
,,16.892,93.1410694043,97.1545976838,95.147833544
,,16.881,93.1474496949,97.1545192706,95.1509844827
,,16.873,93.1538386519,97.1544416346,95.1541401432
,,16.862,93.160236181,97.1543645656,95.1573003733
,,16.851,93.1666422227,97.1542883008,95.1604652617
,,16.843,93.1730566824,97.1542128558,95.1636347691
,,16.832,93.1794794658,97.1541380104,95.1668087381
,,16.821,93.1859105123,97.1540640121,95.1699872622
,,16.813,93.1923497273,97.1539908763,95.1731703018
,,16.802,93.1987970162,97.1539183731,95.1763576947
,,16.791,93.2052523178,97.15384676,95.1795495389
,,16.783,93.2117155372,97.1537760527,95.1827457949
,,16.772,93.2181865797,97.1537060113,95.1859462955
,,16.761,93.2246653831,97.1536369033,95.1891511432
,,16.753,93.2311518526,97.1535687446,95.1923602986
,,16.742,93.2376458934,97.1535012853,95.1955735894
,,16.731,93.2441474424,97.1534348031,95.1987911227
,,16.723,93.2506564046,97.153369314,95.2020128593
,,16.712,93.2571726853,97.153304558,95.2052386216
,,16.701,93.2636962203,97.153240823,95.2084685217
,,16.693,93.2702269149,97.1531781251,95.21170252
,,16.682,93.2767646742,97.1531161943,95.2149404342
,,16.671,93.2833094331,97.1530553287,95.2181823809
,,16.662,93.2898610969,97.1529955443,95.2214283206
,,16.652,93.2964195707,97.1529366711,95.2246781209
,,16.642,93.3029847779,97.1528788362,95.2279318071
,,16.632,93.3095566306,97.152821998,95.2311893143
,,16.622,93.3161350461,97.152766228,95.2344506371
,,16.612,93.3227199363,97.1527114831,95.2377157097
,,16.602,93.3293112181,97.1526577773,95.2409844977
,,16.592,93.3359088083,97.1526051842,95.2442569962
,,16.582,93.3425126182,97.152553659,95.2475331386
,,16.572,93.3491225643,97.1525032767,95.2508129205
,,16.562,93.3557385578,97.1524539912,95.2540962745
,,16.552,93.3623605148,97.1524058166,95.2573831657
,,16.542,93.3689883511,97.1523588301,95.2606735906
,,16.532,93.3756219776,97.1523129837,95.2639674807
,,16.522,93.38226131,97.1522682916,95.2672648008
,,16.512,93.3889062635,97.1522248332,95.2705655483
,,16.502,93.3955567489,97.1521825585,95.2738696537
,,16.492,93.4022126812,97.1521414819,95.2771770815
,,16.482,93.4088739753,97.1521016178,95.2804877966
,,16.472,93.4155405461,97.1520630484,95.2838017973
,,16.462,93.4222123039,97.1520257211,95.2871190125
,,16.452,93.4288891633,97.1519896505,95.2904394069
,,16.442,93.4355710387,97.151954851,95.2937629448
,,16.432,93.4422578442,97.1519213372,95.2970895907
,,16.422,93.448949494,97.1518891949,95.3004193445
,,16.412,93.4556458983,97.1518583683,95.3037521333
,,16.402,93.462346971,97.151828872,95.3070879215
,,16.392,93.4690526259,97.1518007207,95.3104266733
,,16.382,93.4757627767,97.151773929,95.3137683529
,,16.372,93.482477337,97.1517485118,95.3171129244
,,16.362,93.4891962203,97.1517244836,95.3204603519
,,16.352,93.4959193399,97.1517018593,95.3238105996
,,16.342,93.5026466091,97.1516806537,95.3271636314
,,16.332,93.5093779411,97.1516608816,95.3305194114
,,16.322,93.5161132491,97.1516426358,95.3338779425
,,16.312,93.5228524432,97.1516258539,95.3372391485
,,16.302,93.5295954364,97.1516105507,95.3406029935
,,16.292,93.5363421416,97.1515967411,95.3439694414
,,16.282,93.5430924718,97.1515843593,95.3473384156
,,16.272,93.5498463424,97.1515735003,95.3507099213
,,16.262,93.5566036661,97.1515641788,95.3540839225
,,16.252,93.5633643556,97.1515564099,95.3574603827
,,16.242,93.5701283236,97.1515502084,95.360839266
,,16.232,93.5768954826,97.1515455894,95.364220536
,,16.222,93.5836657453,97.1515425679,95.3676041566
,,16.212,93.5904390241,97.1515411587,95.3709900914
,,16.202,93.5972152318,97.151541377,95.3743783044
,,16.192,93.6039942807,97.1515432376,95.3777687592
,,16.182,93.6107760835,97.1515466683,95.3811613759
,,16.172,93.6175605541,97.1515517707,95.3845561624
,,16.162,93.6243476052,97.1515585597,95.3879530824
,,16.152,93.631137149,97.1515670505,95.3913520998
,,16.142,93.6379290983,97.151577258,95.3947531781
,,16.132,93.6447233653,97.1515891066,95.398156236
,,16.122,93.6515198638,97.1516027013,95.4015612826
,,16.112,93.6583185062,97.1516180571,95.4049682816
,,16.102,93.665119205,97.1516351891,95.408377197
,,16.092,93.6719218729,97.1516540189,95.4117879459
,,16.082,93.678726423,97.1516746542,95.4152005386
,,16.072,93.685532768,97.15169711,95.418614939
,,16.062,93.6923408206,97.1517214013,95.422031111
,,16.052,93.6991504936,97.1517474473,95.4254489704
,,16.042,93.7059616998,97.1517753581,95.428868529
,,16.032,93.7127743522,97.1518050517,95.432289702
,,16.022,93.7195883636,97.1518366393,95.4357125015
,,16.012,93.7264036467,97.1518701361,95.4391368914
,,16.002,93.7332201149,97.151905458,95.4425627864
,,15.992,93.7400376806,97.1519427182,95.4459901994
,,15.982,93.7468562571,97.1519819317,95.4494190944
,,15.972,93.7536757578,97.1520230125,95.4528493852
,,15.962,93.7604960952,97.1520660759,95.4562810856
,,15.952,93.7673171829,97.1521110345,95.4597141087
,,15.942,93.7741389333,97.1521580048,95.4631484691
,,15.932,93.7809612602,97.1522068982,95.4665840792
,,15.922,93.787784076,97.1522578323,95.4700209542
,,15.912,93.7946072947,97.1523107174,95.473459006
,,15.902,93.8014308286,97.1523656722,95.4768982504
,,15.892,93.8082545921,97.1524226057,95.4803385989
,,15.882,93.8150784974,97.1524816379,95.4837800676
,,15.872,93.8219024593,97.1525426764,95.4872225679
,,15.862,93.8287263901,97.1526058425,95.4906661163
,,15.853,93.8355502047,97.1526710427,95.4941106237
,,15.842,93.8423738156,97.1527382903,95.497556053
,,15.832,93.8491971351,97.1528077083,95.5010024217
,,15.822,93.8560200786,97.1528792013,95.5044496399
,,15.812,93.8628425586,97.1529528932,95.5078977259
,,15.802,93.8696644911,97.1530286875,95.5113465893
,,15.792,93.8764857885,97.1531065976,95.514796193
,,15.782,93.8833063634,97.1531867491,95.5182465562
,,15.772,93.8901261323,97.1532690436,95.521697588
,,15.762,93.8969450079,97.1533534945,95.5251492512
,,15.752,93.9037629029,97.1534402289,95.5286015659
,,15.742,93.9105797346,97.1535291468,95.5320544407
,,15.733,93.9173954159,97.1536202613,95.5355078386
,,15.722,93.9242098596,97.1537135856,95.5389617226
,,15.712,93.9310229785,97.153809249,95.5424161138
,,15.702,93.9378346911,97.1539071492,95.5458709202
,,15.693,93.9446449106,97.1540072991,95.5493261049
,,15.682,93.9514535501,97.1541097119,95.552781631
,,15.672,93.9582605228,97.1542145189,95.5562375208
,,15.662,93.9650657483,97.1543216153,95.5596936818
,,15.652,93.9718691403,97.1544310142,95.5631500772
,,15.643,93.9786706125,97.1545427283,95.5666066704
,,15.633,93.9854700785,97.1546567707,95.5700634246
,,15.622,93.9922674521,97.1547731541,95.5735203031
,,15.612,93.9990626472,97.1548920129,95.5769773301
,,15.602,94.0058555855,97.155013239,95.5804344122
,,15.592,94.0126461815,97.155136845,95.5838915132
,,15.582,94.0194343495,97.1552628437,95.5873485966
,,15.572,94.0262200043,97.1553912477,95.590805626
,,15.563,94.0330030605,97.1555220697,95.5942625651
,,15.553,94.0397834331,97.1556553221,95.5977193776
,,15.543,94.0465610372,97.1557910177,95.6011760274
,,15.533,94.0533357878,97.1559291688,95.6046324783
,,15.523,94.0601076003,97.1560697879,95.6080886941
,,15.513,94.0668763903,97.1562128874,95.6115446388
,,15.503,94.0736420734,97.1563584796,95.6150002765
,,15.493,94.0804045655,97.1565065769,95.6184555712
,,15.483,94.0871637827,97.1566571916,95.6219104871
,,15.473,94.0939196413,97.1568103358,95.6253649885
,,15.463,94.1006720578,97.1569660217,95.6288190398
,,15.453,94.1074209491,97.1571242615,95.6322726053
,,15.443,94.1141662322,97.1572850672,95.6357256497
,,15.433,94.1209078244,97.1574484509,95.6391781376
,,15.423,94.1276456433,97.1576144244,95.6426300338
,,15.412,94.1343796068,97.1577829998,95.6460813033
,,15.402,94.1411096331,97.1579541889,95.649531911
,,15.392,94.1478356409,97.1581280035,95.6529818222
,,15.382,94.1545575491,97.1583044554,95.6564310023
,,15.373,94.161275277,97.1584835562,95.6598794166
,,15.363,94.1679887443,97.1586651846,95.6633269644
,,15.353,94.174697856,97.1588494847,95.6667736703
,,15.343,94.1814025318,97.1590364679,95.6702194999
,,15.332,94.1881026923,97.1592261459,95.6736644191
,,15.322,94.1947982581,97.15941853,95.6771083941
,,15.313,94.2014891506,97.1596136316,95.6805513911
,,15.303,94.2081752916,97.1598113265,95.6839933091
,,15.293,94.2148565859,97.1600117609,95.6874341734
,,15.282,94.2215329555,97.160214946,95.6908739508
,,15.273,94.2282043233,97.160420893,95.6943126081
,,15.263,94.2348706125,97.1606294758,95.6977500441
,,15.253,94.2415317277,97.1608408421,95.7011862849
,,15.242,94.2481875926,97.1610550026,95.7046212976
,,15.233,94.2548381318,97.1612719683,95.70805505
,,15.223,94.2614832703,97.1614916116,95.711487441
,,15.213,94.2681229128,97.1617140811,95.714918497
,,15.202,94.274756985,97.1619393875,95.7183481862
,,15.193,94.2813854134,97.1621675413,95.7217764773
,,15.183,94.2880081254,97.1623984135,95.7252032694
,,15.172,94.2946250259,97.1626321536,95.7286285897
,,15.163,94.3012360429,97.1628687722,95.7320524076
,,15.153,94.3078411058,97.1631081388,95.7354746223
,,15.143,94.3144401193,97.1633504039,95.7388952616
,,15.133,94.3210330136,97.1635954364,95.742314225
,,15.123,94.3276196932,97.1638433873,95.7457315403
,,15.113,94.3342000891,97.1640942666,95.7491471779
,,15.103,94.3407741334,97.1643479421,95.7525610378
,,15.093,94.3473417312,97.1646045655,95.7559731483
,,15.083,94.3539028157,97.1648640037,95.7593834097
,,15.072,94.3604572918,97.1651264089,95.7627918503
,,15.063,94.3670050938,97.1653917906,95.7661984422
,,15.053,94.373546158,97.165660015,95.7696030865
,,15.043,94.3800803897,97.1659312347,95.7730058122
,,15.033,94.3866077266,97.1662053151,95.7764065209
,,15.023,94.3931280742,97.1664824091,95.7798052416
,,15.013,94.3996413716,97.1667623815,95.7832018766
,,15.003,94.4061475246,97.1670453856,95.7865964551
,,14.993,94.4126464742,97.1673312856,95.7899888799
,,14.983,94.4191381262,97.1676202349,95.7933791806
,,14.973,94.425622424,97.1679120974,95.7967672607
,,14.963,94.4320992735,97.1682070266,95.80015315
,,14.953,94.4385686204,97.1685048857,95.8035367531
,,14.943,94.4450303713,97.1688056829,95.8069180271
,,14.933,94.4514844316,97.1691095722,95.8102970019
,,14.923,94.4579307497,97.169416416,95.8136735828
,,14.913,94.4643692316,97.1697263685,95.8170478001
,,14.903,94.4707998288,97.1700392915,95.8204195601
,,14.893,94.477222448,97.1703551928,95.8237888204
,,14.883,94.4836369949,97.1706742269,95.8271556109
