,,Wavelength (µm),"Reflectance, S-Pol. (%)","Reflectance, P-Pol. (%)","Reflectance, Unpol. (%)"
,,15.554,99.307005,98.393936,98.8504705
,,15.558,99.301083,98.390031,98.845557
,,15.562,99.296148,98.386127,98.8411375
,,15.566,99.290226,98.382222,98.836224
,,15.570,99.285291,98.378318,98.8318045
,,15.574,99.278382,98.377341,98.8278615
,,15.578,99.27246,98.379294,98.825877
,,15.581,99.265551,98.38027,98.8229105
,,15.585,99.258642,98.382222,98.820432
,,15.589,99.251733,98.384174,98.8179535
,,15.593,99.244824,98.385151,98.8149875
,,15.597,99.238902,98.388079,98.8134905
,,15.601,99.233967,98.39296,98.8134635
,,15.605,99.229032,98.39784,98.813436
,,15.608,99.224097,98.402721,98.813409
,,15.612,99.219162,98.408578,98.81387
,,15.616,99.214227,98.413459,98.813843
,,15.620,99.210279,98.417363,98.813821
,,15.624,99.207318,98.419316,98.813317
,,15.628,99.204357,98.422244,98.8133005
,,15.632,99.202383,98.424196,98.8132895
,,15.636,99.199422,98.427125,98.8132735
,,15.639,99.196461,98.429077,98.812769
,,15.643,99.194487,98.431029,98.812758
,,15.647,99.194487,98.428101,98.811294
,,15.651,99.194487,98.425172,98.8098295
,,15.655,99.194487,98.422244,98.8083655
,,15.659,99.194487,98.419316,98.8069015
,,15.663,99.1935,98.417363,98.8054315
,,15.666,99.1935,98.414435,98.8039675
,,15.670,99.195474,98.409554,98.802514
,,15.674,99.197448,98.40565,98.801549
,,15.678,99.198435,98.401745,98.80009
,,15.682,99.200409,98.39784,98.7991245
,,15.686,99.202383,98.39296,98.7976715
,,15.690,99.20337,98.389055,98.7962125
,,15.693,99.204357,98.389055,98.796706
,,15.697,99.204357,98.388079,98.796218
,,15.701,99.205344,98.388079,98.7967115
,,15.705,99.205344,98.388079,98.7967115
,,15.709,99.205344,98.388079,98.7967115
,,15.713,99.206331,98.388079,98.797205
,,15.717,99.204357,98.391984,98.7981705
,,15.720,99.202383,98.395888,98.7991355
,,15.724,99.200409,98.400769,98.800589
,,15.728,99.198435,98.40565,98.8020425
,,15.732,99.196461,98.41053,98.8034955
,,15.736,99.194487,98.415411,98.804949
,,15.740,99.1935,98.420292,98.806896
,,15.744,99.192513,98.426148,98.8093305
,,15.747,99.191526,98.432005,98.8117655
,,15.751,99.191526,98.437862,98.814694
,,15.755,99.190539,98.443719,98.817129
,,15.759,99.189552,98.449576,98.819564
,,15.763,99.191526,98.45348,98.822503
,,15.767,99.194487,98.456409,98.825448
,,15.771,99.198435,98.459337,98.828886
,,15.774,99.202383,98.463242,98.8328125
,,15.778,99.206331,98.46617,98.8362505
,,15.782,99.209292,98.469099,98.8391955
,,15.786,99.21324,98.471051,98.8421455
,,15.790,99.219162,98.471051,98.8451065
,,15.794,99.224097,98.471051,98.847574
,,15.798,99.229032,98.470075,98.8495535
,,15.802,99.234954,98.470075,98.8525145
,,15.805,99.239889,98.470075,98.854982
,,15.809,99.244824,98.470075,98.8574495
,,15.813,99.247785,98.467146,98.8574655
,,15.817,99.250746,98.465194,98.85797
,,15.821,99.253707,98.463242,98.8584745
,,15.825,99.255681,98.460313,98.857997
,,15.829,99.258642,98.458361,98.8585015
,,15.832,99.261603,98.456409,98.859006
,,15.836,99.261603,98.45348,98.8575415
,,15.840,99.260616,98.449576,98.855096
,,15.844,99.259629,98.446647,98.853138
,,15.848,99.258642,98.443719,98.8511805
,,15.852,99.258642,98.439814,98.849228
,,15.856,99.257655,98.436886,98.8472705
,,15.859,99.255681,98.433958,98.8448195
,,15.863,99.251733,98.430053,98.840893
,,15.867,99.247785,98.426148,98.8369665
,,15.871,99.243837,98.42322,98.8335285
,,15.875,99.240876,98.419316,98.830096
,,15.879,99.236928,98.416387,98.8266575
,,15.883,99.23298,98.413459,98.8232195
,,15.886,99.229032,98.41053,98.819781
,,15.890,99.226071,98.408578,98.8173245
,,15.894,99.222123,98.40565,98.8138865
,,15.898,99.219162,98.403697,98.8114295
,,15.902,99.215214,98.400769,98.8079915
,,15.906,99.212253,98.39784,98.8050465
,,15.910,99.21324,98.39784,98.80554
,,15.913,99.215214,98.396864,98.806039
,,15.917,99.217188,98.396864,98.807026
,,15.921,99.220149,98.395888,98.8080185
,,15.925,99.222123,98.395888,98.8090055
,,15.929,99.224097,98.394912,98.8095045
,,15.933,99.229032,98.395888,98.81246
,,15.937,99.236928,98.396864,98.816896
,,15.940,99.244824,98.39784,98.821332
,,15.944,99.25272,98.398817,98.8257685
,,15.948,99.260616,98.400769,98.8306925
,,15.952,99.268512,98.401745,98.8351285
,,15.956,99.276408,98.402721,98.8395645
,,15.960,99.28233,98.404673,98.8435015
,,15.964,99.288252,98.406626,98.847439
,,15.968,99.294174,98.408578,98.851376
,,15.971,99.300096,98.41053,98.855313
,,15.975,99.307005,98.412483,98.859744
,,15.979,99.312927,98.414435,98.863681
,,15.983,99.312927,98.416387,98.864657
,,15.987,99.31194,98.418339,98.8651395
,,15.991,99.310953,98.420292,98.8656225
,,15.995,99.309966,98.42322,98.866593
,,15.998,99.308979,98.425172,98.8670755
,,16.002,99.307005,98.427125,98.867065
,,16.006,99.304044,98.429077,98.8665605
,,16.010,99.298122,98.431029,98.8645755
,,16.014,99.293187,98.432005,98.862596
,,16.018,99.287265,98.433958,98.8606115
,,16.022,99.281343,98.434934,98.8581385
,,16.025,99.275421,98.436886,98.8561535
,,16.029,99.269499,98.437862,98.8536805
,,16.033,99.261603,98.436886,98.8492445
,,16.037,99.253707,98.434934,98.8443205
,,16.041,99.245811,98.433958,98.8398845
,,16.045,99.238902,98.432005,98.8354535
,,16.049,99.231006,98.431029,98.8310175
,,16.052,99.22311,98.429077,98.8260935
,,16.056,99.214227,98.427125,98.820676
,,16.060,99.204357,98.424196,98.8142765
,,16.064,99.195474,98.420292,98.807883
,,16.068,99.185604,98.417363,98.8014835
,,16.072,99.175734,98.414435,98.7950845
,,16.076,99.165864,98.411506,98.788685
,,16.079,99.156981,98.408578,98.7827795
,,16.083,99.152046,98.406626,98.779336
,,16.087,99.147111,98.40565,98.7763805
,,16.091,99.141189,98.404673,98.772931
,,16.095,99.136254,98.402721,98.7694875
,,16.099,99.130332,98.401745,98.7660385
,,16.103,99.125397,98.399793,98.762595
,,16.106,99.129345,98.399793,98.764569
,,16.110,99.137241,98.399793,98.768517
,,16.114,99.145137,98.399793,98.772465
,,16.118,99.153033,98.399793,98.776413
,,16.122,99.161916,98.399793,98.7808545
,,16.126,99.169812,98.399793,98.7848025
,,16.130,99.178695,98.399793,98.789244
,,16.134,99.195474,98.39784,98.796657
,,16.137,99.211266,98.396864,98.804065
,,16.141,99.228045,98.394912,98.8114785
,,16.145,99.243837,98.39296,98.8183985
,,16.149,99.260616,98.391984,98.8263
,,16.153,99.276408,98.390031,98.8332195
,,16.157,99.288252,98.388079,98.8381655
,,16.161,99.298122,98.386127,98.8421245
,,16.164,99.307992,98.385151,98.8465715
,,16.168,99.316875,98.383198,98.8500365
,,16.172,99.326745,98.381246,98.8539955
,,16.176,99.336615,98.379294,98.8579545
,,16.180,99.345498,98.378318,98.861908
,,16.184,99.345498,98.38027,98.862884
,,16.188,99.345498,98.382222,98.86386
,,16.191,99.345498,98.384174,98.864836
,,16.195,99.345498,98.386127,98.8658125
,,16.199,99.346485,98.388079,98.867282
,,16.203,99.346485,98.390031,98.868258
,,16.207,99.345498,98.393936,98.869717
,,16.211,99.344511,98.399793,98.872152
,,16.215,99.343524,98.404673,98.8740985
,,16.218,99.342537,98.41053,98.8765335
,,16.222,99.34155,98.415411,98.8784805
,,16.226,99.340563,98.421268,98.8809155
,,16.230,99.339576,98.426148,98.882862
,,16.234,99.339576,98.428101,98.8838385
,,16.238,99.339576,98.431029,98.8853025
,,16.242,99.340563,98.432981,98.886772
,,16.245,99.340563,98.43591,98.8882365
,,16.249,99.340563,98.437862,98.8892125
,,16.253,99.340563,98.440791,98.890677
,,16.257,99.340563,98.439814,98.8901885
,,16.261,99.338589,98.434934,98.8867615
,,16.265,99.336615,98.431029,98.883822
,,16.269,99.334641,98.426148,98.8803945
,,16.273,99.333654,98.421268,98.877461
,,16.276,99.33168,98.416387,98.8740335
,,16.280,99.329706,98.411506,98.870606
,,16.284,99.327732,98.403697,98.8657145
,,16.288,99.324771,98.395888,98.8603295
,,16.292,99.322797,98.387103,98.85495
,,16.296,99.320823,98.379294,98.8500585
,,16.300,99.317862,98.370509,98.8441855
,,16.303,99.315888,98.361723,98.8388055
,,16.307,99.313914,98.35489,98.834402
,,16.311,99.314901,98.351962,98.8334315
,,16.315,99.315888,98.349033,98.8324605
,,16.319,99.316875,98.346105,98.83149
,,16.323,99.317862,98.344153,98.8310075
,,16.327,99.318849,98.341224,98.8300365
,,16.330,99.319836,98.338296,98.829066
,,16.334,99.320823,98.340248,98.8305355
,,16.338,99.323784,98.348057,98.8359205
,,16.342,99.325758,98.35489,98.840324
,,16.346,99.328719,98.361723,98.845221
,,16.350,99.330693,98.368556,98.8496245
,,16.354,99.332667,98.375389,98.854028
,,16.357,99.335628,98.383198,98.859413
,,16.361,99.335628,98.39296,98.864294
,,16.365,99.334641,98.404673,98.869657
,,16.369,99.333654,98.415411,98.8745325
,,16.373,99.332667,98.427125,98.879896
,,16.377,99.332667,98.437862,98.8852645
,,16.381,99.33168,98.4486,98.89014
,,16.384,99.330693,98.459337,98.895015
,,16.388,99.326745,98.46617,98.8964575
,,16.392,99.323784,98.473003,98.8983935
,,16.396,99.320823,98.479836,98.9003295
,,16.400,99.316875,98.486669,98.901772
,,16.404,99.313914,98.492526,98.90322
,,16.408,99.309966,98.499359,98.9046625
,,16.411,99.307005,98.503264,98.9051345
,,16.415,99.304044,98.502287,98.9031655
,,16.419,99.301083,98.501311,98.901197
,,16.423,99.298122,98.501311,98.8997165
,,16.427,99.295161,98.500335,98.897748
,,16.431,99.291213,98.499359,98.895286
,,16.435,99.288252,98.499359,98.8938055
,,16.439,99.284304,98.496431,98.8903675
,,16.442,99.280356,98.49155,98.885953
,,16.446,99.275421,98.487645,98.881533
,,16.450,99.271473,98.483741,98.877607
,,16.454,99.267525,98.479836,98.8736805
,,16.458,99.26259,98.475932,98.869261
,,16.462,99.258642,98.472027,98.8653345
,,16.466,99.249759,98.470075,98.859917
,,16.469,99.240876,98.468123,98.8544995
,,16.473,99.231993,98.46617,98.8490815
,,16.477,99.22311,98.464218,98.843664
,,16.481,99.214227,98.463242,98.8387345
,,16.485,99.206331,98.46129,98.8338105
,,16.489,99.197448,98.459337,98.8283925
,,16.493,99.187578,98.46129,98.824434
,,16.496,99.177708,98.462266,98.819987
,,16.500,99.167838,98.463242,98.81554
,,16.504,99.157968,98.464218,98.811093
,,16.508,99.148098,98.46617,98.807134
,,16.512,99.138228,98.467146,98.802687
,,16.516,99.130332,98.469099,98.7997155
,,16.520,99.126384,98.471051,98.7987175
,,16.523,99.123423,98.473003,98.798213
,,16.527,99.119475,98.474955,98.797215
,,16.531,99.115527,98.476908,98.7962175
,,16.535,99.111579,98.479836,98.7957075
,,16.539,99.107631,98.481788,98.7947095
,,16.543,99.108618,98.484717,98.7966675
,,16.547,99.112566,98.488621,98.8005935
,,16.550,99.117501,98.492526,98.8050135
,,16.554,99.121449,98.496431,98.80894
,,16.558,99.125397,98.500335,98.812866
,,16.562,99.130332,98.50424,98.817286
,,16.566,99.13428,98.508144,98.821212
,,16.570,99.142176,98.513025,98.8276005
,,16.574,99.151059,98.518882,98.8349705
,,16.577,99.159942,98.523762,98.841852
,,16.581,99.168825,98.529619,98.849222
,,16.585,99.176721,98.5345,98.8556105
,,16.589,99.185604,98.540357,98.8629805
,,16.593,99.194487,98.545238,98.8698625
,,16.597,99.20337,98.54719,98.87528
,,16.601,99.211266,98.548166,98.879716
,,16.605,99.220149,98.548166,98.8841575
,,16.608,99.228045,98.549142,98.8885935
,,16.612,99.236928,98.550118,98.893523
,,16.616,99.244824,98.550118,98.897471
,,16.620,99.25272,98.551094,98.901907
,,16.624,99.256668,98.545238,98.900953
,,16.628,99.259629,98.539381,98.899505
,,16.632,99.26259,98.533524,98.898057
,,16.635,99.264564,98.527667,98.8961155
,,16.639,99.267525,98.52181,98.8946675
,,16.643,99.270486,98.515953,98.8932195
,,16.647,99.273447,98.510097,98.891772
,,16.651,99.268512,98.50912,98.888816
,,16.655,99.263577,98.507168,98.8853725
,,16.659,99.259629,98.505216,98.8824225
,,16.662,99.254694,98.503264,98.878979
,,16.666,99.249759,98.501311,98.875535
,,16.670,99.245811,98.500335,98.873073
,,16.674,99.240876,98.499359,98.8701175
,,16.678,99.233967,98.506192,98.8700795
,,16.682,99.227058,98.514001,98.8705295
,,16.686,99.221136,98.520834,98.870985
,,16.689,99.214227,98.528643,98.871435
,,16.693,99.208305,98.535476,98.8718905
,,16.697,99.201396,98.543285,98.8723405
,,16.701,99.196461,98.550118,98.8732895
,,16.705,99.195474,98.554023,98.8747485
,,16.709,99.195474,98.557927,98.8767005
,,16.713,99.195474,98.561832,98.878653
,,16.716,99.195474,98.565737,98.8806055
,,16.720,99.195474,98.569641,98.8825575
,,16.724,99.194487,98.573546,98.8840165
,,16.728,99.196461,98.575498,98.8859795
,,16.732,99.202383,98.568665,98.885524
,,16.736,99.209292,98.561832,98.885562
,,16.740,99.216201,98.554023,98.885112
,,16.743,99.222123,98.54719,98.8846565
,,16.747,99.229032,98.540357,98.8846945
,,16.751,99.235941,98.533524,98.8847325
,,16.755,99.241863,98.525715,98.883789
,,16.759,99.250746,98.517906,98.884326
,,16.763,99.258642,98.50912,98.883881
,,16.767,99.267525,98.500335,98.88393
,,16.771,99.275421,98.492526,98.8839735
,,16.774,99.283317,98.483741,98.883529
,,16.778,99.2922,98.475932,98.884066
,,16.782,99.300096,98.468123,98.8841095
,,16.786,99.305031,98.467146,98.8860885
,,16.790,99.310953,98.46617,98.8885615
,,16.794,99.315888,98.465194,98.890541
,,16.798,99.320823,98.464218,98.8925205
,,16.801,99.326745,98.463242,98.8949935
,,16.805,99.33168,98.462266,98.896973
,,16.809,99.336615,98.46129,98.8989525
,,16.813,99.336615,98.464218,98.9004165
,,16.817,99.336615,98.46617,98.9013925
,,16.821,99.336615,98.469099,98.902857
,,16.825,99.337602,98.471051,98.9043265
,,16.828,99.337602,98.473979,98.9057905
,,16.832,99.337602,98.475932,98.906767
,,16.836,99.337602,98.47886,98.908231
,,16.840,99.333654,98.47886,98.906257
,,16.844,99.329706,98.47886,98.904283
,,16.848,99.326745,98.47886,98.9028025
,,16.852,99.322797,98.479836,98.9013165
,,16.855,99.319836,98.479836,98.899836
,,16.859,99.315888,98.479836,98.897862
,,16.863,99.312927,98.479836,98.8963815
,,16.867,99.309966,98.47886,98.894413
,,16.871,99.307005,98.476908,98.8919565
,,16.875,99.304044,98.475932,98.889988
,,16.879,99.301083,98.474955,98.888019
,,16.882,99.298122,98.473003,98.8855625
,,16.886,99.295161,98.472027,98.883594
,,16.890,99.2922,98.470075,98.8811375
,,16.894,99.289239,98.470075,98.879657
,,16.898,99.287265,98.470075,98.87867
,,16.902,99.284304,98.470075,98.8771895
,,16.906,99.281343,98.469099,98.875221
,,16.910,99.279369,98.469099,98.874234
,,16.913,99.276408,98.469099,98.8727535
,,16.917,99.274434,98.469099,98.8717665
,,16.921,99.270486,98.469099,98.8697925
,,16.925,99.266538,98.469099,98.8678185
,,16.929,99.261603,98.469099,98.865351
,,16.933,99.257655,98.469099,98.863377
,,16.937,99.253707,98.469099,98.861403
,,16.940,99.249759,98.469099,98.859429
,,16.944,99.244824,98.469099,98.8569615
,,16.948,99.241863,98.468123,98.854993
,,16.952,99.237915,98.464218,98.8510665
,,16.956,99.234954,98.46129,98.848122
,,16.960,99.231993,98.458361,98.845177
,,16.964,99.228045,98.455433,98.841739
,,16.967,99.225084,98.452504,98.838794
,,16.971,99.222123,98.4486,98.8353615
,,16.975,99.220149,98.444695,98.832422
,,16.979,99.220149,98.438838,98.8294935
,,16.983,99.221136,98.432981,98.8270585
,,16.987,99.221136,98.426148,98.823642
,,16.991,99.221136,98.420292,98.820714
,,16.994,99.221136,98.414435,98.8177855
,,16.998,99.222123,98.408578,98.8153505
,,17.002,99.222123,98.402721,98.812422
,,17.006,99.222123,98.400769,98.811446
,,17.010,99.222123,98.39784,98.8099815
,,17.014,99.22311,98.395888,98.809499
,,17.018,99.22311,98.39296,98.808035
,,17.021,99.22311,98.391007,98.8070585
,,17.025,99.224097,98.388079,98.806088
,,17.029,99.224097,98.386127,98.805112
,,17.033,99.22311,98.390031,98.8065705
,,17.037,99.221136,98.393936,98.807536
,,17.041,99.219162,98.398817,98.8089895
,,17.045,99.217188,98.402721,98.8099545
,,17.048,99.216201,98.406626,98.8114135
,,17.052,99.214227,98.411506,98.8128665
,,17.056,99.212253,98.415411,98.813832
,,17.060,99.211266,98.421268,98.816267
,,17.064,99.210279,98.427125,98.818702
,,17.068,99.209292,98.432005,98.8206485
,,17.072,99.208305,98.437862,98.8230835
,,17.076,99.207318,98.443719,98.8255185
,,17.079,99.206331,98.449576,98.8279535
,,17.083,99.205344,98.455433,98.8303885
,,17.087,99.204357,98.459337,98.831847
,,17.091,99.20337,98.462266,98.832818
,,17.095,99.20337,98.464218,98.833794
,,17.099,99.20337,98.467146,98.835258
,,17.103,99.202383,98.470075,98.836229
,,17.106,99.202383,98.472027,98.837205
,,17.110,99.201396,98.474955,98.8381755
,,17.114,99.201396,98.476908,98.839152
,,17.118,99.199422,98.47886,98.839141
,,17.122,99.198435,98.479836,98.8391355
,,17.126,99.196461,98.480812,98.8386365
,,17.130,99.195474,98.482765,98.8391195
,,17.133,99.1935,98.483741,98.8386205
,,17.137,99.192513,98.485693,98.839103
,,17.141,99.190539,98.486669,98.838604
,,17.145,99.189552,98.488621,98.8390865
,,17.149,99.188565,98.490574,98.8395695
,,17.153,99.187578,98.492526,98.840052
,,17.157,99.186591,98.494478,98.8405345
,,17.160,99.185604,98.495454,98.840529
,,17.164,99.184617,98.497407,98.841012
,,17.168,99.182643,98.499359,98.841001
,,17.172,99.181656,98.500335,98.8409955
,,17.176,99.180669,98.500335,98.840502
,,17.180,99.179682,98.500335,98.8400085
,,17.184,99.178695,98.500335,98.839515
,,17.187,99.177708,98.499359,98.8385335
,,17.191,99.176721,98.499359,98.83804
,,17.195,99.175734,98.499359,98.8375465
,,17.199,99.174747,98.499359,98.837053
,,17.203,99.17376,98.496431,98.8350955
,,17.207,99.171786,98.492526,98.832156
,,17.211,99.170799,98.489598,98.8301985
,,17.214,99.168825,98.486669,98.827747
,,17.218,99.167838,98.483741,98.8257895
,,17.222,99.165864,98.480812,98.823338
,,17.226,99.164877,98.477884,98.8213805
,,17.230,99.164877,98.475932,98.8204045
,,17.234,99.166851,98.474955,98.820903
,,17.238,99.168825,98.473003,98.820914
,,17.242,99.169812,98.472027,98.8209195
,,17.245,99.171786,98.471051,98.8214185
,,17.249,99.17376,98.469099,98.8214295
,,17.253,99.174747,98.468123,98.821435
,,17.257,99.177708,98.467146,98.822427
,,17.261,99.18363,98.470075,98.8268525
,,17.265,99.189552,98.472027,98.8307895
,,17.269,99.196461,98.473979,98.83522
,,17.272,99.202383,98.475932,98.8391575
,,17.276,99.208305,98.47886,98.8435825
,,17.280,99.215214,98.480812,98.848013
,,17.284,99.221136,98.482765,98.8519505
,,17.288,99.228045,98.484717,98.856381
,,17.292,99.233967,98.485693,98.85983
,,17.296,99.240876,98.487645,98.8642605
,,17.299,99.246798,98.488621,98.8677095
,,17.303,99.253707,98.490574,98.8721405
,,17.307,99.259629,98.49155,98.8755895
,,17.311,99.266538,98.493502,98.88002
,,17.315,99.271473,98.493502,98.8824875
,,17.319,99.273447,98.492526,98.8829865
,,17.323,99.275421,98.490574,98.8829975
,,17.326,99.278382,98.489598,98.88399
,,17.330,99.280356,98.487645,98.8840005
,,17.334,99.28233,98.485693,98.8840115
,,17.338,99.284304,98.484717,98.8845105
,,17.342,99.287265,98.482765,98.885015
,,17.346,99.284304,98.481788,98.883046
,,17.350,99.281343,98.481788,98.8815655
,,17.353,99.277395,98.480812,98.8791035
,,17.357,99.273447,98.479836,98.8766415
,,17.361,99.270486,98.479836,98.875161
,,17.365,99.266538,98.47886,98.872699
,,17.369,99.26259,98.477884,98.870237
,,17.373,99.258642,98.477884,98.868263
,,17.377,99.251733,98.479836,98.8657845
,,17.380,99.244824,98.480812,98.862818
,,17.384,99.237915,98.482765,98.86034
,,17.388,99.231006,98.483741,98.8573735
,,17.392,99.224097,98.485693,98.854895
,,17.396,99.217188,98.486669,98.8519285
,,17.400,99.211266,98.488621,98.8499435
,,17.404,99.206331,98.488621,98.847476
,,17.408,99.20337,98.488621,98.8459955
,,17.411,99.200409,98.488621,98.844515
,,17.415,99.197448,98.488621,98.8430345
,,17.419,99.1935,98.488621,98.8410605
,,17.423,99.190539,98.488621,98.83958
,,17.427,99.187578,98.488621,98.8380995
,,17.431,99.185604,98.487645,98.8366245
,,17.435,99.190539,98.485693,98.838116
,,17.438,99.195474,98.482765,98.8391195
,,17.442,99.200409,98.480812,98.8406105
,,17.446,99.205344,98.47886,98.842102
,,17.450,99.210279,98.475932,98.8431055
,,17.454,99.216201,98.473979,98.84509
,,17.458,99.221136,98.471051,98.8460935
,,17.462,99.229032,98.470075,98.8495535
,,17.465,99.239889,98.469099,98.854494
,,17.469,99.251733,98.469099,98.860416
,,17.473,99.26259,98.469099,98.8658445
,,17.477,99.273447,98.468123,98.870785
,,17.481,99.285291,98.468123,98.876707
,,17.485,99.296148,98.467146,98.881647
,,17.489,99.307005,98.467146,98.8870755
,,17.492,99.318849,98.471051,98.89495
,,17.496,99.329706,98.474955,98.9023305
,,17.500,99.340563,98.47886,98.9097115
,,17.504,99.35142,98.483741,98.9175805
,,17.508,99.362277,98.487645,98.924961
,,17.512,99.374121,98.49155,98.9328355
,,17.516,99.384978,98.495454,98.940216
,,17.519,99.394848,98.500335,98.9475915
,,17.523,99.399783,98.506192,98.9529875
,,17.527,99.404718,98.513025,98.9588715
,,17.531,99.409653,98.518882,98.9642675
,,17.535,99.414588,98.524739,98.9696635
,,17.539,99.419523,98.530595,98.975059
,,17.543,99.424458,98.537428,98.980943
,,17.547,99.429393,98.543285,98.986339
,,17.550,99.429393,98.54719,98.9882915
,,17.554,99.426432,98.550118,98.988275
,,17.558,99.423471,98.553047,98.988259
,,17.562,99.42051,98.555975,98.9882425
,,17.566,99.417549,98.558904,98.9882265
,,17.570,99.413601,98.561832,98.9877165
,,17.574,99.41064,98.56476,98.9877
,,17.577,99.407679,98.567689,98.987684
,,17.581,99.399783,98.566713,98.983248
,,17.585,99.389913,98.565737,98.977825
,,17.589,99.38103,98.563784,98.972407
,,17.593,99.372147,98.561832,98.9669895
,,17.597,99.362277,98.560856,98.9615665
,,17.601,99.353394,98.558904,98.956149
,,17.604,99.344511,98.556951,98.950731
,,17.608,99.335628,98.554999,98.9453135
,,17.612,99.327732,98.552071,98.9399015
,,17.616,99.318849,98.548166,98.9335075
,,17.620,99.310953,98.544261,98.927607
,,17.624,99.303057,98.541333,98.922195
,,17.628,99.295161,98.537428,98.9162945
,,17.631,99.287265,98.533524,98.9103945
,,17.635,99.279369,98.529619,98.904494
,,17.639,99.274434,98.526691,98.9005625
,,17.643,99.275421,98.523762,98.8995915
,,17.647,99.275421,98.519858,98.8976395
,,17.651,99.276408,98.51693,98.896669
,,17.655,99.277395,98.514001,98.895698
,,17.658,99.278382,98.511073,98.8947275
,,17.662,99.279369,98.508144,98.8937565
,,17.666,99.280356,98.50424,98.892298
,,17.670,99.284304,98.502287,98.8932955
,,17.674,99.290226,98.500335,98.8952805
,,17.678,99.297135,98.497407,98.897271
,,17.682,99.303057,98.495454,98.8992555
,,17.685,99.309966,98.493502,98.901734
,,17.689,99.315888,98.49155,98.903719
,,17.693,99.322797,98.489598,98.9061975
,,17.697,99.328719,98.486669,98.907694
,,17.701,99.330693,98.485693,98.908193
,,17.705,99.33168,98.484717,98.9081985
,,17.709,99.333654,98.483741,98.9086975
,,17.713,99.334641,98.482765,98.908703
,,17.716,99.335628,98.481788,98.908708
,,17.720,99.336615,98.480812,98.9087135
,,17.724,99.337602,98.479836,98.908719
,,17.728,99.338589,98.47886,98.9087245
,,17.732,99.33168,98.479836,98.905758
,,17.736,99.324771,98.479836,98.9023035
,,17.740,99.316875,98.480812,98.8988435
,,17.743,99.309966,98.480812,98.895389
,,17.747,99.30207,98.481788,98.891929
,,17.751,99.295161,98.481788,98.8884745
,,17.755,99.288252,98.482765,98.8855085
,,17.759,99.280356,98.482765,98.8815605
,,17.763,99.27246,98.483741,98.8781005
,,17.767,99.263577,98.484717,98.874147
,,17.770,99.255681,98.485693,98.870687
,,17.774,99.246798,98.486669,98.8667335
,,17.778,99.237915,98.487645,98.86278
,,17.782,99.230019,98.488621,98.85932
,,17.786,99.221136,98.488621,98.8548785
,,17.790,99.214227,98.489598,98.8519125
,,17.794,99.214227,98.489598,98.8519125
,,17.797,99.21324,98.489598,98.851419
,,17.801,99.21324,98.489598,98.851419
,,17.805,99.212253,98.489598,98.8509255
,,17.809,99.212253,98.489598,98.8509255
,,17.813,99.211266,98.489598,98.850432
,,17.817,99.211266,98.489598,98.850432
,,17.821,99.21324,98.489598,98.851419
,,17.824,99.224097,98.488621,98.856359
,,17.828,99.233967,98.487645,98.860806
,,17.832,99.243837,98.486669,98.865253
,,17.836,99.253707,98.485693,98.8697
,,17.840,99.263577,98.485693,98.874635
,,17.844,99.274434,98.484717,98.8795755
,,17.848,99.284304,98.483741,98.8840225
,,17.851,99.295161,98.482765,98.888963
,,17.855,99.307992,98.480812,98.894402
,,17.859,99.320823,98.47886,98.8998415
,,17.863,99.334641,98.476908,98.9057745
,,17.867,99.347472,98.474955,98.9112135
,,17.871,99.360303,98.473003,98.916653
,,17.875,99.373134,98.472027,98.9225805
,,17.879,99.385965,98.470075,98.92802
,,17.882,99.396822,98.467146,98.931984
,,17.886,99.404718,98.463242,98.93398
,,17.890,99.411627,98.458361,98.934994
,,17.894,99.419523,98.454457,98.93699
,,17.898,99.427419,98.450552,98.9389855
,,17.902,99.434328,98.445671,98.9399995
,,17.906,99.442224,98.441767,98.9419955
,,17.909,99.449133,98.437862,98.9434975
,,17.913,99.454068,98.432981,98.9435245
,,17.917,99.453081,98.428101,98.940591
,,17.921,99.452094,98.42322,98.937657
,,17.925,99.452094,98.418339,98.9352165
,,17.929,99.451107,98.413459,98.932283
,,17.933,99.45012,98.408578,98.929349
,,17.936,99.449133,98.403697,98.926415
,,17.940,99.449133,98.398817,98.923975
,,17.944,99.445185,98.395888,98.9205365
,,17.948,99.436302,98.394912,98.915607
,,17.952,99.428406,98.393936,98.911171
,,17.956,99.419523,98.39296,98.9062415
,,17.960,99.41064,98.391984,98.901312
,,17.963,99.402744,98.391007,98.8968755
,,17.967,99.393861,98.390031,98.891946
,,17.971,99.384978,98.389055,98.8870165
,,17.975,99.376095,98.389055,98.882575
,,17.979,99.364251,98.391984,98.8781175
,,17.983,99.352407,98.394912,98.8736595
,,17.987,99.34155,98.39784,98.869695
,,17.990,99.329706,98.400769,98.8652375
,,17.994,99.318849,98.403697,98.861273
,,17.998,99.307005,98.406626,98.8568155
,,18.002,99.295161,98.409554,98.8523575
,,18.006,99.285291,98.412483,98.848887
,,18.010,99.277395,98.414435,98.845915
,,18.014,99.270486,98.416387,98.8434365
,,18.017,99.263577,98.418339,98.840958
,,18.021,99.255681,98.420292,98.8379865
,,18.025,99.248772,98.422244,98.835508
,,18.029,99.241863,98.424196,98.8330295
,,18.033,99.234954,98.426148,98.830551
,,18.037,99.228045,98.428101,98.828073
,,18.041,99.228045,98.430053,98.829049
,,18.045,99.228045,98.432005,98.830025
,,18.048,99.228045,98.433958,98.8310015
