,,Wavelength (µm),"Reflectance, S-Pol. (%)","Reflectance, P-Pol. (%)","Reflectance, Unpol. (%)"
,,1.800,98.893394,97.909027,98.4012105
,,1.801,98.805,97.933235,98.3691175
,,1.802,98.786064,97.936729,98.3613965
,,1.803,98.816612,97.944809,98.3807105
,,1.804,98.806969,97.918289,98.362629
,,1.805,98.785782,97.925201,98.3554915
,,1.806,98.809273,97.910278,98.3597755
,,1.807,98.837372,97.918999,98.3781855
,,1.808,98.794647,97.95472,98.3746835
,,1.809,98.810951,97.911026,98.3609885
,,1.810,98.797989,97.926483,98.362236
,,1.811,98.751038,97.919312,98.335175
,,1.812,98.872597,97.96463,98.4186135
,,1.813,98.840919,97.932899,98.386909
,,1.814,98.83815,97.970642,98.404396
,,1.815,98.89225,97.978142,98.435196
,,1.816,98.843781,97.964127,98.403954
,,1.817,98.754753,97.941299,98.348026
,,1.818,98.718056,97.947189,98.3326225
,,1.819,98.805397,97.887596,98.3464965
,,1.820,98.800674,97.900543,98.3506085
,,1.821,98.880783,97.903122,98.3919525
,,1.822,98.825119,97.929092,98.3771055
,,1.823,98.744652,97.988625,98.3666385
,,1.824,98.812691,97.908722,98.3607065
,,1.825,98.767433,97.927429,98.347431
,,1.826,98.89444,98.025154,98.459797
,,1.827,98.801262,97.935875,98.3685685
,,1.828,98.861,97.93837,98.399685
,,1.829,98.875519,97.907074,98.3912965
,,1.830,98.808907,97.92041,98.3646585
,,1.831,98.931221,97.922447,98.426834
,,1.832,98.875252,97.91008,98.392666
,,1.833,98.809013,97.871483,98.340248
,,1.834,98.876663,97.913277,98.39497
,,1.835,98.841782,97.911224,98.376503
,,1.836,98.806801,97.897957,98.352379
,,1.837,98.974503,97.977234,98.4758685
,,1.838,98.745972,97.909096,98.327534
,,1.839,98.854195,97.977486,98.4158405
,,1.840,98.811203,97.949532,98.3803675
,,1.841,98.883827,97.981544,98.4326855
,,1.842,98.87075,98.02227,98.44651
,,1.843,98.865089,97.99926,98.4321745
,,1.844,98.82473,97.891052,98.357891
,,1.845,98.693672,97.903442,98.298557
,,1.846,98.839043,97.897789,98.368416
,,1.847,98.859238,97.813484,98.336361
,,1.848,98.637848,97.852066,98.244957
,,1.849,98.781227,97.900078,98.3406525
,,1.850,98.766594,97.919556,98.343075
,,1.851,98.837845,97.946938,98.3923915
,,1.852,98.765526,97.931564,98.348545
,,1.853,98.767662,97.932152,98.349907
,,1.854,98.815468,97.939507,98.3774875
,,1.855,98.956833,97.967583,98.462208
,,1.856,98.838867,97.965393,98.40213
,,1.857,98.866417,97.957901,98.412159
,,1.858,98.82029,97.90242,98.361355
,,1.859,98.921227,98.015259,98.468243
,,1.860,98.823097,97.901222,98.3621595
,,1.861,98.847488,97.952675,98.4000815
,,1.862,98.801239,97.980728,98.3909835
,,1.863,98.879089,97.916504,98.3977965
,,1.864,98.761101,97.998741,98.379921
,,1.865,98.940887,97.910324,98.4256055
,,1.866,98.895622,97.955841,98.4257315
,,1.867,98.932343,97.995941,98.464142
,,1.868,98.881622,97.945381,98.4135015
,,1.869,98.858612,98.008415,98.4335135
,,1.870,98.776138,97.982849,98.3794935
,,1.871,98.817406,97.991837,98.4046215
,,1.872,98.77803,97.978691,98.3783605
,,1.873,98.854324,97.96537,98.409847
,,1.874,98.837738,98.024735,98.4312365
,,1.875,98.893227,97.953644,98.4234355
,,1.876,98.821823,97.979599,98.400711
,,1.877,98.736122,98.018585,98.3773535
,,1.878,98.839249,98.014595,98.426922
,,1.879,98.918854,97.949532,98.434193
,,1.880,98.825859,97.969093,98.397476
,,1.881,98.669754,97.92408,98.296917
,,1.882,98.803497,97.941597,98.372547
,,1.883,98.859009,97.99231,98.4256595
,,1.884,98.810097,98.009209,98.409653
,,1.885,98.890038,97.938011,98.4140245
,,1.886,98.924393,98.002907,98.46365
,,1.887,98.794533,97.985046,98.3897895
,,1.888,98.859489,97.991409,98.425449
,,1.889,98.817352,98.004982,98.411167
,,1.890,98.83313,97.920242,98.376686
,,1.891,98.810112,97.952446,98.381279
,,1.892,98.959923,97.92585,98.4428865
,,1.893,98.768311,97.959526,98.3639185
,,1.894,98.860619,98.014633,98.437626
,,1.895,98.744621,97.920021,98.332321
,,1.896,98.723396,97.990776,98.357086
,,1.897,98.808983,97.941055,98.375019
,,1.898,98.78479,97.962456,98.373623
,,1.899,98.881821,97.983696,98.4327585
,,1.900,98.758911,98.00528,98.3820955
,,1.901,98.753471,98.057503,98.405487
,,1.902,98.978577,97.947243,98.46291
,,1.903,98.840897,97.97776,98.4093285
,,1.904,98.835892,97.976952,98.406422
,,1.905,98.863861,97.963936,98.4138985
,,1.906,98.90683,98.081902,98.494366
,,1.907,98.782089,97.980751,98.38142
,,1.908,98.778458,97.992638,98.385548
,,1.909,98.901093,98.002792,98.4519425
,,1.910,98.888954,97.92923,98.409092
,,1.911,98.851837,97.899361,98.375599
,,1.912,98.890564,97.955284,98.422924
,,1.913,98.966499,97.930016,98.4482575
,,1.914,98.811234,97.982338,98.396786
,,1.915,98.903633,97.998596,98.4511145
,,1.916,98.787109,98.000168,98.3936385
,,1.917,99.052834,97.970894,98.511864
,,1.918,98.808556,97.949081,98.3788185
,,1.919,98.874893,98.015747,98.44532
,,1.920,98.817932,98.018669,98.4183005
,,1.921,98.868965,98.010353,98.439659
,,1.922,98.830254,98.008888,98.419571
,,1.923,98.754524,97.923927,98.3392255
,,1.924,98.828194,97.928436,98.378315
,,1.925,98.834579,97.937218,98.3858985
,,1.926,98.66153,97.971603,98.3165665
,,1.927,98.741631,98.016479,98.379055
,,1.928,98.673019,97.971169,98.322094
,,1.929,98.854485,97.916634,98.3855595
,,1.930,98.856285,97.966988,98.4116365
,,1.931,98.931877,98.007561,98.469719
,,1.932,98.857056,97.983902,98.420479
,,1.933,98.767372,97.99662,98.381996
,,1.934,98.796425,97.989952,98.3931885
,,1.935,98.82386,98.034821,98.4293405
,,1.936,98.91243,98.004631,98.4585305
,,1.937,98.758781,97.95932,98.3590505
,,1.938,98.864906,98.02243,98.443668
,,1.939,98.778603,98.03215,98.4053765
,,1.940,98.771393,97.958221,98.364807
,,1.941,98.774651,98.008095,98.391373
,,1.942,98.694794,97.913841,98.3043175
,,1.943,98.862778,97.96418,98.413479
,,1.944,98.694214,97.973152,98.333683
,,1.945,98.719803,98.014084,98.3669435
,,1.946,98.672195,97.964813,98.318504
,,1.947,98.945946,98.074631,98.5102885
,,1.948,98.940292,97.946747,98.4435195
,,1.949,98.96814,98.041,98.50457
,,1.950,98.864456,98.085701,98.4750785
,,1.951,98.92569,98.109909,98.5177995
,,1.952,98.770996,97.958496,98.364746
,,1.953,98.91584,98.035057,98.4754485
,,1.954,98.829018,98.085228,98.457123
,,1.955,98.610863,98.000046,98.3054545
,,1.956,98.814278,98.030457,98.4223675
,,1.957,98.691925,97.977669,98.334797
,,1.958,98.856575,97.968636,98.4126055
,,1.959,98.690376,97.934631,98.3125035
,,1.960,98.800919,98.104095,98.452507
,,1.961,98.861382,97.96843,98.414906
,,1.962,98.926079,98.02562,98.4758495
,,1.963,98.815971,98.022804,98.4193875
,,1.964,98.746246,98.146461,98.4463535
,,1.965,98.864746,98.035645,98.4501955
,,1.966,98.820953,97.995583,98.408268
,,1.967,99.05584,97.997627,98.5267335
,,1.968,98.821518,98.060608,98.441063
,,1.969,98.722473,98.023697,98.373085
,,1.970,98.827515,98.025757,98.426636
,,1.971,98.895851,97.991058,98.4434545
,,1.972,98.87748,98.014183,98.4458315
,,1.973,98.86528,98.073364,98.469322
,,1.974,98.716888,98.027641,98.3722645
,,1.975,98.609039,97.992798,98.3009185
,,1.976,98.822189,98.045822,98.4340055
,,1.977,98.923134,98.033539,98.4783365
,,1.978,98.760132,97.99955,98.379841
,,1.979,98.84523,97.995064,98.420147
,,1.980,98.735641,97.991219,98.36343
,,1.981,98.907455,98.05938,98.4834175
,,1.982,98.809517,97.9888,98.3991585
,,1.983,98.775055,97.988724,98.3818895
,,1.984,98.878578,98.047417,98.4629975
,,1.985,98.988205,98.047585,98.517895
,,1.986,98.812141,98.020599,98.41637
,,1.987,98.812309,98.007011,98.40966
,,1.988,98.734978,98.132744,98.433861
,,1.989,98.796066,97.995956,98.396011
,,1.990,98.686104,98.014893,98.3504985
,,1.991,98.832573,97.983177,98.407875
,,1.992,98.860542,98.02774,98.444141
,,1.993,98.663399,98.027702,98.3455505
,,1.994,98.86467,98.025047,98.4448585
,,1.995,98.852661,98.07074,98.4617005
,,1.996,98.821136,97.995628,98.408382
,,1.997,99.037781,98.060196,98.5489885
,,1.998,98.844337,98.014519,98.429428
,,1.999,98.826637,98.026215,98.426426
,,2.000,98.79364,98.049004,98.421322
,,2.004,98.771096,98.070526,98.420811
,,2.008,98.779446,98.034032,98.406739
,,2.011,98.776662,97.996944,98.386803
,,2.015,98.78362,98.024043,98.4038315
,,2.019,98.787795,97.997241,98.392518
,,2.023,98.801016,97.971329,98.3861725
,,2.027,98.779147,98.052328,98.4157375
,,2.031,98.785907,98.022757,98.404332
,,2.035,98.791076,98.011977,98.4015265
,,2.038,98.796543,98.055196,98.4258695
,,2.042,98.787696,98.027504,98.4076
,,2.046,98.796443,98.063009,98.429726
,,2.050,98.80519,98.081108,98.443149
,,2.054,98.802606,98.072009,98.4373075
,,2.058,98.812546,98.05846,98.435503
,,2.062,98.804594,98.057965,98.4312795
,,2.065,98.789982,98.069833,98.4299075
,,2.069,98.811353,98.043823,98.427588
,,2.073,98.811055,98.082295,98.446675
,,2.077,98.809365,98.089317,98.449341
,,2.081,98.809564,98.065284,98.437424
,,2.085,98.818609,98.062317,98.440463
,,2.089,98.827357,98.037394,98.4323755
,,2.092,98.811154,98.105141,98.4581475
,,2.096,98.84505,98.129075,98.4870625
,,2.100,98.825568,98.103657,98.4646125
,,2.104,98.817615,98.056284,98.4369495
,,2.108,98.821393,98.071119,98.446256
,,2.112,98.836502,98.112459,98.4744805
,,2.116,98.834315,98.088624,98.4614695
,,2.119,98.826263,98.099405,98.462834
,,2.123,98.825568,98.117701,98.4716345
,,2.127,98.828748,98.123239,98.4759935
,,2.131,98.829643,98.065383,98.447513
,,2.135,98.826462,98.124031,98.4752465
,,2.139,98.837496,98.103262,98.470379
,,2.143,98.834514,98.125613,98.4800635
,,2.147,98.826462,98.138569,98.4825155
,,2.150,98.825965,98.112954,98.4694595
,,2.154,98.831532,98.137976,98.484754
,,2.158,98.839682,98.11602,98.477851
,,2.162,98.842466,98.142327,98.4923965
,,2.166,98.837595,98.146085,98.49184
,,2.170,98.829146,98.169129,98.4991375
,,2.174,98.831532,98.156074,98.493803
,,2.177,98.848728,98.141734,98.495231
,,2.181,98.847436,98.111569,98.4795025
,,2.185,98.840279,98.11691,98.4785945
,,2.189,98.865427,98.154492,98.5099595
,,2.193,98.841969,98.155283,98.498626
,,2.197,98.861352,98.153701,98.5075265
,,2.201,98.847933,98.143415,98.495674
,,2.204,98.834315,98.182085,98.5082
,,2.208,98.839782,98.144206,98.491994
,,2.212,98.85827,98.187327,98.5227985
,,2.216,98.859065,98.169821,98.514443
,,2.220,98.845646,98.155085,98.5003655
,,2.224,98.855984,98.194349,98.5251665
,,2.228,98.850716,98.186338,98.518527
,,2.231,98.862047,98.209579,98.535813
,,2.235,98.857873,98.161712,98.5097925
,,2.239,98.852107,98.146975,98.499541
,,2.243,98.858668,98.226095,98.5423815
,,2.247,98.86334,98.190294,98.526817
,,2.251,98.870994,98.185052,98.528023
,,2.255,98.874075,98.246271,98.560173
,,2.258,98.85996,98.209282,98.534621
,,2.262,98.862843,98.232029,98.547436
,,2.266,98.869006,98.212052,98.540529
,,2.270,98.863041,98.207601,98.535321
,,2.274,98.873479,98.192964,98.5332215
,,2.278,98.871292,98.231436,98.551364
,,2.282,98.86503,98.204436,98.534733
,,2.285,98.869105,98.223227,98.546166
,,2.289,98.875168,98.202656,98.538912
,,2.293,98.890377,98.216304,98.5533405
,,2.297,98.883021,98.224513,98.553767
,,2.301,98.879443,98.22926,98.5543515
,,2.305,98.888886,98.221447,98.5551665
,,2.309,98.882425,98.23737,98.5598975
,,2.313,98.887792,98.225008,98.5564
,,2.316,98.896738,98.206414,98.551576
,,2.320,98.88153,98.236974,98.559252
,,2.324,98.878449,98.200678,98.5395635
,,2.328,98.890277,98.197414,98.5438455
,,2.332,98.886102,98.187426,98.536764
,,2.336,98.889581,98.197513,98.543547
,,2.340,98.88978,98.216403,98.5530915
,,2.343,98.894154,98.209184,98.551669
,,2.347,98.877852,98.232128,98.55499
,,2.351,98.902305,98.251908,98.5771065
,,2.355,98.891569,98.251809,98.571689
,,2.359,98.898627,98.229953,98.56429
,,2.363,98.899223,98.234898,98.5670605
,,2.367,98.893756,98.24637,98.570063
,,2.370,98.887991,98.254678,98.5713345
,,2.374,98.895645,98.250029,98.572837
,,2.378,98.903498,98.216997,98.5602475
,,2.382,98.904989,98.265557,98.585273
,,2.386,98.911151,98.260117,98.585634
,,2.390,98.9031,98.253293,98.5781965
,,2.394,98.895446,98.292754,98.5941
,,2.397,98.911052,98.263677,98.5873645
,,2.401,98.905486,98.240436,98.572961
,,2.405,98.902802,98.259919,98.5813605
,,2.409,98.906082,98.233711,98.5698965
,,2.413,98.913139,98.242315,98.577727
,,2.417,98.904094,98.254084,98.579089
,,2.421,98.919799,98.243106,98.5814525
,,2.424,98.913338,98.242513,98.5779255
,,2.428,98.919998,98.278512,98.599255
,,2.432,98.912841,98.308677,98.610759
,,2.436,98.909064,98.260809,98.5849365
,,2.440,98.918606,98.29315,98.605878
,,2.444,98.916718,98.286326,98.601522
,,2.448,98.915326,98.252205,98.5837655
,,2.451,98.91473,98.285633,98.6001815
,,2.455,98.916519,98.275348,98.5959335
,,2.459,98.925763,98.25893,98.5923465
,,2.463,98.926658,98.273469,98.6000635
,,2.467,98.92457,98.296314,98.610442
,,2.471,98.931827,98.28049,98.6061585
,,2.475,98.929342,98.279205,98.6042735
,,2.479,98.922483,98.298985,98.610734
,,2.482,98.925465,98.28504,98.6052525
,,2.486,98.932721,98.298292,98.6155065
,,2.490,98.935107,98.288699,98.611903
,,2.494,98.930236,98.294831,98.6125335
,,2.498,98.934113,98.288205,98.611159
,,2.502,98.929143,98.297106,98.6131245
,,2.506,98.928447,98.280194,98.6043205
,,2.509,98.935107,98.298391,98.616749
,,2.513,98.935306,98.278611,98.6069585
,,2.517,98.92964,98.324897,98.6272685
,,2.521,98.931827,98.294831,98.613329
,,2.525,98.923974,98.289589,98.6067815
,,2.529,98.934908,98.299578,98.617243
,,2.533,98.91463,98.369402,98.642016
,,2.536,98.920396,98.346753,98.6335745
,,2.540,98.935206,98.312237,98.6237215
,,2.544,98.927751,98.348138,98.6379445
,,2.548,98.916618,98.411929,98.6642735
,,2.552,98.92467,98.371182,98.647926
,,2.556,98.929938,98.301655,98.6157965
,,2.560,98.939182,98.436456,98.687819
,,2.563,98.913835,98.470576,98.6922055
,,2.567,98.942761,98.33182,98.6372905
,,2.571,98.933715,98.266546,98.6001305
,,2.575,98.932622,98.371182,98.651902
,,2.579,98.939779,98.291468,98.6156235
,,2.583,98.94117,98.495895,98.7185325
,,2.587,98.930932,98.568586,98.749759
,,2.590,98.933616,98.316292,98.624954
,,2.594,98.956677,98.945494,98.9510855
,,2.598,98.931827,98.329743,98.630785
,,2.602,98.946637,98.49718,98.7219085
,,2.606,98.932423,98.570564,98.7514935
,,2.610,98.949122,98.481851,98.7154865
,,2.614,98.938586,98.486005,98.7122955
,,2.617,98.937194,98.631487,98.7843405
,,2.621,98.932522,98.354764,98.643643
,,2.625,98.952701,98.467807,98.710254
,,2.629,98.947234,98.565322,98.756278
,,2.633,98.948526,98.460785,98.7046555
,,2.637,98.950415,98.360105,98.65526
,,2.641,98.954092,98.373358,98.663725
,,2.645,98.954092,98.401841,98.6779665
,,2.648,98.956577,98.320842,98.6387095
,,2.652,98.961349,98.558597,98.759973
,,2.656,98.940773,98.414104,98.6774385
,,2.660,98.948128,98.581443,98.7647855
,,2.664,98.943854,98.615168,98.779511
,,2.668,98.932821,98.540993,98.736907
,,2.672,98.934709,98.181788,98.5582485
,,2.675,98.946936,98.488576,98.717756
,,2.679,98.951011,98.243304,98.5971575
,,2.683,98.944053,98.110679,98.527366
,,2.687,98.953595,98.129569,98.541582
,,2.691,98.961746,98.245282,98.603514
,,2.695,98.940474,98.421819,98.6811465
,,2.699,98.96771,98.084965,98.5263375
,,2.702,98.960553,98.117207,98.53888
,,2.706,98.961448,98.156272,98.55886
,,2.710,98.950315,98.548707,98.749511
,,2.714,98.964927,98.27782,98.6213735
,,2.718,98.965325,98.494114,98.7297195
,,2.722,98.925962,98.431511,98.6787365
,,2.726,98.944053,98.473741,98.708897
,,2.729,98.960056,98.365841,98.6629485
,,2.733,98.976159,98.417467,98.696813
,,2.737,98.971289,98.413709,98.692499
,,2.741,98.934312,98.639201,98.7867565
,,2.745,98.959261,98.356841,98.658051
,,2.749,98.967909,98.289194,98.6285515
,,2.753,98.966418,98.255864,98.611141
,,2.756,98.957571,98.279996,98.6187835
,,2.760,98.980831,98.233216,98.6070235
,,2.764,98.965623,98.365446,98.6655345
,,2.768,98.945942,98.526158,98.73605
,,2.772,98.968505,98.337556,98.6530305
,,2.776,98.982123,98.280688,98.6314055
,,2.780,98.980334,98.288699,98.6345165
,,2.784,98.975364,98.235985,98.6056745
,,2.787,98.935604,98.48729,98.711447
,,2.791,98.975463,98.317875,98.646669
,,2.795,98.975762,98.344083,98.6599225
,,2.799,98.977153,98.355457,98.666305
,,2.803,98.939977,98.631091,98.785534
,,2.807,98.971786,98.396105,98.6839455
,,2.811,98.977551,98.363468,98.6705095
,,2.814,98.975265,98.467115,98.72119
,,2.818,98.980732,98.461675,98.7212035
,,2.822,98.969599,98.392247,98.680923
,,2.826,98.989976,98.428346,98.709161
,,2.830,98.983714,98.354764,98.669239
,,2.834,98.978545,98.483928,98.7312365
,,2.838,98.959261,98.444071,98.701666
,,2.841,98.987988,98.398478,98.693233
,,2.845,98.988087,98.37583,98.6819585
,,2.849,98.980135,98.416478,98.6983065
,,2.853,98.986099,98.449115,98.717607
,,2.857,98.990274,98.363369,98.6768215
,,2.861,98.98759,98.381962,98.684776
,,2.865,98.992859,98.385324,98.6890915
,,2.868,98.98272,98.39294,98.68783
,,2.872,98.987789,98.404808,98.6962985
,,2.876,98.996735,98.371083,98.683909
,,2.880,98.992461,98.409852,98.7011565
,,2.884,99.003097,98.400456,98.7017765
,,2.888,98.991964,98.429038,98.710501
,,2.892,98.984211,98.379588,98.6818995
,,2.895,98.995344,98.388885,98.6921145
,,2.899,98.998226,98.409555,98.7038905
,,2.903,98.99256,98.384731,98.6886455
,,2.907,99.002898,98.369599,98.6862485
,,2.911,98.998823,98.360698,98.6797605
,,2.915,98.99922,98.391258,98.695239
,,2.919,98.99435,98.370588,98.682469
,,2.922,98.998326,98.398181,98.6982535
,,2.926,98.999717,98.355753,98.677735
,,2.930,98.999121,98.375039,98.68708
,,2.934,98.99753,98.3875,98.692515
,,2.938,99.005284,98.402236,98.70376
,,2.942,99.000811,98.401148,98.7009795
,,2.946,98.998823,98.405401,98.702112
,,2.950,98.995145,98.385127,98.690136
,,2.953,99.011049,98.424786,98.7179175
,,2.957,98.996139,98.38572,98.6909295
,,2.961,99.002799,98.406984,98.7048915
,,2.965,99.001805,98.397786,98.6997955
,,2.969,98.99435,98.391852,98.693101
,,2.973,99.011844,98.384632,98.698238
,,2.977,99.0025,98.374445,98.6884725
,,2.980,99.002401,98.376522,98.6894615
,,2.984,99.004687,98.381764,98.6932255
,,2.988,99.003693,98.375533,98.689613
,,2.992,99.006377,98.393731,98.700054
,,2.996,99.01085,98.389478,98.700164
,,3.000,99.012838,98.406192,98.709515
,,3.004,99.006278,98.388588,98.697433
,,3.007,98.999916,98.414896,98.707406
,,3.011,99.014031,98.426467,98.720249
,,3.015,99.015721,98.426566,98.7211435
,,3.019,99.012937,98.422115,98.717526
,,3.023,99.010452,98.402632,98.706542
,,3.027,99.008862,98.388193,98.6985275
,,3.031,99.018703,98.425873,98.722288
,,3.034,99.015025,98.392445,98.703735
,,3.038,99.017212,98.399764,98.708488
,,3.042,99.012937,98.405203,98.70907
,,3.046,99.016118,98.386709,98.7014135
,,3.050,99.017709,98.396105,98.706907
,,3.054,99.013236,98.408467,98.7108515
,,3.058,99.023076,98.387401,98.7052385
,,3.061,99.011148,98.407775,98.7094615
,,3.065,99.013236,98.395511,98.7043735
,,3.069,99.025561,98.401445,98.713503
,,3.073,99.019895,98.431807,98.725851
,,3.077,99.02248,98.415687,98.7190835
,,3.081,99.01751,98.432401,98.7249555
,,3.085,99.021983,98.403225,98.712604
,,3.088,99.020194,98.402137,98.7111655
,,3.092,99.025661,98.399566,98.7126135
,,3.096,99.018802,98.417269,98.7180355
,,3.100,99.028643,98.372072,98.7003575
,,3.104,99.019498,98.386511,98.7030045
,,3.108,99.028146,98.3965,98.712323
,,3.112,99.032122,98.392149,98.7121355
,,3.116,99.03073,98.401841,98.7162855
,,3.119,99.024567,98.378401,98.701484
,,3.123,99.022082,98.397885,98.7099835
,,3.127,99.027748,98.403522,98.715635
,,3.131,99.023573,98.4055,98.7145365
,,3.135,99.026655,98.420928,98.7237915
,,3.139,99.023573,98.398973,98.711273
,,3.143,99.028543,98.423797,98.72617
,,3.146,99.021883,98.421819,98.721851
,,3.150,99.026854,98.401247,98.7140505
,,3.154,99.023474,98.400951,98.7122125
,,3.158,99.030531,98.408071,98.719301
,,3.162,99.029438,98.395907,98.7126725
,,3.166,99.022878,98.418159,98.7205185
,,3.170,99.021486,98.408269,98.7148775
,,3.173,99.028941,98.389577,98.709259
,,3.177,99.042956,98.414401,98.7286785
,,3.181,99.03073,98.398973,98.7148515
,,3.185,99.031327,98.406291,98.718809
,,3.189,99.03083,98.420928,98.725879
,,3.193,99.030631,98.432994,98.7318125
,,3.197,99.028742,98.424489,98.7266155
,,3.200,99.021486,98.442093,98.7317895
,,3.204,99.032022,98.439126,98.735574
,,3.208,99.033812,98.431906,98.732859
,,3.212,99.036595,98.430126,98.7333605
,,3.216,99.027549,98.432796,98.7301725
,,3.220,99.033911,98.432796,98.7333535
,,3.224,99.042658,98.452972,98.747815
,,3.227,99.037092,98.423895,98.7304935
,,3.231,99.030233,98.445653,98.737943
,,3.235,99.031923,98.421819,98.726871
,,3.239,99.038881,98.402236,98.7205585
,,3.243,99.036197,98.419544,98.7278705
,,3.247,99.042758,98.438829,98.7407935
,,3.251,99.045938,98.428049,98.7369935
,,3.254,99.037688,98.445653,98.7416705
,,3.258,99.034209,98.434972,98.7345905
,,3.262,99.038682,98.440016,98.739349
,,3.266,99.040571,98.434379,98.737475
,,3.270,99.038285,98.446049,98.742167
,,3.274,99.039875,98.453565,98.74672
,,3.278,99.036098,98.428346,98.732222
,,3.282,99.035203,98.434577,98.73489
,,3.285,99.041267,98.4415,98.7413835
,,3.289,99.038483,98.447038,98.7427605
,,3.293,99.041167,98.458412,98.7497895
,,3.297,99.031923,98.460488,98.7462055
,,3.301,99.038583,98.439522,98.7390525
,,3.305,99.033215,98.4505,98.7418575
,,3.309,99.042062,98.442588,98.742325
,,3.312,99.038086,98.456137,98.7471115
,,3.316,99.040273,98.445752,98.7430125
,,3.320,99.039477,98.444763,98.74212
,,3.324,99.039974,98.429731,98.7348525
,,3.328,99.041068,98.421126,98.731097
,,3.332,99.045342,98.408566,98.726954
,,3.336,99.037092,98.407676,98.722384
,,3.339,99.045342,98.407181,98.7262615
,,3.343,99.051704,98.403126,98.727415
,,3.347,99.053294,98.393335,98.7233145
,,3.351,99.057171,98.379193,98.718182
,,3.355,99.05389,98.387302,98.720596
,,3.359,99.054686,98.393039,98.7238625
,,3.363,99.057866,98.407577,98.7327215
,,3.366,99.048423,98.411731,98.730077
,,3.370,99.044746,98.40817,98.726458
,,3.374,99.050411,98.427654,98.7390325
,,3.378,99.058065,98.43339,98.7457275
,,3.382,99.046137,98.431807,98.738972
,,3.386,99.051902,98.432599,98.7422505
,,3.390,99.049616,98.455346,98.752481
,,3.393,99.053393,98.458313,98.755853
,,3.397,99.056574,98.463357,98.7599655
,,3.401,99.059159,98.43873,98.7489445
,,3.405,99.049716,98.447434,98.748575
,,3.409,99.044447,98.458609,98.751528
,,3.413,99.053294,98.414302,98.733798
,,3.417,99.059457,98.42617,98.7428135
,,3.421,99.052101,98.42439,98.7382455
,,3.424,99.054686,98.42706,98.740873
,,3.428,99.050411,98.411038,98.7307245
,,3.432,99.05727,98.420335,98.7388025
,,3.436,99.062439,98.44239,98.7524145
,,3.440,99.053791,98.437346,98.7455685
,,3.444,99.049914,98.458016,98.753965
,,3.448,99.050809,98.434873,98.742841
,,3.451,99.060351,98.44684,98.7535955
,,3.455,99.053791,98.460192,98.7569915
,,3.459,99.056177,98.468499,98.762338
,,3.463,99.059159,98.477598,98.7683785
,,3.467,99.064825,98.467807,98.766316
,,3.471,99.059059,98.466818,98.7629385
,,3.475,99.056773,98.480367,98.76857
,,3.478,99.058363,98.469884,98.7641235
,,3.482,99.063532,98.467313,98.7654225
,,3.486,99.051306,98.471071,98.7611885
,,3.490,99.052399,98.458016,98.7552075
,,3.494,99.061743,98.458016,98.7598795
,,3.498,99.06562,98.432005,98.7488125
,,3.502,99.063831,98.447928,98.7558795
,,3.505,99.061544,98.458214,98.759879
,,3.509,99.062837,98.477203,98.77002
,,3.513,99.060252,98.477203,98.7687275
,,3.517,99.056674,98.472851,98.7647625
,,3.521,99.06224,98.472455,98.7673475
,,3.525,99.070689,98.479082,98.7748855
,,3.529,99.071584,98.482148,98.776866
,,3.532,99.06393,98.481257,98.7725935
,,3.536,99.061942,98.48106,98.771501
,,3.540,99.060053,98.505686,98.7828695
,,3.544,99.059258,98.504993,98.7821255
,,3.548,99.059556,98.493422,98.776489
,,3.552,99.059258,98.507763,98.7835105
,,3.556,99.066117,98.529224,98.7976705
,,3.559,99.071584,98.496686,98.784135
,,3.563,99.065421,98.5044,98.7849105
,,3.567,99.068999,98.507169,98.788084
,,3.571,99.069993,98.510037,98.790015
,,3.575,99.06393,98.504895,98.7844125
,,3.579,99.063035,98.480763,98.771899
,,3.583,99.065123,98.474631,98.769877
,,3.587,99.063731,98.480763,98.772247
,,3.590,99.066017,98.484224,98.7751205
,,3.594,99.071683,98.491642,98.7816625
,,3.598,99.068204,98.487587,98.7778955
,,3.602,99.070093,98.49006,98.7800765
,,3.606,99.069695,98.500444,98.7850695
,,3.610,99.068999,98.493125,98.781062
,,3.614,99.062538,98.508851,98.7856945
,,3.617,99.072677,98.517554,98.7951155
,,3.621,99.068999,98.515378,98.7921885
,,3.625,99.070888,98.50618,98.788534
,,3.629,99.067608,98.513894,98.790751
,,3.633,99.066713,98.514488,98.7906005
,,3.637,99.067906,98.523092,98.795499
,,3.641,99.072975,98.519433,98.796204
,,3.644,99.070987,98.522697,98.796842
,,3.648,99.07715,98.538026,98.807588
,,3.652,99.076852,98.535356,98.806104
,,3.656,99.073969,98.537136,98.8055525
,,3.660,99.070689,98.510433,98.790561
,,3.664,99.072677,98.516367,98.794522
,,3.668,99.074466,98.521806,98.798136
,,3.671,99.072578,98.515081,98.7938295
,,3.675,99.082319,98.508949,98.795634
,,3.679,99.077945,98.520125,98.799035
,,3.683,99.07218,98.517554,98.794867
,,3.687,99.073373,98.517752,98.7955625
,,3.691,99.077448,98.520422,98.798935
,,3.695,99.075361,98.528828,98.8020945
,,3.698,99.076554,98.513202,98.794878
,,3.702,99.073274,98.506279,98.7897765
,,3.706,99.071584,98.514488,98.793036
,,3.710,99.078244,98.512609,98.7954265
,,3.714,99.076454,98.518543,98.7974985
,,3.718,99.082717,98.532883,98.8078
,,3.722,99.078939,98.527938,98.8034385
,,3.725,99.08043,98.528828,98.804629
