,,Wavelength (µm),"Reflectance, P-Pol. (%)","Reflectance, S-Pol. (%)","Reflectance, Unpol. (%)"
,,13.564,94.04702,99.36596,96.70649
,,13.553,94.05571,99.35962,96.70766
,,13.543,94.06392,99.35362,96.70877
,,13.534,94.07215,99.34761,96.70988
,,13.524,94.08041,99.34157,96.71099
,,13.513,94.08921,99.33513,96.71217
,,13.504,94.09751,99.32905,96.71328
,,13.494,94.10585,99.32295,96.7144
,,13.484,94.1142,99.31683,96.71552
,,13.473,94.12311,99.3103,96.7167
,,13.463,94.13151,99.30414,96.71783
,,13.454,94.13994,99.29795,96.71895
,,13.444,94.14839,99.29175,96.72007
,,13.434,94.15687,99.28552,96.72119
,,13.423,94.16589,99.27889,96.72239
,,13.413,94.17441,99.27262,96.72352
,,13.404,94.18296,99.26634,96.72465
,,13.394,94.19152,99.26003,96.72578
,,13.384,94.2001,99.25371,96.72691
,,13.374,94.20871,99.24737,96.72804
,,13.364,94.21733,99.24102,96.72917
,,13.353,94.22652,99.23424,96.73038
,,13.344,94.23518,99.22785,96.73151
,,13.334,94.24387,99.22143,96.73265
,,13.324,94.25258,99.215,96.73379
,,13.314,94.2613,99.20856,96.73493
,,13.304,94.27004,99.20209,96.73607
,,13.294,94.27881,99.19561,96.73721
,,13.284,94.28759,99.18912,96.73835
,,13.274,94.29639,99.1826,96.73949
,,13.263,94.30575,99.17567,96.74071
,,13.253,94.31459,99.16912,96.74185
,,13.244,94.32344,99.16256,96.743
,,13.234,94.33231,99.15598,96.74414
,,13.224,94.34119,99.14939,96.74529
,,13.214,94.35009,99.14278,96.74644
,,13.204,94.35901,99.13616,96.74759
,,13.194,94.36794,99.12953,96.74874
,,13.184,94.37689,99.12288,96.74988
,,13.174,94.38585,99.11621,96.75103
,,13.164,94.39483,99.10954,96.75218
,,13.154,94.40382,99.10285,96.75334
,,13.144,94.41283,99.09614,96.75449
,,13.134,94.42185,99.08943,96.75564
,,13.124,94.43088,99.0827,96.75679
,,13.114,94.43993,99.07596,96.75794
,,13.104,94.44899,99.0692,96.75909
,,13.094,94.45806,99.06243,96.76025
,,13.084,94.46715,99.05566,96.7614
,,13.074,94.47624,99.04887,96.76255
,,13.064,94.48535,99.04206,96.76371
,,13.054,94.49447,99.03525,96.76486
,,13.044,94.50303,99.02886,96.76594
,,13.034,94.51217,99.02202,96.7671
,,13.024,94.52132,99.01518,96.76825
,,13.014,94.53048,99.00832,96.7694
,,13.004,94.53966,99.00146,96.77056
,,12.994,94.54884,98.99459,96.77171
,,12.984,94.55803,98.9877,96.77287
,,12.974,94.56723,98.98081,96.77402
,,12.964,94.57644,98.97391,96.77517
,,12.954,94.58565,98.967,96.77633
,,12.944,94.5943,98.96051,96.77741
,,12.934,94.60353,98.95359,96.77856
,,12.924,94.61277,98.94665,96.77971
,,12.914,94.62202,98.93971,96.78086
,,12.904,94.63127,98.93276,96.78202
,,12.894,94.64053,98.9258,96.78317
,,12.884,94.64922,98.91927,96.78425
,,12.874,94.65849,98.9123,96.7854
,,12.864,94.66777,98.90532,96.78655
,,12.854,94.67706,98.89833,96.7877
,,12.844,94.68635,98.89134,96.78884
,,12.834,94.69564,98.88435,96.78999
,,12.824,94.70436,98.87778,96.79107
,,12.814,94.71366,98.87077,96.79222
,,12.804,94.72296,98.86376,96.79336
,,12.794,94.73227,98.85674,96.79451
,,12.784,94.741,98.85016,96.79558
,,12.774,94.75032,98.84313,96.79673
,,12.764,94.75964,98.8361,96.79787
,,12.754,94.76896,98.82906,96.79901
,,12.744,94.7777,98.82246,96.80008
,,12.734,94.78702,98.81542,96.80122
,,12.724,94.79635,98.80837,96.80236
,,12.714,94.80568,98.80132,96.8035
,,12.704,94.81442,98.79471,96.80457
,,12.694,94.82375,98.78766,96.8057
,,12.684,94.83308,98.7806,96.80684
,,12.674,94.84183,98.77398,96.8079
,,12.664,94.85116,98.76692,96.80904
,,12.654,94.86049,98.75986,96.81017
,,12.644,94.86981,98.75279,96.8113
,,12.634,94.87856,98.74617,96.81236
,,12.624,94.88788,98.7391,96.81349
,,12.614,94.8972,98.73203,96.81462
,,12.604,94.90594,98.7254,96.81567
,,12.594,94.91526,98.71834,96.8168
,,12.584,94.924,98.71171,96.81785
,,12.574,94.93331,98.70464,96.81897
,,12.564,94.94262,98.69757,96.82009
,,12.554,94.95134,98.69095,96.82114
,,12.544,94.96065,98.68388,96.82226
,,12.534,94.96994,98.67681,96.82338
,,12.524,94.97866,98.67019,96.82442
,,12.514,94.98795,98.66313,96.82554
,,12.504,94.99665,98.65651,96.82658
,,12.494,95.00593,98.64945,96.82769
,,12.484,95.01521,98.64239,96.8288
,,12.474,95.02389,98.63577,96.82983
,,12.464,95.03316,98.62872,96.83094
,,12.454,95.04183,98.62211,96.83197
,,12.444,95.05108,98.61507,96.83308
,,12.435,95.05975,98.60846,96.83411
,,12.424,95.06898,98.60143,96.8352
,,12.414,95.07821,98.59439,96.8363
,,12.404,95.08685,98.5878,96.83733
,,12.394,95.09607,98.58077,96.83842
,,12.384,95.10469,98.57419,96.83944
,,12.374,95.11389,98.56717,96.84053
,,12.364,95.1225,98.56059,96.84155
,,12.354,95.13168,98.55358,96.84263
,,12.344,95.14027,98.54702,96.84365
,,12.334,95.14943,98.54002,96.84473
,,12.324,95.15801,98.53347,96.84574
,,12.314,95.16714,98.52648,96.84681
,,12.304,95.1757,98.51994,96.84782
,,12.294,95.18482,98.51296,96.84889
,,12.284,95.19335,98.50643,96.84989
,,12.274,95.20245,98.49947,96.85096
,,12.264,95.21096,98.49296,96.85196
,,12.254,95.22003,98.48601,96.85302
,,12.244,95.22852,98.47951,96.85402
,,12.235,95.237,98.47301,96.85501
,,12.224,95.24604,98.46609,96.85606
,,12.215,95.25449,98.45961,96.85705
,,12.204,95.2635,98.4527,96.8581
,,12.194,95.27193,98.44624,96.85908
,,12.184,95.28091,98.43935,96.86013
,,12.174,95.28931,98.4329,96.86111
,,12.165,95.29771,98.42646,96.86208
,,12.154,95.30664,98.4196,96.86312
,,12.145,95.31501,98.41318,96.86409
,,12.134,95.32391,98.40634,96.86513
,,12.124,95.33225,98.39993,96.86609
,,12.115,95.34057,98.39354,96.86705
,,12.104,95.34943,98.38673,96.86808
,,12.095,95.35772,98.38035,96.86904
,,12.084,95.36655,98.37357,96.87006
,,12.074,95.37481,98.36721,96.87101
,,12.065,95.38305,98.36087,96.87196
,,12.054,95.39183,98.35412,96.87297
,,12.044,95.40004,98.3478,96.87392
,,12.035,95.40824,98.34149,96.87486
,,12.024,95.41696,98.33477,96.87586
,,12.014,95.42512,98.32848,96.8768
,,12.005,95.43327,98.32221,96.87774
,,11.994,95.44194,98.31552,96.87873
,,11.984,95.45005,98.30927,96.87966
,,11.975,95.45814,98.30304,96.88059
,,11.964,95.46675,98.29639,96.88157
,,11.954,95.4748,98.29018,96.88249
,,11.945,95.48284,98.28398,96.88341
,,11.935,95.49086,98.27779,96.88433
,,11.924,95.49939,98.27121,96.8853
,,11.914,95.50737,98.26505,96.88621
,,11.905,95.51533,98.2589,96.88711
,,11.894,95.5238,98.25236,96.88808
,,11.884,95.53172,98.24624,96.88898
,,11.875,95.53962,98.24014,96.88988
,,11.865,95.54749,98.23405,96.89077
,,11.854,95.55588,98.22757,96.89172
,,11.844,95.56371,98.22151,96.89261
,,11.835,95.57153,98.21546,96.89349
,,11.825,95.57933,98.20943,96.89438
,,11.815,95.5871,98.20341,96.89526
,,11.804,95.59537,98.19701,96.89619
,,11.794,95.6031,98.19103,96.89706
,,11.785,95.61081,98.18506,96.89793
,,11.775,95.61849,98.17911,96.8988
,,11.764,95.62667,98.17277,96.89972
,,11.754,95.63431,98.16685,96.90058
,,11.745,95.64192,98.16095,96.90144
,,11.735,95.64952,98.15506,96.90229
,,11.725,95.65709,98.14919,96.90314
,,11.715,95.66464,98.14334,96.90399
,,11.704,95.67266,98.13712,96.90489
,,11.694,95.68016,98.1313,96.90573
,,11.685,95.68763,98.1255,96.90657
,,11.675,95.69508,98.11971,96.9074
,,11.665,95.70251,98.11395,96.90823
,,11.655,95.70991,98.1082,96.90906
,,11.644,95.71778,98.10209,96.90993
,,11.634,95.72513,98.09638,96.91075
,,11.625,95.73245,98.09069,96.91157
,,11.615,95.73975,98.08502,96.91238
,,11.605,95.74703,98.07936,96.91319
,,11.595,95.75428,98.07373,96.914
,,11.585,95.7615,98.06811,96.9148
,,11.575,95.76869,98.06251,96.9156
,,11.565,95.77586,98.05693,96.9164
,,11.554,95.78348,98.05101,96.91724
,,11.544,95.7906,98.04547,96.91803
,,11.535,95.79768,98.03995,96.91882
,,11.525,95.80474,98.03445,96.9196
,,11.515,95.81178,98.02898,96.92038
,,11.505,95.81878,98.02352,96.92115
,,11.495,95.82576,98.01808,96.92192
,,11.485,95.83271,98.01267,96.92269
,,11.475,95.83963,98.00727,96.92345
,,11.465,95.84652,98.0019,96.92421
,,11.455,95.85339,97.99655,96.92497
,,11.445,95.86022,97.99122,96.92572
,,11.435,95.86703,97.98591,96.92647
,,11.425,95.87381,97.98062,96.92721
,,11.415,95.88056,97.97535,96.92795
,,11.405,95.88728,97.97011,96.92869
,,11.395,95.89397,97.96488,96.92943
,,11.385,95.90063,97.95968,96.93016
,,11.375,95.90726,97.95451,96.93088
,,11.365,95.91386,97.94935,96.9316
,,11.355,95.92043,97.94422,96.93232
,,11.345,95.92697,97.93911,96.93304
,,11.335,95.93348,97.93402,96.93375
,,11.325,95.93995,97.92896,96.93446
,,11.315,95.9464,97.92392,96.93516
,,11.305,95.95282,97.9189,96.93586
,,11.295,95.9592,97.91391,96.93655
,,11.285,95.96555,97.90894,96.93725
,,11.275,95.97187,97.90399,96.93793
,,11.265,95.97816,97.89907,96.93862
,,11.255,95.98442,97.89417,96.9393
,,11.245,95.99065,97.8893,96.93997
,,11.235,95.99684,97.88445,96.94064
,,11.225,96.003,97.87962,96.94131
,,11.215,96.00913,97.87482,96.94198
,,11.205,96.01522,97.87005,96.94264
,,11.195,96.02129,97.8653,96.94329
,,11.185,96.02732,97.86057,96.94395
,,11.175,96.03331,97.85587,96.94459
,,11.165,96.03928,97.8512,96.94524
,,11.155,96.0452,97.84655,96.94588
,,11.145,96.05071,97.84224,96.94647
,,11.135,96.05657,97.83764,96.9471
,,11.125,96.0624,97.83306,96.94773
,,11.115,96.0682,97.82852,96.94836
,,11.105,96.07396,97.82399,96.94898
,,11.095,96.07969,97.8195,96.94959
,,11.085,96.08538,97.81503,96.95021
,,11.075,96.09104,97.81059,96.95081
,,11.065,96.09666,97.80617,96.95142
,,11.055,96.10188,97.80208,96.95198
,,11.045,96.10743,97.79771,96.95257
,,11.035,96.11295,97.79338,96.95317
,,11.025,96.11844,97.78907,96.95375
,,11.015,96.12389,97.78479,96.95434
,,11.005,96.1293,97.78053,96.95492
,,10.995,96.13432,97.77659,96.95545
,,10.985,96.13966,97.77238,96.95602
,,10.975,96.14497,97.76821,96.95659
,,10.965,96.15024,97.76407,96.95715
,,10.955,96.15548,97.75995,96.95771
,,10.945,96.16068,97.75586,96.95827
,,10.935,96.1655,97.75207,96.95878
,,10.925,96.17063,97.74803,96.95933
,,10.915,96.17572,97.74402,96.95987
,,10.905,96.18078,97.74005,96.96041
,,10.895,96.18579,97.7361,96.96094
,,10.885,96.19044,97.73244,96.96144
,,10.875,96.19539,97.72854,96.96197
,,10.865,96.2003,97.72468,96.96249
,,10.855,96.20517,97.72084,96.96301
,,10.845,96.21,97.71703,96.96352
,,10.835,96.21448,97.71351,96.96399
,,10.825,96.21924,97.70976,96.9645
,,10.815,96.22396,97.70604,96.965
,,10.805,96.22865,97.70234,96.9655
,,10.795,96.23299,97.69893,96.96596
,,10.785,96.2376,97.69529,96.96645
,,10.775,96.24217,97.69169,96.96693
,,10.765,96.24671,97.68811,96.96741
,,10.755,96.2509,97.68481,96.96785
,,10.745,96.25536,97.68129,96.96833
,,10.735,96.25979,97.6778,96.96879
,,10.725,96.26388,97.67458,96.96923
,,10.715,96.26822,97.67115,96.96969
,,10.705,96.27253,97.66775,96.97014
,,10.695,96.2768,97.66439,96.97059
,,10.685,96.28075,97.66127,96.97101
,,10.675,96.28494,97.65797,96.97145
,,10.665,96.28909,97.65469,96.97189
,,10.655,96.29293,97.65166,96.9723
,,10.645,96.29701,97.64844,96.97273
,,10.635,96.30105,97.64526,96.97315
,,10.626,96.30478,97.64231,96.97355
,,10.615,96.30874,97.63919,96.97397
,,10.605,96.31266,97.6361,96.97438
,,10.595,96.31655,97.63303,96.97479
,,10.585,96.32013,97.6302,96.97517
,,10.575,96.32394,97.6272,96.97557
,,10.566,96.32745,97.62443,96.97594
,,10.555,96.33118,97.62149,96.97633
,,10.545,96.33486,97.61858,96.97672
,,10.536,96.33827,97.6159,96.97708
,,10.525,96.34187,97.61305,96.97746
,,10.515,96.34544,97.61024,96.97784
,,10.506,96.34874,97.60764,96.97819
,,10.495,96.35223,97.60488,96.97855
,,10.485,96.35568,97.60216,96.97892
,,10.475,96.35886,97.59965,96.97926
,,10.465,96.36223,97.59699,96.97961
,,10.456,96.36534,97.59454,96.97994
,,10.445,96.36863,97.59195,96.98029
,,10.435,96.37188,97.58938,96.98063
,,10.426,96.37488,97.58702,96.98095
,,10.415,96.37805,97.58452,96.98128
,,10.406,96.38097,97.58222,96.98159
,,10.395,96.38407,97.57978,96.98192
,,10.385,96.38712,97.57737,96.98224
,,10.375,96.38993,97.57516,96.98254
,,10.365,96.3929,97.57282,96.98286
,,10.356,96.39564,97.57066,96.98315
,,10.345,96.39853,97.56838,96.98346
,,10.336,96.40119,97.56629,96.98374
,,10.325,96.404,97.56407,96.98404
,,10.315,96.40678,97.56189,96.98433
,,10.306,96.40932,97.55989,96.98461
,,10.295,96.41202,97.55777,96.98489
,,10.286,96.41449,97.55583,96.98516
,,10.275,96.4171,97.55377,96.98544
,,10.266,96.4195,97.55189,96.98569
,,10.255,96.42203,97.5499,96.98597
,,10.246,96.42436,97.54807,96.98622
,,10.235,96.42681,97.54615,96.98648
,,10.226,96.42906,97.54439,96.98672
,,10.215,96.43143,97.54253,96.98698
,,10.206,96.4336,97.54082,96.98721
,,10.195,96.43589,97.53903,96.98746
,,10.185,96.43814,97.53727,96.9877
,,10.175,96.4402,97.53565,96.98793
,,10.165,96.44237,97.53396,96.98817
,,10.155,96.44436,97.53241,96.98838
,,10.145,96.44645,97.53078,96.98861
,,10.135,96.44836,97.52928,96.98882
,,10.126,96.45023,97.52782,96.98903
,,10.115,96.4522,97.52629,96.98924
,,10.106,96.454,97.52489,96.98944
,,10.095,96.45589,97.52342,96.98965
,,10.086,96.45761,97.52208,96.98984
,,10.075,96.45942,97.52067,96.99005
,,10.066,96.46107,97.51939,96.99023
,,10.055,96.4628,97.51806,96.99043
,,10.046,96.46437,97.51684,96.9906
,,10.035,96.46602,97.51556,96.99079
,,10.026,96.46752,97.51441,96.99096
,,10.015,96.46908,97.5132,96.99114
,,10.006,96.47051,97.5121,96.99131
,,9.996,96.4719,97.51104,96.99147
,,9.985,96.47334,97.50993,96.99164
,,9.976,96.47466,97.50892,96.99179
,,9.965,96.47603,97.50788,96.99195
,,9.956,96.47726,97.50693,96.9921
,,9.945,96.47855,97.50595,96.99225
,,9.936,96.47972,97.50507,96.99239
,,9.926,96.48084,97.50422,96.99253
,,9.915,96.48201,97.50334,96.99267
,,9.906,96.48307,97.50254,96.99281
,,9.895,96.48416,97.50173,96.99294
,,9.886,96.48514,97.501,96.99307
,,9.876,96.48608,97.5003,96.99319
,,9.865,96.48705,97.49958,96.99331
,,9.856,96.48792,97.49894,96.99343
,,9.845,96.48881,97.49828,96.99355
,,9.836,96.48961,97.4977,96.99365
,,9.826,96.49037,97.49715,96.99376
,,9.815,96.49114,97.4966,96.99387
,,9.806,96.49183,97.49611,96.99397
,,9.796,96.49248,97.49565,96.99406
,,9.786,96.49313,97.49519,96.99416
,,9.776,96.49371,97.49479,96.99425
,,9.766,96.49425,97.49442,96.99434
,,9.756,96.49479,97.49406,96.99442
,,9.746,96.49526,97.49375,96.9945
,,9.735,96.49572,97.49345,96.99459
,,9.726,96.49612,97.4932,96.99466
,,9.716,96.49648,97.49298,96.99473
,,9.705,96.49683,97.49278,96.9948
,,9.696,96.49711,97.49262,96.99487
,,9.686,96.49737,97.49249,96.99493
,,9.675,96.4976,97.49239,96.99499
,,9.666,96.49778,97.49232,96.99505
,,9.656,96.49793,97.49228,96.9951
,,9.646,96.49804,97.49227,96.99515
,,9.636,96.49812,97.49229,96.9952
,,9.626,96.49816,97.49234,96.99525
,,9.616,96.49816,97.49242,96.99529
,,9.606,96.49813,97.49254,96.99533
,,9.596,96.49806,97.49268,96.99537
,,9.586,96.49796,97.49284,96.9954
,,9.575,96.49781,97.49305,96.99543
,,9.566,96.49764,97.49328,96.99546
,,9.556,96.49744,97.49354,96.99549
,,9.546,96.4972,97.49382,96.99551
,,9.536,96.4969,97.49416,96.99553
,,9.526,96.49659,97.4945,96.99555
,,9.516,96.49625,97.49488,96.99556
,,9.506,96.49587,97.49528,96.99557
,,9.496,96.49543,97.49574,96.99558
,,9.486,96.49498,97.4962,96.99559
,,9.476,96.4945,97.49669,96.9956
,,9.466,96.49395,97.49724,96.9956
,,9.456,96.4934,97.49779,96.9956
,,9.446,96.49282,97.49836,96.99559
,,9.436,96.4922,97.49897,96.99559
,,9.426,96.49156,97.4996,96.99558
,,9.416,96.49083,97.50031,96.99557
,,9.406,96.49011,97.501,96.99555
,,9.396,96.48936,97.50172,96.99554
,,9.386,96.48858,97.50246,96.99552
,,9.376,96.48771,97.50329,96.9955
,,9.366,96.48686,97.50409,96.99548
,,9.356,96.48598,97.50492,96.99545
,,9.346,96.48506,97.50578,96.99542
,,9.336,96.48412,97.50667,96.99539
,,9.326,96.48307,97.50765,96.99536
,,9.316,96.48206,97.50859,96.99533
,,9.306,96.48102,97.50956,96.99529
,,9.296,96.47994,97.51056,96.99525
,,9.286,96.47884,97.51159,96.99521
,,9.276,96.47762,97.51271,96.99517
,,9.266,96.47644,97.5138,96.99512
,,9.256,96.47524,97.5149,96.99507
,,9.246,96.47401,97.51604,96.99502
,,9.236,96.47275,97.5172,96.99497
,,9.226,96.47136,97.51848,96.99492
,,9.216,96.47003,97.5197,96.99486
,,9.206,96.46867,97.52094,96.99481
,,9.196,96.46728,97.52221,96.99475
,,9.186,96.46586,97.52351,96.99469
,,9.176,96.46442,97.52483,96.99462
,,9.166,96.46283,97.52628,96.99455
,,9.156,96.46132,97.52766,96.99449
,,9.146,96.45978,97.52906,96.99442
,,9.136,96.45821,97.53049,96.99435
,,9.126,96.45661,97.53195,96.99428
,,9.116,96.45498,97.53343,96.99421
,,9.106,96.45332,97.53494,96.99413
,,9.096,96.45151,97.53659,96.99405
,,9.086,96.44979,97.53815,96.99397
,,9.076,96.44804,97.53974,96.99389
,,9.066,96.44627,97.54135,96.99381
,,9.056,96.44446,97.54299,96.99372
,,9.046,96.44263,97.54465,96.99364
,,9.036,96.44077,97.54634,96.99355
,,9.026,96.43888,97.54805,96.99347
,,9.016,96.43696,97.54979,96.99338
,,9.006,96.43488,97.55168,96.99328
,,8.996,96.4329,97.55347,96.99319
,,8.986,96.4309,97.55529,96.99309
,,8.976,96.42887,97.55713,96.993
,,8.966,96.42681,97.55899,96.9929
,,8.956,96.42473,97.56088,96.9928
,,8.946,96.42262,97.56279,96.99271
,,8.936,96.42048,97.56473,96.99261
,,8.926,96.41831,97.56669,96.9925
,,8.916,96.41612,97.56868,96.9924
,,8.906,96.41391,97.57069,96.9923
,,8.897,96.41166,97.57272,96.99219
,,8.886,96.40923,97.57492,96.99208
,,8.876,96.40694,97.57701,96.99197
,,8.866,96.40461,97.57911,96.99186
,,8.856,96.40227,97.58124,96.99175
,,8.846,96.39989,97.58339,96.99164
,,8.836,96.39749,97.58557,96.99153
,,8.826,96.39507,97.58776,96.99142
,,8.816,96.39262,97.58999,96.9913
,,8.806,96.39015,97.59223,96.99119
,,8.796,96.38765,97.59449,96.99107
,,8.786,96.38513,97.59678,96.99096
,,8.776,96.38259,97.59909,96.99084
,,8.766,96.38002,97.60143,96.99072
,,8.756,96.37743,97.60378,96.99061
,,8.746,96.37481,97.60616,96.99049
,,8.736,96.37217,97.60856,96.99037
,,8.726,96.36951,97.61098,96.99025
,,8.716,96.36682,97.61343,96.99012
,,8.706,96.36411,97.61589,96.99
,,8.696,96.36138,97.61838,96.98988
,,8.686,96.35863,97.62088,96.98976
,,8.676,96.35585,97.62341,96.98963
,,8.667,96.35306,97.62596,96.98951
,,8.657,96.35024,97.62853,96.98938
,,8.647,96.34739,97.63112,96.98926
,,8.637,96.34453,97.63373,96.98913
,,8.627,96.34165,97.63637,96.98901
,,8.617,96.33874,97.63902,96.98888
,,8.606,96.33581,97.64169,96.98875
,,8.596,96.33287,97.64439,96.98863
,,8.586,96.3299,97.6471,96.9885
,,8.576,96.32691,97.64983,96.98837
,,8.566,96.3239,97.65258,96.98824
,,8.556,96.32088,97.65536,96.98812
,,8.546,96.31783,97.65815,96.98799
,,8.536,96.31476,97.66096,96.98786
,,8.526,96.31167,97.66379,96.98773
,,8.516,96.30857,97.66664,96.9876
,,8.506,96.30544,97.6695,96.98747
,,8.496,96.3023,97.67239,96.98734
,,8.486,96.29914,97.6753,96.98722
,,8.476,96.29596,97.67822,96.98709
,,8.466,96.29276,97.68116,96.98696
,,8.456,96.28954,97.68412,96.98683
,,8.446,96.28631,97.6871,96.9867
,,8.436,96.28306,97.69009,96.98657
,,8.427,96.28002,97.69289,96.98646
,,8.417,96.27674,97.69592,96.98633
,,8.407,96.27344,97.69897,96.9862
,,8.397,96.27012,97.70203,96.98607
,,8.387,96.26678,97.70511,96.98595
,,8.377,96.26343,97.70821,96.98582
,,8.366,96.26007,97.71132,96.98569
,,8.356,96.25668,97.71445,96.98557
,,8.346,96.25329,97.7176,96.98544
,,8.336,96.24987,97.72077,96.98532
,,8.326,96.24644,97.72395,96.98519
,,8.316,96.243,97.72714,96.98507
,,8.307,96.23979,97.73012,96.98496
,,8.297,96.23632,97.73335,96.98483
,,8.287,96.23283,97.73659,96.98471
,,8.277,96.22933,97.73985,96.98459
,,8.267,96.22582,97.74312,96.98447
,,8.256,96.22229,97.74641,96.98435
,,8.246,96.21875,97.74971,96.98423
,,8.236,96.2152,97.75302,96.98411
,,8.226,96.21163,97.75636,96.98399
,,8.217,96.20831,97.75946,96.98389
,,8.207,96.20472,97.76282,96.98377
,,8.197,96.20112,97.76619,96.98366
,,8.187,96.1975,97.76958,96.98354
,,8.177,96.19388,97.77298,96.98343
,,8.166,96.19024,97.77639,96.98332
,,8.156,96.18659,97.77982,96.9832
,,8.147,96.18319,97.78301,96.9831
,,8.137,96.17952,97.78646,96.98299
,,8.127,96.17584,97.78993,96.98289
,,8.117,96.17215,97.79341,96.98278
,,8.107,96.16845,97.7969,96.98267
,,8.096,96.16474,97.8004,96.98257
,,8.086,96.16102,97.80391,96.98247
,,8.077,96.15756,97.80719,96.98237
,,8.067,96.15382,97.81072,96.98227
,,8.057,96.15007,97.81427,96.98217
,,8.047,96.14632,97.81783,96.98207
,,8.036,96.14255,97.8214,96.98198
,,8.026,96.13878,97.82498,96.98188
,,8.017,96.13527,97.82832,96.9818
,,8.007,96.13148,97.83192,96.9817
,,7.997,96.12769,97.83554,96.98161
,,7.987,96.12389,97.83916,96.98152
,,7.976,96.12008,97.84279,96.98144
,,7.967,96.11654,97.84618,96.98136
,,7.957,96.11272,97.84983,96.98127
,,7.947,96.10889,97.85349,96.98119
,,7.937,96.10506,97.85716,96.98111
,,7.927,96.10122,97.86084,96.98103
,,7.916,96.09737,97.86453,96.98095
,,7.907,96.0938,97.86797,96.98088
,,7.897,96.08994,97.87167,96.98081
,,7.887,96.08609,97.87539,96.98074
,,7.877,96.08222,97.87911,96.98067
,,7.867,96.07863,97.88258,96.9806
,,7.857,96.07476,97.88632,96.98054
,,7.847,96.07089,97.89006,96.98047
,,7.837,96.06701,97.89382,96.98041
,,7.826,96.06313,97.89758,96.98035
,,7.817,96.05952,97.90108,96.9803
,,7.807,96.05563,97.90485,96.98024
,,7.797,96.05174,97.90863,96.98019
,,7.787,96.04785,97.91242,96.98014
,,7.777,96.04424,97.91594,96.98009
,,7.767,96.04034,97.91975,96.98004
,,7.757,96.03645,97.92355,96.98
,,7.747,96.03255,97.92736,96.97996
,,7.737,96.02893,97.93091,96.97992
,,7.727,96.02503,97.93473,96.97988
,,7.717,96.02113,97.93856,96.97984
,,7.707,96.01723,97.94239,96.97981
,,7.697,96.01361,97.94595,96.97978
,,7.687,96.00971,97.9498,96.97975
,,7.677,96.00581,97.95364,96.97973
,,7.667,96.00192,97.95749,96.9797
,,7.657,95.9983,97.96107,96.97969
,,7.647,95.9944,97.96493,96.97967
,,7.637,95.99051,97.96879,96.97965
,,7.627,95.98662,97.97266,96.97964
,,7.617,95.98301,97.97625,96.97963
,,7.607,95.97912,97.98012,96.97962
,,7.597,95.97524,97.98399,96.97962
,,7.587,95.97163,97.98759,96.97961
,,7.577,95.96776,97.99147,96.97961
,,7.567,95.96388,97.99535,96.97962
,,7.557,95.96001,97.99923,96.97962
,,7.547,95.95642,98.00284,96.97963
,,7.537,95.95256,98.00673,96.97964
,,7.527,95.9487,98.01061,96.97966
,,7.517,95.94512,98.01423,96.97968
,,7.507,95.94128,98.01812,96.9797
,,7.497,95.93743,98.02201,96.97972
,,7.487,95.93387,98.02562,96.97974
,,7.477,95.93004,98.02951,96.97977
,,7.467,95.92621,98.0334,96.97981
,,7.457,95.92239,98.03729,96.97984
,,7.447,95.91885,98.04091,96.97988
,,7.437,95.91505,98.0448,96.97992
,,7.427,95.91125,98.04869,96.97997
,,7.417,95.90773,98.0523,96.98001
,,7.407,95.90394,98.05619,96.98006
,,7.397,95.90017,98.06007,96.98012
,,7.387,95.89667,98.06368,96.98017
,,7.377,95.89291,98.06757,96.98024
,,7.367,95.88916,98.07145,96.9803
,,7.357,95.88568,98.07505,96.98037
,,7.347,95.88195,98.07893,96.98044
,,7.337,95.87822,98.0828,96.98051
,,7.327,95.87477,98.0864,96.98059
,,7.317,95.87107,98.09027,96.98067
,,7.307,95.86737,98.09414,96.98075
,,7.297,95.86395,98.09772,96.98084
,,7.287,95.86028,98.10158,96.98093
,,7.277,95.85662,98.10544,96.98103
,,7.267,95.85322,98.10902,96.98112
,,7.257,95.84958,98.11287,96.98122
,,7.247,95.84621,98.11644,96.98132
,,7.237,95.8426,98.12028,96.98144
,,7.227,95.83899,98.12411,96.98155
,,7.217,95.83566,98.12767,96.98166
,,7.207,95.83208,98.13149,96.98178
,,7.197,95.82851,98.13531,96.98191
,,7.187,95.82521,98.13885,96.98203
,,7.177,95.82167,98.14266,96.98216
,,7.167,95.81839,98.14619,96.98229
,,7.157,95.81488,98.14999,96.98243
,,7.147,95.81138,98.15378,96.98258
,,7.137,95.80814,98.15729,96.98272
,,7.127,95.80467,98.16107,96.98287
,,7.117,95.80122,98.16484,96.98303
,,7.107,95.79802,98.16834,96.98318
,,7.097,95.7946,98.17209,96.98335
,,7.087,95.79143,98.17557,96.9835
,,7.077,95.78804,98.17931,96.98368
,,7.067,95.78466,98.18304,96.98385
,,7.057,95.78154,98.1865,96.98402
,,7.047,95.7782,98.19022,96.98421
,,7.037,95.77511,98.19366,96.98438
,,7.027,95.7718,98.19736,96.98458
,,7.017,95.7685,98.20105,96.98478
,,7.007,95.76546,98.20447,96.98497
,,6.997,95.7622,98.20814,96.98517
,,6.987,95.7592,98.21154,96.98537
,,6.977,95.75597,98.21519,96.98558
,,6.968,95.753,98.21858,96.98579
,,6.957,95.74982,98.22221,96.98601
,,6.947,95.74665,98.22583,96.98624
,,6.937,95.74373,98.22918,96.98646
