,,Wavelength (µm),"Reflectance, P-Pol. (%)","Reflectance, S-Pol. (%)","Reflectance, Unpol. (%)"
,,6.927,95.7406,98.23278,96.98669
,,6.917,95.73772,98.23612,96.98692
,,6.907,95.73463,98.2397,96.98716
,,6.898,95.73178,98.24301,96.9874
,,6.887,95.72874,98.24657,96.98765
,,6.877,95.72571,98.25011,96.98791
,,6.867,95.72292,98.25339,96.98816
,,6.857,95.71994,98.25691,96.98842
,,6.847,95.71719,98.26017,96.98868
,,6.837,95.71425,98.26366,96.98895
,,6.828,95.71154,98.2669,96.98922
,,6.817,95.70864,98.27037,96.9895
,,6.808,95.70597,98.27358,96.98977
,,6.797,95.70312,98.27702,96.99007
,,6.788,95.70049,98.28021,96.99035
,,6.777,95.69768,98.28362,96.99065
,,6.767,95.6949,98.28702,96.99096
,,6.757,95.69234,98.29017,96.99125
,,6.747,95.6896,98.29354,96.99157
,,6.737,95.68708,98.29666,96.99187
,,6.727,95.68439,98.30001,96.9922
,,6.717,95.68192,98.3031,96.99251
,,6.707,95.67928,98.30642,96.99285
,,6.698,95.67685,98.30948,96.99317
,,6.687,95.67426,98.31277,96.99351
,,6.678,95.67188,98.3158,96.99384
,,6.667,95.66934,98.31905,96.9942
,,6.658,95.66701,98.32206,96.99453
,,6.647,95.66452,98.32528,96.9949
,,6.638,95.66223,98.32826,96.99525
,,6.627,95.6598,98.33145,96.99562
,,6.618,95.65756,98.33439,96.99598
,,6.607,95.65518,98.33755,96.99636
,,6.598,95.65299,98.34046,96.99673
,,6.587,95.65066,98.34358,96.99712
,,6.578,95.64853,98.34646,96.99749
,,6.567,95.64625,98.34955,96.9979
,,6.558,95.64417,98.35239,96.99828
,,6.547,95.64195,98.35544,96.9987
,,6.538,95.63991,98.35826,96.99909
,,6.527,95.63775,98.36127,96.99951
,,6.518,95.63577,98.36405,96.99991
,,6.507,95.63367,98.36703,97.00035
,,6.498,95.63174,98.36977,97.00075
,,6.487,95.62969,98.37271,97.0012
,,6.478,95.62782,98.37542,97.00162
,,6.467,95.62583,98.37832,97.00207
,,6.458,95.62401,98.38099,97.0025
,,6.447,95.62208,98.38385,97.00297
,,6.438,95.62032,98.38649,97.0034
,,6.427,95.61845,98.3893,97.00388
,,6.418,95.61675,98.3919,97.00433
,,6.408,95.61507,98.39448,97.00478
,,6.397,95.61329,98.39724,97.00527
,,6.388,95.61167,98.39978,97.00573
,,6.377,95.60996,98.4025,97.00623
,,6.368,95.60839,98.405,97.0067
,,6.357,95.60674,98.40767,97.00721
,,6.348,95.60524,98.41014,97.00769
,,6.337,95.60365,98.41276,97.00821
,,6.328,95.60221,98.41519,97.0087
,,6.317,95.60068,98.41777,97.00923
,,6.308,95.5993,98.42015,97.00972
,,6.298,95.59794,98.42251,97.01023
,,6.288,95.59652,98.42503,97.01077
,,6.278,95.59522,98.42735,97.01129
,,6.267,95.59386,98.42982,97.01184
,,6.258,95.59263,98.4321,97.01236
,,6.247,95.59134,98.43452,97.01293
,,6.238,95.59017,98.43676,97.01346
,,6.228,95.58903,98.43897,97.014
,,6.218,95.58783,98.44132,97.01458
,,6.208,95.58676,98.44349,97.01512
,,6.197,95.58563,98.4458,97.01572
,,6.188,95.58462,98.44792,97.01627
,,6.177,95.58356,98.45018,97.01687
,,6.168,95.58262,98.45226,97.01744
,,6.158,95.5817,98.45431,97.018
,,6.148,95.58075,98.4565,97.01862
,,6.138,95.5799,98.4585,97.0192
,,6.127,95.57901,98.46064,97.01983
,,6.118,95.57823,98.4626,97.02041
,,6.108,95.57748,98.46454,97.02101
,,6.098,95.5767,98.4666,97.02165
,,6.088,95.57601,98.46849,97.02225
,,6.078,95.57531,98.4705,97.0229
,,6.068,95.57469,98.47234,97.02351
,,6.057,95.57406,98.4743,97.02418
,,6.048,95.57351,98.47609,97.0248
,,6.038,95.57299,98.47786,97.02542
,,6.028,95.57246,98.47974,97.0261
,,6.018,95.57201,98.48146,97.02673
,,6.008,95.57159,98.48315,97.02737
,,5.998,95.57118,98.48495,97.02807
,,5.988,95.57083,98.48659,97.02871
,,5.978,95.57049,98.48834,97.02942
,,5.968,95.57021,98.48993,97.03007
,,5.958,95.56997,98.4915,97.03073
,,5.948,95.56974,98.49316,97.03145
,,5.938,95.56956,98.49468,97.03212
,,5.927,95.56941,98.49629,97.03285
,,5.918,95.56931,98.49775,97.03353
,,5.908,95.56924,98.49919,97.03421
,,5.898,95.5692,98.50071,97.03495
,,5.888,95.5692,98.5021,97.03565
,,5.878,95.56923,98.50346,97.03635
,,5.868,95.56931,98.5049,97.0371
,,5.858,95.56941,98.50621,97.03781
,,5.847,95.56956,98.50758,97.03857
,,5.838,95.56974,98.50884,97.03929
,,5.828,95.56995,98.51007,97.04001
,,5.818,95.57022,98.51136,97.04079
,,5.808,95.5705,98.51253,97.04152
,,5.798,95.57082,98.51368,97.04225
,,5.788,95.57121,98.51488,97.04304
,,5.778,95.5716,98.51597,97.04379
,,5.768,95.57202,98.51704,97.04453
,,5.758,95.57252,98.51815,97.04534
,,5.748,95.57302,98.51916,97.04609
,,5.738,95.57356,98.52014,97.04685
,,5.728,95.57417,98.52117,97.04767
,,5.718,95.57478,98.52209,97.04844
,,5.708,95.57543,98.52299,97.04921
,,5.698,95.57616,98.52393,97.05004
,,5.688,95.57688,98.52477,97.05082
,,5.678,95.57763,98.52558,97.05161
,,5.668,95.57848,98.52643,97.05245
,,5.658,95.57931,98.52718,97.05325
,,5.648,95.58018,98.52791,97.05404
,,5.638,95.58115,98.52866,97.0549
,,5.628,95.58208,98.52933,97.05571
,,5.618,95.58306,98.52997,97.05651
,,5.608,95.58414,98.53063,97.05739
,,5.598,95.58519,98.53121,97.0582
,,5.588,95.58627,98.53177,97.05902
,,5.578,95.58748,98.53233,97.05991
,,5.568,95.58864,98.53283,97.06073
,,5.558,95.58983,98.53329,97.06156
,,5.548,95.59116,98.53377,97.06246
,,5.538,95.59243,98.53417,97.0633
,,5.528,95.59373,98.53455,97.06414
,,5.518,95.59518,98.53493,97.06505
,,5.508,95.59655,98.53525,97.0659
,,5.498,95.59797,98.53554,97.06675
,,5.488,95.59942,98.5358,97.06761
,,5.478,95.60102,98.53605,97.06853
,,5.468,95.60255,98.53625,97.0694
,,5.458,95.60411,98.53642,97.07026
,,5.448,95.60583,98.53657,97.0712
,,5.438,95.60746,98.53668,97.07207
,,5.428,95.60913,98.53677,97.07295
,,5.418,95.61097,98.53682,97.0739
,,5.408,95.61272,98.53684,97.07478
,,5.398,95.6145,98.53684,97.07567
,,5.388,95.61632,98.5368,97.07656
,,5.378,95.61831,98.53672,97.07752
,,5.368,95.6202,98.53663,97.07841
,,5.358,95.62213,98.5365,97.07931
,,5.348,95.62424,98.53633,97.08028
,,5.338,95.62624,98.53614,97.08119
,,5.328,95.62828,98.53592,97.0821
,,5.318,95.63035,98.53567,97.08301
,,5.308,95.63262,98.53537,97.08399
,,5.298,95.63476,98.53506,97.08491
,,5.288,95.63694,98.53472,97.08583
,,5.279,95.63915,98.53435,97.08675
,,5.268,95.64158,98.53392,97.08775
,,5.258,95.64386,98.53349,97.08867
,,5.248,95.64618,98.53302,97.0896
,,5.238,95.64872,98.53249,97.09061
,,5.228,95.65112,98.53197,97.09154
,,5.218,95.65354,98.53142,97.09248
,,5.208,95.65601,98.53084,97.09342
,,5.198,95.6587,98.53018,97.09444
,,5.188,95.66123,98.52953,97.09538
,,5.178,95.6638,98.52886,97.09633
,,5.169,95.6664,98.52815,97.09728
,,5.158,95.66924,98.52736,97.0983
,,5.148,95.67192,98.5266,97.09926
,,5.138,95.67462,98.5258,97.10021
,,5.129,95.67736,98.52497,97.10117
,,5.118,95.68035,98.52405,97.1022
,,5.108,95.68316,98.52316,97.10316
,,5.098,95.686,98.52225,97.10413
,,5.089,95.68888,98.5213,97.10509
,,5.078,95.69202,98.52025,97.10613
,,5.068,95.69496,98.51924,97.1071
,,5.058,95.69794,98.5182,97.10807
,,5.049,95.70095,98.51713,97.10904
,,5.038,95.70423,98.51595,97.11009
,,5.028,95.70731,98.51482,97.11107
,,5.018,95.71042,98.51367,97.11204
,,5.009,95.71356,98.51248,97.11302
,,4.998,95.71689,98.5112,97.11404
,,4.988,95.72015,98.50993,97.11504
,,4.978,95.72338,98.50866,97.11602
,,4.968,95.72672,98.50732,97.11702
,,4.958,95.7301,98.50596,97.11803
,,4.948,95.73351,98.50456,97.11903
,,4.938,95.73695,98.50313,97.12004
,,4.928,95.74035,98.5017,97.12103
,,4.918,95.74387,98.50021,97.12204
,,4.908,95.74734,98.49872,97.12303
,,4.898,95.75093,98.49716,97.12404
,,4.889,95.75447,98.49561,97.12504
,,4.878,95.75812,98.49399,97.12606
,,4.868,95.76173,98.49237,97.12705
,,4.858,95.76545,98.49069,97.12807
,,4.848,95.76913,98.48901,97.12907
,,4.838,95.77283,98.48731,97.13007
,,4.829,95.77657,98.48557,97.13107
,,4.818,95.78043,98.48376,97.1321
,,4.808,95.78423,98.48196,97.1331
,,4.798,95.78807,98.48013,97.1341
,,4.788,95.79194,98.47827,97.1351
,,4.778,95.79583,98.47638,97.13611
,,4.768,95.79977,98.47446,97.13711
,,4.758,95.80373,98.47251,97.13812
,,4.749,95.80763,98.47058,97.1391
,,4.739,95.81165,98.46857,97.14011
,,4.729,95.81571,98.46652,97.14112
,,4.718,95.81979,98.46445,97.14212
,,4.709,95.82381,98.4624,97.1431
,,4.699,95.82795,98.46027,97.14411
,,4.688,95.83213,98.45811,97.14512
,,4.679,95.83623,98.45597,97.1461
,,4.668,95.84047,98.45374,97.14711
,,4.659,95.84463,98.45155,97.14809
,,4.648,95.84892,98.44927,97.14909
,,4.639,95.85314,98.44701,97.15007
,,4.628,95.85749,98.44467,97.15108
,,4.619,95.86176,98.44236,97.15206
,,4.609,95.86605,98.44002,97.15303
,,4.599,95.87038,98.43765,97.15401
,,4.588,95.87484,98.43519,97.15501
,,4.579,95.87921,98.43276,97.15599
,,4.569,95.88361,98.43031,97.15696
,,4.559,95.88804,98.42783,97.15793
,,4.549,95.89249,98.42532,97.1589
,,4.539,95.89697,98.42278,97.15987
,,4.529,95.90147,98.42021,97.16084
,,4.519,95.90599,98.41762,97.16181
,,4.509,95.91054,98.415,97.16277
,,4.499,95.91511,98.41236,97.16373
,,4.489,95.91971,98.40968,97.16469
,,4.479,95.92421,98.40705,97.16563
,,4.469,95.92885,98.40432,97.16658
,,4.459,95.93351,98.40157,97.16754
,,4.449,95.93819,98.39879,97.16849
,,4.439,95.94278,98.39605,97.16941
,,4.429,95.9475,98.39322,97.17036
,,4.419,95.95212,98.39043,97.17128
,,4.409,95.95689,98.38754,97.17221
,,4.399,95.96155,98.38471,97.17313
,,4.389,95.96635,98.38177,97.17406
,,4.379,95.97105,98.37888,97.17497
,,4.369,95.97589,98.3759,97.17589
,,4.359,95.98062,98.37297,97.17679
,,4.349,95.98537,98.37001,97.17769
,,4.339,95.99026,98.36695,97.1786
,,4.329,95.99504,98.36394,97.17949
,,4.319,95.99984,98.36091,97.18038
,,4.309,96.00465,98.35786,97.18126
,,4.299,96.00948,98.35478,97.18213
,,4.289,96.01444,98.35161,97.18303
,,4.279,96.0193,98.34849,97.18389
,,4.269,96.02417,98.34534,97.18476
,,4.259,96.02905,98.34218,97.18561
,,4.249,96.03394,98.33899,97.18647
,,4.239,96.03884,98.33578,97.18731
,,4.229,96.04376,98.33255,97.18816
,,4.219,96.04856,98.32939,97.18897
,,4.209,96.05349,98.32612,97.1898
,,4.199,96.05844,98.32282,97.19063
,,4.189,96.06339,98.31951,97.19145
,,4.179,96.06835,98.31618,97.19227
,,4.169,96.07319,98.31291,97.19305
,,4.159,96.07817,98.30954,97.19386
,,4.149,96.08315,98.30615,97.19465
,,4.139,96.08802,98.30283,97.19542
,,4.129,96.09301,98.2994,97.19621
,,4.119,96.09801,98.29596,97.19698
,,4.109,96.10288,98.29258,97.19773
,,4.099,96.10789,98.2891,97.1985
,,4.089,96.11277,98.28569,97.19923
,,4.079,96.11766,98.28226,97.19996
,,4.069,96.12267,98.27873,97.2007
,,4.059,96.12756,98.27527,97.20142
,,4.049,96.13258,98.27171,97.20214
,,4.039,96.13746,98.26822,97.20284
,,4.029,96.14235,98.26471,97.20353
,,4.019,96.14724,98.26119,97.20422
,,4.009,96.15225,98.25757,97.20491
,,3.999,96.15713,98.25402,97.20558
,,3.989,96.16201,98.25046,97.20623
,,3.979,96.16688,98.24688,97.20688
,,3.969,96.17175,98.24329,97.20752
,,3.959,96.17662,98.23969,97.20816
,,3.949,96.18148,98.23608,97.20878
,,3.939,96.18645,98.23236,97.20941
,,3.929,96.1913,98.22872,97.21001
,,3.919,96.19601,98.22517,97.21059
,,3.909,96.20084,98.22151,97.21117
,,3.899,96.20566,98.21784,97.21175
,,3.889,96.21046,98.21416,97.21231
,,3.879,96.21526,98.21047,97.21287
,,3.869,96.22004,98.20677,97.21341
,,3.859,96.22482,98.20307,97.21394
,,3.849,96.22945,98.19945,97.21445
,,3.839,96.2342,98.19572,97.21496
,,3.829,96.23893,98.19199,97.21546
,,3.819,96.24364,98.18825,97.21595
,,3.809,96.24822,98.18461,97.21641
,,3.799,96.2529,98.18085,97.21688
,,3.789,96.25756,98.1771,97.21733
,,3.779,96.26209,98.17343,97.21776
,,3.769,96.26671,98.16966,97.21819
,,3.759,96.2712,98.16599,97.21859
,,3.749,96.27578,98.16221,97.219
,,3.739,96.28022,98.15853,97.21938
,,3.729,96.28476,98.15475,97.21975
,,3.719,96.28916,98.15106,97.22011
,,3.709,96.29364,98.14727,97.22046
,,3.699,96.29799,98.14358,97.22079
,,3.689,96.30232,98.13988,97.2211
,,3.679,96.30672,98.13609,97.22141
,,3.669,96.31099,98.1324,97.2217
,,3.659,96.31523,98.1287,97.22197
,,3.649,96.31944,98.12501,97.22223
,,3.639,96.32374,98.12122,97.22248
,,3.629,96.32788,98.11753,97.22271
,,3.619,96.332,98.11384,97.22292
,,3.609,96.33609,98.11016,97.22312
,,3.599,96.34014,98.10647,97.22331
,,3.589,96.34415,98.1028,97.22348
,,3.579,96.34824,98.09903,97.22363
,,3.569,96.35218,98.09536,97.22377
,,3.559,96.35609,98.09169,97.22389
,,3.549,96.35996,98.08803,97.224
,,3.539,96.36378,98.08438,97.22408
,,3.529,96.36757,98.08074,97.22415
,,3.519,96.37132,98.0771,97.22421
,,3.509,96.37492,98.07357,97.22425
,,3.499,96.37858,98.06995,97.22427
,,3.489,96.3822,98.06634,97.22427
,,3.479,96.38577,98.06274,97.22425
,,3.469,96.38929,98.05915,97.22422
,,3.459,96.39276,98.05557,97.22417
,,3.449,96.3961,98.0521,97.2241
,,3.439,96.39948,98.04854,97.22401
,,3.429,96.4028,98.045,97.2239
,,3.419,96.40608,98.04147,97.22378
,,3.409,96.40921,98.03805,97.22363
,,3.399,96.41238,98.03455,97.22347
,,3.389,96.41549,98.03107,97.22328
,,3.379,96.41847,98.02769,97.22308
,,3.369,96.42147,98.02424,97.22286
,,3.359,96.42433,98.0209,97.22262
,,3.349,96.42721,98.01749,97.22235
,,3.339,96.43003,98.01409,97.22206
,,3.329,96.43271,98.0108,97.22176
,,3.319,96.43541,98.00744,97.22143
,,3.309,96.43797,98.0042,97.22108
,,3.299,96.44047,98.00097,97.22072
,,3.289,96.44296,97.99767,97.22032
,,3.279,96.44533,97.99449,97.21991
,,3.269,96.44769,97.99124,97.21947
,,3.259,96.44992,97.98811,97.21901
,,3.249,96.45208,97.98499,97.21854
,,3.239,96.45423,97.98182,97.21803
,,3.229,96.45625,97.97876,97.2175
,,3.219,96.4582,97.97572,97.21696
,,3.209,96.46012,97.97263,97.21637
,,3.199,96.46191,97.96965,97.21578
,,3.189,96.46363,97.9667,97.21516
,,3.179,96.46527,97.96377,97.21452
,,3.169,96.46683,97.96088,97.21386
,,3.159,96.46835,97.95794,97.21315
,,3.149,96.46975,97.95511,97.21243
,,3.139,96.47107,97.95231,97.21169
,,3.129,96.4723,97.94954,97.21092
,,3.119,96.47344,97.94681,97.21013
,,3.109,96.4745,97.94411,97.20931
,,3.099,96.47547,97.94145,97.20846
,,3.089,96.47635,97.93883,97.20759
,,3.079,96.47714,97.93624,97.20669
,,3.069,96.47784,97.93369,97.20576
,,3.059,96.47844,97.93117,97.20481
,,3.049,96.47895,97.9287,97.20382
,,3.039,96.47936,97.92627,97.20281
,,3.029,96.47967,97.92388,97.20177
,,3.019,96.47988,97.92153,97.20071
,,3.009,96.48,97.91922,97.19961
,,3.000,96.48001,97.91702,97.19851
,,2.990,96.47992,97.9148,97.19736
,,2.980,96.47972,97.91263,97.19617
,,2.969,96.47942,97.9105,97.19496
,,2.959,96.479,97.90842,97.19371
,,2.949,96.47848,97.90639,97.19243
,,2.940,96.47787,97.90446,97.19116
,,2.929,96.47712,97.90252,97.18982
,,2.919,96.47627,97.90064,97.18845
,,2.910,96.47532,97.89886,97.18709
,,2.900,96.47423,97.89707,97.18565
,,2.889,96.47302,97.89535,97.18419
,,2.880,96.47173,97.89372,97.18273
,,2.870,96.47028,97.8921,97.18119
,,2.859,96.46871,97.89054,97.17963
,,2.850,96.46706,97.88908,97.17807
,,2.839,96.46524,97.88763,97.17644
,,2.830,96.46334,97.88629,97.17481
,,2.820,96.46126,97.88496,97.17311
,,2.810,96.45911,97.88373,97.17142
,,2.800,96.45677,97.88252,97.16965
,,2.790,96.45437,97.88141,97.16789
,,2.780,96.45176,97.88033,97.16604
,,2.770,96.44908,97.87935,97.16421
,,2.760,96.44619,97.8784,97.1623
,,2.750,96.44325,97.87754,97.1604
,,2.739,96.44008,97.87673,97.1584
,,2.730,96.43685,97.87601,97.15643
,,2.720,96.63349,97.87535,97.25442
,,2.710,96.82988,97.87475,97.35232
,,2.700,97.02623,97.87423,97.45023
,,2.690,97.02243,97.87379,97.44811
,,2.680,97.11837,97.8734,97.49589
,,2.670,97.21428,97.8731,97.54369
,,2.660,97.31003,97.87287,97.59145
,,2.650,97.4055,97.87272,97.63911
,,2.640,97.50094,97.87264,97.68679
,,2.630,97.69623,98.07265,97.88444
,,2.620,97.79136,98.17273,97.98204
,,2.610,97.88632,98.27289,98.07961
,,2.600,98.06346,98.36009,98.21178
,,2.590,98.73482,98.57282,98.65382
,,2.580,98.20099,98.58532,98.39315
,,2.570,98.69719,98.30149,98.49934
,,2.560,98.6955,98.68619,98.69085
,,2.550,98.58884,98.45181,98.52033
,,2.540,98.43017,98.53231,98.48124
,,2.530,98.55853,98.52181,98.54017
,,2.520,98.43501,98.3552,98.39511
,,2.510,98.52062,98.50821,98.51442
,,2.500,98.64565,98.49253,98.56909
,,2.490,98.63718,98.45775,98.54746
,,2.480,98.66127,98.56028,98.61078
,,2.470,98.76154,98.5695,98.66552
,,2.460,98.73711,98.60223,98.66967
,,2.450,98.72145,98.81712,98.76928
,,2.440,98.90309,98.70989,98.80649
,,2.430,98.81293,98.80337,98.80815
,,2.420,98.72589,98.73598,98.73094
,,2.410,98.80868,98.82251,98.8156
,,2.400,98.9666,98.74196,98.85428
,,2.390,98.85378,98.80638,98.83008
,,2.380,98.86929,98.69938,98.78434
,,2.370,98.87669,98.72512,98.80091
,,2.360,98.80721,98.62026,98.71373
,,2.350,98.41864,98.57791,98.49827
,,2.340,98.46554,98.53764,98.50159
,,2.330,98.63223,98.57548,98.60385
,,2.320,98.69732,98.55628,98.6268
,,2.310,98.76224,98.55576,98.659
,,2.300,98.58428,98.58432,98.5843
,,2.290,98.55368,98.48671,98.52019
,,2.280,98.51393,98.56025,98.53709
,,2.270,98.50096,98.65167,98.57631
,,2.260,98.6145,98.64031,98.62741
,,2.250,98.52396,98.79283,98.6584
,,2.240,98.54735,98.78723,98.66729
,,2.230,98.57026,98.71613,98.64319
,,2.220,98.63797,98.70788,98.67292
,,2.210,98.59547,98.57237,98.58392
,,2.200,98.63975,98.58565,98.6127
,,2.190,98.63203,97.00018,97.8161
,,2.180,98.59442,97.50858,98.0515
,,2.170,98.47732,98.47564,98.47648
,,2.160,98.52055,98.44078,98.48066
,,2.150,98.46072,98.37002,98.41537
,,2.140,98.40325,98.42218,98.41272
,,2.130,98.35768,98.41819,98.38794
,,2.120,98.38905,98.42141,98.40523
,,2.110,98.43465,98.48284,98.45875
,,2.100,98.47455,98.50381,98.48918
,,2.090,98.46705,98.54874,98.50789
,,2.080,98.56793,98.57452,98.57123
,,2.070,98.57325,98.62927,98.60126
,,2.060,98.62673,98.64598,98.63635
,,2.050,98.66325,98.61001,98.63663
,,2.040,98.714,98.64101,98.67751
,,2.030,98.72388,98.59691,98.66039
,,2.020,98.70803,98.57775,98.64289
,,2.010,98.63794,98.5754,98.60667
,,2.000,98.57906,98.56548,98.57227
,,1.990,98.55673,98.57883,98.56778
,,1.980,98.50413,98.55367,98.5289
,,1.970,98.47771,98.5654,98.52156
,,1.960,98.50812,98.52512,98.51662
,,1.950,98.54338,98.51188,98.52763
,,1.940,98.56563,98.51288,98.53926
,,1.930,98.57415,98.53642,98.55528
,,1.920,98.60789,98.53998,98.57394
,,1.910,98.55272,98.54854,98.55063
,,1.900,98.58782,98.51273,98.55027
,,1.890,98.57528,98.46986,98.52257
,,1.880,98.58769,98.39458,98.49114
,,1.870,98.50664,98.41219,98.45942
,,1.860,98.4987,98.3654,98.43205
,,1.850,98.4787,98.34677,98.41274
,,1.840,98.39891,98.31142,98.35516
,,1.830,98.36401,98.35029,98.35715
,,1.820,98.40849,98.35508,98.38179
,,1.810,98.42524,98.33818,98.38171
,,1.800,98.46957,98.32098,98.39527
,,1.790,98.53583,98.29929,98.41756
,,1.780,98.57227,98.26129,98.41678
,,1.770,98.59729,98.28487,98.44108
,,1.760,98.56347,98.31393,98.4387
,,1.750,98.55988,98.32458,98.44223
,,1.740,98.54731,98.32594,98.43662
,,1.730,98.5365,98.33622,98.43636
,,1.720,98.48854,98.32576,98.40715
,,1.710,98.47076,98.3226,98.39668
,,1.700,98.45209,98.34132,98.3967
,,1.690,98.44427,98.32062,98.38245
,,1.680,98.44325,98.32251,98.38288
,,1.670,98.44954,98.32049,98.38501
,,1.660,98.47363,98.28869,98.38116
,,1.650,98.43205,98.25945,98.34575
,,1.640,98.39728,98.24217,98.31972
,,1.630,98.39291,98.23945,98.31618
,,1.620,98.35931,98.22043,98.28987
,,1.610,98.34758,98.19051,98.26905
,,1.600,98.30332,98.18469,98.244
,,1.590,98.27105,98.17387,98.22246
,,1.580,98.28482,98.13193,98.20838
,,1.570,98.29354,98.12931,98.21143
,,1.560,98.29812,98.11129,98.20471
,,1.550,98.28465,98.072,98.17832
,,1.540,98.25445,98.06073,98.15759
,,1.530,98.22259,98.10569,98.16414
,,1.520,98.20814,98.13326,98.1707
,,1.510,98.18479,98.15574,98.17027
,,1.500,98.22917,98.14369,98.18643
,,1.490,98.24059,98.12401,98.1823
,,1.480,98.20108,98.07839,98.13973
,,1.470,98.17228,98.08804,98.13016
,,1.460,98.15983,98.11382,98.13683
,,1.450,98.11682,98.09139,98.10411
,,1.440,98.07933,98.04281,98.06107
,,1.430,98.09392,98.04495,98.06944
,,1.420,98.09379,98.03578,98.06479
,,1.410,98.07427,98.02013,98.0472
,,1.400,98.06218,97.98463,98.0234
,,1.390,98.0539,97.95424,98.00407
,,1.380,97.95593,97.93429,97.94511
,,1.370,97.93941,97.94683,97.94312
,,1.360,97.86187,98.00267,97.93227
,,1.350,97.83329,97.99935,97.91632
,,1.340,97.90827,97.90385,97.90606
,,1.330,97.93396,97.85997,97.89696
,,1.320,97.91845,97.83583,97.87714
,,1.310,97.85813,97.82265,97.84039
,,1.300,97.87611,97.79392,97.83501
,,1.290,97.92503,97.73861,97.83182
,,1.280,97.92524,97.66234,97.79379
,,1.270,97.86921,97.60149,97.73535
,,1.260,97.82227,97.60114,97.7117
,,1.250,97.80865,97.57341,97.69103
,,1.240,97.7896,97.54818,97.66889
,,1.230,97.77841,97.53635,97.65738
,,1.220,97.76305,97.49528,97.62917
,,1.210,97.80339,97.43476,97.61907
,,1.200,97.76344,97.38948,97.57646
,,1.190,97.68165,97.44339,97.56252
,,1.180,97.64678,97.44659,97.54668
,,1.170,97.62367,97.37508,97.49938
,,1.160,97.58276,97.32263,97.45269
,,1.150,97.5342,97.28184,97.40802
,,1.140,97.46977,97.27235,97.37106
,,1.130,97.43995,97.25603,97.34799
,,1.120,97.4043,97.22327,97.31379
,,1.110,97.3796,97.17654,97.27807
,,1.100,97.34651,97.14424,97.24537
,,1.090,97.28752,97.14751,97.21751
,,1.080,97.26189,97.13564,97.19876
,,1.070,97.26052,97.11361,97.18706
,,1.060,97.2183,97.07075,97.14452
,,1.050,97.14974,97.03199,97.09087
,,1.040,97.13628,96.99116,97.06372
,,1.030,97.13276,96.94377,97.03826
,,1.020,97.11844,96.8902,97.00432
,,1.010,97.10133,96.85566,96.97849
,,1.000,97.07993,96.83414,96.95703
,,0.990,97.07731,96.80249,96.9399
,,0.980,97.07703,96.72581,96.90142
,,0.970,97.07474,96.66328,96.86901
,,0.960,97.05852,96.59718,96.82785
,,0.950,97.03023,96.55211,96.79117
,,0.940,97.01491,96.53442,96.77466
,,0.930,97.00567,96.4872,96.74643
,,0.920,97.00908,96.46752,96.7383
,,0.910,96.96711,96.49979,96.73345
,,0.900,96.94095,96.48946,96.7152
,,0.890,96.92137,96.48994,96.70566
,,0.880,95.04048,96.34826,95.69437
,,0.870,96.08434,96.71015,96.39724
,,0.860,96.70821,96.97457,96.84139
,,0.850,97.25791,96.25251,96.75521
,,0.840,97.37526,96.55875,96.96701
,,0.830,97.32112,96.48058,96.90085
,,0.820,97.24102,96.82422,97.03262
,,0.810,97.21241,96.35014,96.78127
,,0.800,97.29023,96.28141,96.78582
,,0.790,98.60154,98.69986,98.6507
,,0.780,98.40088,98.02648,98.21368
,,0.770,98.30524,98.157,98.23112
,,0.760,98.14396,98.18571,98.16483
,,0.750,98.23125,98.19206,98.21165
,,0.740,99.14612,98.25601,98.70107
,,0.730,97.69639,98.35719,98.02679
,,0.720,97.73691,98.39331,98.06511
,,0.710,97.37298,98.51822,97.9456
,,0.700,97.89671,98.57304,98.23487
,,0.690,97.93254,98.82768,98.38011
,,0.680,97.42922,98.80269,98.11596
,,0.670,97.75796,98.8246,98.29128
,,0.660,98.54887,98.83375,98.69131
,,0.650,99.21873,98.95002,99.08437
,,0.640,99.27014,99.0164,99.14327
,,0.630,99.56172,99.06791,99.31481
,,0.620,99.39373,99.17072,99.28222
,,0.610,98.56721,99.28826,98.92773
,,0.600,97.91456,99.35303,98.63379
,,0.590,98.05155,99.39415,98.72285
,,0.580,98.16984,99.45183,98.81083
,,0.570,98.31504,99.47723,98.89613
,,0.560,98.46285,99.4879,98.97537
,,0.550,98.926,99.8855,99.40575
,,0.540,98.99477,99.18264,99.08871
,,0.530,99.02479,98.61501,98.8199
,,0.520,99.1101,98.50483,98.80747
,,0.510,99.02028,99.34973,99.185
,,0.500,98.83322,99.06609,98.94966
,,0.490,98.76507,99.88956,99.32731
,,0.480,99.52399,99.82208,99.67304
,,0.470,99.42106,99.66113,99.54109
,,0.460,99.11257,99.29596,99.20426
,,0.450,98.70445,98.82099,98.76272
,,0.440,98.06276,98.34204,98.2024
,,0.430,97.11891,97.3641,97.2415
,,0.420,95.41544,95.7615,95.58847
,,0.410,93.05981,93.46905,93.26443
,,0.400,90.67109,91.27829,90.97469
,,0.390,89.4774,90.2075,89.84245
,,0.380,89.44605,90.14486,89.79546
,,0.370,89.16559,90.2772,89.7214
,,0.360,87.63714,89.31639,88.47677
,,0.350,81.46199,83.534,82.498
,,0.340,60.14416,62.25406,61.19911
,,0.330,11.22492,11.58212,11.40352
,,0.320,11.78924,12.21093,12.00009
,,0.310,16.29677,17.16041,16.72859
,,0.300,14.48436,15.42593,14.95514
